,schoolcode,districtcode,countycode,year,charter,dropout,schoolmode,virtualper,hybridper,totalenroll,lowincome,white,black,hispanic,state
850,005902001tx,005902tx,005tx,2019,0.0,0.0,0.0,0.0,0.0,329.0,17.3252,88.1459,0.9119,8.5106,tx
851,007905004tx,007905tx,007tx,2019,0.0,0.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,100.0,tx
852,011901005tx,011901tx,011tx,2019,0.0,0.0,0.0,0.0,0.0,212.0,61.7925,23.5849,0.9434,71.2264,tx
853,011905001tx,011905tx,011tx,2019,0.0,0.0,0.0,0.0,0.0,67.0,61.194,38.806,1.4925,56.7164,tx
854,014803004tx,014803tx,014tx,2019,0.0,0.0,0.0,0.0,0.0,53.0,15.0943,73.5849,1.8868,13.2075,tx
855,014803101tx,014803tx,014tx,2019,0.0,0.0,0.0,0.0,0.0,39.0,51.2821,53.8462,2.5641,35.8974,tx
856,014804006tx,014804tx,014tx,2019,0.0,0.0,0.0,0.0,0.0,359.0,3.3426,66.0167,2.2284,21.1699,tx
857,014905001tx,014905tx,014tx,2019,0.0,0.0,0.0,0.0,0.0,218.0,46.3303,69.7248,3.6697,25.6881,tx
858,014906004tx,014906tx,014tx,2019,0.0,0.0,0.0,0.0,0.0,460.0,91.087,10.6522,63.4783,17.3913,tx
859,014909005tx,014909tx,014tx,2019,0.0,0.0,0.0,0.0,0.0,126.0,76.9841,13.4921,38.8889,46.0317,tx
860,014910001tx,014910tx,014tx,2019,0.0,0.0,0.0,0.0,0.0,471.0,46.2845,69.0021,1.9108,26.327,tx
861,015802001tx,015802tx,015tx,2019,0.0,0.0,0.0,0.0,0.0,142.0,100.0,5.6338,47.1831,40.8451,tx
862,015802004tx,015802tx,015tx,2019,0.0,0.0,0.0,0.0,0.0,66.0,100.0,0.0,42.4242,57.5758,tx
863,015805001tx,015805tx,015tx,2019,0.0,0.0,0.0,0.0,0.0,198.0,79.798,5.5556,1.5152,92.4242,tx
864,015815041tx,015815tx,015tx,2019,0.0,0.0,0.0,0.0,0.0,156.0,52.5641,4.4872,0.0,94.2308,tx
865,015831002tx,015831tx,015tx,2019,0.0,0.0,0.0,0.0,0.0,147.0,57.8231,17.6871,4.7619,74.8299,tx
866,015834001tx,015834tx,015tx,2019,0.0,0.0,0.0,0.0,0.0,362.0,4.6961,32.5967,1.105,33.4254,tx
867,015835002tx,015835tx,015tx,2019,0.0,0.0,0.0,0.0,0.0,201.0,20.8955,49.2537,1.99,44.2786,tx
868,015906001tx,015906tx,015tx,2019,0.0,0.0,0.0,0.0,0.0,493.0,5.8824,38.3367,24.3408,22.1095,tx
869,015907022tx,015907tx,015tx,2019,0.0,0.0,0.0,0.0,0.0,394.0,73.6041,3.5533,2.2843,93.1472,tx
870,015907023tx,015907tx,015tx,2019,0.0,0.0,0.0,0.0,0.0,215.0,49.7674,2.7907,3.7209,90.2326,tx
871,015907026tx,015907tx,015tx,2019,0.0,0.0,0.0,0.0,0.0,101.0,49.505,9.901,1.9802,86.1386,tx
872,015909006tx,015909tx,015tx,2019,0.0,0.0,0.0,0.0,0.0,137.0,70.8029,11.6788,0.0,86.1314,tx
873,015910009tx,015910tx,015tx,2019,0.0,0.0,0.0,0.0,0.0,496.0,23.9919,34.0726,3.4274,53.8306,tx
874,015910012tx,015910tx,015tx,2019,0.0,0.0,0.0,0.0,0.0,556.0,67.446,16.9065,14.3885,62.7698,tx
875,015911003tx,015911tx,015tx,2019,0.0,0.0,0.0,0.0,0.0,67.0,76.1194,14.9254,14.9254,67.1642,tx
876,015915006tx,015915tx,015tx,2019,0.0,0.0,0.0,0.0,0.0,874.0,24.8284,20.4805,5.3776,52.4027,tx
877,015915008tx,015915tx,015tx,2019,0.0,0.0,0.0,0.0,0.0,742.0,63.4771,12.8032,14.1509,70.3504,tx
878,015915039tx,015915tx,015tx,2019,0.0,0.0,0.0,0.0,0.0,136.0,51.4706,11.0294,12.5,72.0588,tx
879,015916005tx,015916tx,015tx,2019,0.0,0.0,0.0,0.0,0.0,218.0,77.5229,10.5505,41.7431,45.4128,tx
880,015917002tx,015917tx,015tx,2019,0.0,0.0,0.0,0.0,0.0,62.0,70.9677,3.2258,1.6129,95.1613,tx
881,017901001tx,017901tx,017tx,2019,0.0,0.0,0.0,0.0,0.0,80.0,22.5,81.25,1.25,13.75,tx
882,018901001tx,018901tx,018tx,2019,0.0,0.0,0.0,0.0,0.0,306.0,48.6928,58.4967,2.6144,31.6993,tx
883,018903001tx,018903tx,018tx,2019,0.0,0.0,0.0,0.0,0.0,47.0,78.7234,36.1702,2.1277,59.5745,tx
884,018904001tx,018904tx,018tx,2019,0.0,0.0,0.0,0.0,0.0,209.0,49.2823,72.2488,3.3493,22.488,tx
885,018905003tx,018905tx,018tx,2019,0.0,0.0,0.0,0.0,0.0,50.0,74.0,54.0,0.0,44.0,tx
886,018906001tx,018906tx,018tx,2019,0.0,0.0,0.0,0.0,0.0,34.0,50.0,64.7059,0.0,32.3529,tx
887,018908001tx,018908tx,018tx,2019,0.0,0.0,0.0,0.0,0.0,37.0,72.973,70.2703,0.0,29.7297,tx
888,019902002tx,019902tx,019tx,2019,0.0,0.0,0.0,0.0,0.0,382.0,58.377,70.6806,13.6126,8.1152,tx
889,019909001tx,019909tx,019tx,2019,0.0,0.0,0.0,0.0,0.0,191.0,58.1152,91.0995,0.0,6.2827,tx
890,020902002tx,020902tx,020tx,2019,0.0,0.0,0.0,0.0,0.0,103.0,62.1359,30.0971,12.6214,53.3981,tx
891,020902003tx,020902tx,020tx,2019,0.0,0.0,0.0,0.0,0.0,10.0,40.0,20.0,10.0,50.0,tx
892,022902001tx,022902tx,022tx,2019,0.0,0.0,0.0,0.0,0.0,11.0,63.6364,54.5455,0.0,45.4545,tx
893,023902001tx,023902tx,023tx,2019,0.0,0.0,0.0,0.0,0.0,57.0,64.9123,43.8596,5.2632,47.3684,tx
894,025904001tx,025904tx,025tx,2019,0.0,0.0,0.0,0.0,0.0,62.0,51.6129,66.129,0.0,32.2581,tx
895,025905001tx,025905tx,025tx,2019,0.0,0.0,0.0,0.0,0.0,100.0,57.0,77.0,1.0,20.0,tx
896,025906001tx,025906tx,025tx,2019,0.0,0.0,0.0,0.0,0.0,74.0,58.1081,86.4865,1.3514,9.4595,tx
897,025908001tx,025908tx,025tx,2019,0.0,0.0,0.0,0.0,0.0,47.0,53.1915,76.5957,2.1277,21.2766,tx
898,026901001tx,026901tx,026tx,2019,0.0,0.0,0.0,0.0,0.0,559.0,49.195,51.8784,9.4812,36.136,tx
899,030902001tx,030902tx,030tx,2019,0.0,0.0,0.0,0.0,0.0,440.0,47.7273,83.8636,1.5909,11.8182,tx
900,030906001tx,030906tx,030tx,2019,0.0,0.0,0.0,0.0,0.0,124.0,39.5161,83.871,0.8065,10.4839,tx
901,031901008tx,031901tx,031tx,2019,0.0,0.0,0.0,0.0,0.0,404.0,86.1386,1.9802,0.7426,95.7921,tx
902,031903005tx,031903tx,031tx,2019,0.0,0.0,0.0,0.0,0.0,353.0,68.5552,5.6657,0.5666,92.6346,tx
903,031903008tx,031903tx,031tx,2019,0.0,0.0,0.0,0.0,0.0,344.0,63.0814,8.4302,0.2907,88.3721,tx
904,031903118tx,031903tx,031tx,2019,0.0,0.0,0.0,0.0,0.0,265.0,90.566,3.3962,0.0,96.6038,tx
905,031912005tx,031912tx,031tx,2019,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,100.0,tx
906,031916004tx,031916tx,031tx,2019,0.0,0.0,0.0,0.0,0.0,823.0,57.1081,4.6173,1.4581,79.4654,tx
907,031916005tx,031916tx,031tx,2019,0.0,0.0,0.0,0.0,0.0,796.0,42.3367,9.4221,0.8794,76.005,tx
908,033901001tx,033901tx,033tx,2019,0.0,0.0,0.0,0.0,0.0,52.0,23.0769,90.3846,1.9231,7.6923,tx
909,033902001tx,033902tx,033tx,2019,0.0,0.0,0.0,0.0,0.0,226.0,19.9115,84.9558,1.7699,10.6195,tx
910,033904001tx,033904tx,033tx,2019,0.0,0.0,0.0,0.0,0.0,96.0,39.5833,84.375,1.0417,13.5417,tx
911,034902001tx,034902tx,034tx,2019,0.0,0.0,0.0,0.0,0.0,45.0,82.2222,73.3333,8.8889,8.8889,tx
912,034903001tx,034903tx,034tx,2019,0.0,0.0,0.0,0.0,0.0,354.0,54.8023,75.7062,8.1921,9.887,tx
913,034909001tx,034909tx,034tx,2019,0.0,0.0,0.0,0.0,0.0,85.0,67.0588,87.0588,3.5294,7.0588,tx
914,035903001tx,035903tx,035tx,2019,0.0,0.0,0.0,0.0,0.0,69.0,11.5942,79.7101,1.4493,15.942,tx
915,036902005tx,036902tx,036tx,2019,0.0,0.0,0.0,0.0,0.0,49.0,24.4898,75.5102,4.0816,16.3265,tx
916,036902006tx,036902tx,036tx,2019,0.0,0.0,0.0,0.0,0.0,9.0,44.4444,66.6667,11.1111,22.2222,tx
917,037904004tx,037904tx,037tx,2019,0.0,0.0,0.0,0.0,0.0,30.0,86.6667,36.6667,20.0,43.3333,tx
918,037909001tx,037909tx,037tx,2019,0.0,0.0,0.0,0.0,0.0,86.0,59.3023,74.4186,5.814,13.9535,tx
919,039904001tx,039904tx,039tx,2019,0.0,0.0,0.0,0.0,0.0,45.0,42.2222,84.4444,2.2222,6.6667,tx
920,039905001tx,039905tx,039tx,2019,0.0,0.0,0.0,0.0,0.0,41.0,65.8537,92.6829,0.0,7.3171,tx
921,040901001tx,040901tx,040tx,2019,0.0,0.0,0.0,0.0,0.0,111.0,64.8649,11.7117,0.0,86.4865,tx
922,041901001tx,041901tx,041tx,2019,0.0,0.0,0.0,0.0,0.0,79.0,41.7722,56.962,0.0,41.7722,tx
923,042903001tx,042903tx,042tx,2019,0.0,0.0,0.0,0.0,0.0,77.0,100.0,67.5325,0.0,29.8701,tx
924,043801001tx,043801tx,043tx,2019,0.0,0.0,0.0,0.0,0.0,254.0,10.6299,35.8268,8.2677,12.5984,tx
925,043905008tx,043905tx,043tx,2019,0.0,0.0,0.0,0.0,0.0,2153.0,19.5077,43.3813,19.4612,19.8328,tx
926,043905010tx,043905tx,043tx,2019,0.0,0.0,0.0,0.0,0.0,1925.0,5.6104,53.5065,6.4416,11.3247,tx
927,043908001tx,043908tx,043tx,2019,0.0,0.0,0.0,0.0,0.0,956.0,18.5146,65.0628,10.9833,17.5732,tx
928,043910008tx,043910tx,043tx,2019,0.0,0.0,0.0,0.0,0.0,441.0,12.0181,56.2358,5.2154,18.3673,tx
929,046902206tx,046902tx,046tx,2019,0.0,0.0,0.0,0.0,0.0,188.0,47.3404,47.3404,4.7872,43.0851,tx
930,047901001tx,047901tx,047tx,2019,0.0,0.0,0.0,0.0,0.0,349.0,61.3181,48.1375,0.2865,49.2837,tx
931,047903001tx,047903tx,047tx,2019,0.0,0.0,0.0,0.0,0.0,40.0,60.0,30.0,0.0,65.0,tx
932,047905001tx,047905tx,047tx,2019,0.0,0.0,0.0,0.0,0.0,43.0,58.1395,79.0698,0.0,20.9302,tx
933,048901001tx,048901tx,048tx,2019,0.0,0.0,0.0,0.0,0.0,66.0,54.5455,31.8182,0.0,66.6667,tx
934,048903001tx,048903tx,048tx,2019,0.0,0.0,0.0,0.0,0.0,78.0,74.359,51.2821,2.5641,41.0256,tx
935,049902001tx,049902tx,049tx,2019,0.0,0.0,0.0,0.0,0.0,149.0,12.7517,90.604,0.0,6.7114,tx
936,049907001tx,049907tx,049tx,2019,0.0,0.0,0.0,0.0,0.0,167.0,8.982,89.8204,0.5988,2.994,tx
937,050901001tx,050901tx,050tx,2019,0.0,0.0,0.0,0.0,0.0,80.0,47.5,80.0,0.0,20.0,tx
938,050909001tx,050909tx,050tx,2019,0.0,0.0,0.0,0.0,0.0,88.0,50.0,79.5455,1.1364,14.7727,tx
939,054903001tx,054903tx,054tx,2019,0.0,0.0,0.0,0.0,0.0,142.0,79.5775,19.7183,2.8169,77.4648,tx
940,056902001tx,056902tx,056tx,2019,0.0,0.0,0.0,0.0,0.0,52.0,59.6154,38.4615,3.8462,55.7692,tx
941,057802001tx,057802tx,057tx,2019,0.0,0.0,0.0,0.0,0.0,147.0,87.0748,1.3605,25.1701,72.1088,tx
942,057803002tx,057803tx,057tx,2019,0.0,0.0,0.0,0.0,0.0,538.0,23.9777,11.3383,6.5056,22.3048,tx
943,057803010tx,057803tx,057tx,2019,0.0,0.0,0.0,0.0,0.0,470.0,88.5106,1.9149,4.4681,91.9149,tx
944,057808101tx,057808tx,057tx,2019,0.0,0.0,0.0,0.0,0.0,107.0,70.0935,0.9346,33.6449,58.8785,tx
945,057808102tx,057808tx,057tx,2019,0.0,0.0,0.0,0.0,0.0,45.0,6.6667,11.1111,31.1111,20.0,tx
946,057814005tx,057814tx,057tx,2019,0.0,0.0,0.0,0.0,0.0,7.0,100.0,14.2857,14.2857,71.4286,tx
947,057819001tx,057819tx,057tx,2019,0.0,0.0,0.0,0.0,0.0,24.0,100.0,0.0,16.6667,83.3333,tx
948,057845001tx,057845tx,057tx,2019,0.0,0.0,0.0,0.0,0.0,202.0,24.7525,46.5347,7.4257,40.5941,tx
949,057847001tx,057847tx,057tx,2019,0.0,0.0,0.0,0.0,0.0,241.0,29.8755,25.3112,32.3651,34.4398,tx
950,057848006tx,057848tx,057tx,2019,0.0,0.0,0.0,0.0,0.0,582.0,68.2131,7.0447,27.3196,59.9656,tx
951,057903005tx,057903tx,057tx,2019,0.0,0.0,0.0,0.0,0.0,271.0,74.9077,7.3801,28.4133,59.0406,tx
952,057903010tx,057903tx,057tx,2019,0.0,0.0,0.0,0.0,0.0,338.0,78.9941,5.3254,4.4379,81.3609,tx
953,057905026tx,057905tx,057tx,2019,0.0,0.0,0.0,0.0,0.0,499.0,53.507,13.6273,10.2204,60.1202,tx
954,057905035tx,057905tx,057tx,2019,0.0,0.0,0.0,0.0,0.0,248.0,69.3548,7.2581,12.5,75.8065,tx
955,057905037tx,057905tx,057tx,2019,0.0,0.0,0.0,0.0,0.0,308.0,71.4286,2.2727,23.3766,73.0519,tx
956,057905090tx,057905tx,057tx,2019,0.0,0.0,0.0,0.0,0.0,246.0,74.3902,1.2195,13.0081,83.7398,tx
957,057907007tx,057907tx,057tx,2019,0.0,0.0,0.0,0.0,0.0,10.0,70.0,0.0,30.0,70.0,tx
958,057909053tx,057909tx,057tx,2019,0.0,0.0,0.0,0.0,0.0,308.0,73.3766,16.5584,31.1688,48.7013,tx
959,057910007tx,057910tx,057tx,2019,0.0,0.0,0.0,0.0,0.0,15.0,86.6667,0.0,13.3333,86.6667,tx
960,057914007tx,057914tx,057tx,2019,0.0,0.0,0.0,0.0,0.0,12.0,83.3333,8.3333,41.6667,50.0,tx
961,057916006tx,057916tx,057tx,2019,0.0,0.0,0.0,0.0,0.0,187.0,68.4492,17.6471,30.4813,47.0588,tx
962,058902001tx,058902tx,058tx,2019,0.0,0.0,0.0,0.0,0.0,12.0,66.6667,25.0,0.0,75.0,tx
963,058905001tx,058905tx,058tx,2019,0.0,0.0,0.0,0.0,0.0,62.0,29.0323,62.9032,0.0,33.871,tx
964,058906001tx,058906tx,058tx,2019,0.0,0.0,0.0,0.0,0.0,509.0,70.7269,15.5206,3.9293,79.1749,tx
965,058909001tx,058909tx,058tx,2019,0.0,0.0,0.0,0.0,0.0,50.0,42.0,48.0,2.0,46.0,tx
966,061901005tx,061901tx,061tx,2019,0.0,0.0,0.0,0.0,0.0,196.0,70.4082,30.6122,32.6531,33.6735,tx
967,061910001tx,061910tx,061tx,2019,0.0,0.0,0.0,0.0,0.0,958.0,7.0981,83.8205,1.357,10.2296,tx
968,062902001tx,062902tx,062tx,2019,0.0,0.0,0.0,0.0,0.0,41.0,65.8537,58.5366,4.878,36.5854,tx
969,063903001tx,063903tx,063tx,2019,0.0,0.0,0.0,0.0,0.0,87.0,58.6207,50.5747,5.7471,42.5287,tx
970,063906001tx,063906tx,063tx,2019,0.0,0.0,0.0,0.0,0.0,31.0,70.9677,54.8387,0.0,45.1613,tx
971,065901001tx,065901tx,065tx,2019,0.0,0.0,0.0,0.0,0.0,134.0,39.5522,74.6269,9.7015,11.9403,tx
972,065902001tx,065902tx,065tx,2019,0.0,0.0,0.0,0.0,0.0,35.0,71.4286,65.7143,2.8571,28.5714,tx
973,067902004tx,067902tx,067tx,2019,0.0,0.0,0.0,0.0,0.0,24.0,95.8333,79.1667,0.0,20.8333,tx
974,067908001tx,067908tx,067tx,2019,0.0,0.0,0.0,0.0,0.0,57.0,64.9123,87.7193,1.7544,10.5263,tx
975,068901004tx,068901tx,068tx,2019,0.0,0.0,0.0,0.0,0.0,451.0,60.0887,17.7384,8.8692,72.0621,tx
976,069901001tx,069901tx,069tx,2019,0.0,0.0,0.0,0.0,0.0,88.0,73.8636,19.3182,0.0,80.6818,tx
977,070901001tx,070901tx,070tx,2019,0.0,0.0,0.0,0.0,0.0,92.0,64.1304,54.3478,2.1739,40.2174,tx
978,071801003tx,071801tx,071tx,2019,0.0,0.0,0.0,0.0,0.0,154.0,52.5974,11.039,1.9481,85.0649,tx
979,071806001tx,071806tx,071tx,2019,0.0,0.0,0.0,0.0,0.0,394.0,74.6193,4.3147,0.7614,93.6548,tx
980,071806002tx,071806tx,071tx,2019,0.0,0.0,0.0,0.0,0.0,209.0,69.8565,9.0909,4.7847,83.7321,tx
981,071902011tx,071902tx,071tx,2019,0.0,0.0,0.0,0.0,0.0,778.0,62.4679,3.856,1.7995,90.2314,tx
982,071902015tx,071902tx,071tx,2019,0.0,0.0,0.0,0.0,0.0,429.0,69.9301,12.3543,4.4289,77.8555,tx
983,071902027tx,071902tx,071tx,2019,0.0,0.0,0.0,0.0,0.0,44.0,86.3636,4.5455,2.2727,93.1818,tx
984,071905014tx,071905tx,071tx,2019,0.0,0.0,0.0,0.0,0.0,262.0,90.0763,1.5267,1.145,96.9466,tx
985,071905017tx,071905tx,071tx,2019,0.0,0.0,0.0,0.0,0.0,406.0,66.9951,5.665,0.7389,92.3645,tx
986,071907003tx,071907tx,071tx,2019,0.0,0.0,0.0,0.0,0.0,381.0,49.0814,9.1864,2.0997,86.8766,tx
987,071909003tx,071909tx,071tx,2019,0.0,0.0,0.0,0.0,0.0,321.0,81.3084,2.4922,1.5576,95.0156,tx
988,071909007tx,071909tx,071tx,2019,0.0,0.0,0.0,0.0,0.0,442.0,72.3982,2.0362,1.3575,94.5701,tx
989,072801104tx,072801tx,072tx,2019,0.0,0.0,0.0,0.0,0.0,189.0,94.1799,1.5873,0.0,97.8836,tx
990,072801107tx,072801tx,072tx,2019,0.0,0.0,0.0,0.0,0.0,176.0,76.7045,7.9545,0.5682,90.3409,tx
991,072801115tx,072801tx,072tx,2019,0.0,0.0,0.0,0.0,0.0,192.0,93.2292,1.5625,0.0,98.4375,tx
992,072801116tx,072801tx,072tx,2019,0.0,0.0,0.0,0.0,0.0,191.0,97.9058,3.1414,0.0,96.8586,tx
993,072801128tx,072801tx,072tx,2019,0.0,0.0,0.0,0.0,0.0,140.0,46.4286,36.4286,14.2857,43.5714,tx
994,072801136tx,072801tx,072tx,2019,0.0,0.0,0.0,0.0,0.0,169.0,44.9704,53.8462,1.7751,41.4201,tx
995,072801137tx,072801tx,072tx,2019,0.0,0.0,0.0,0.0,0.0,201.0,47.2637,82.0896,0.0,12.9353,tx
996,072801138tx,072801tx,072tx,2019,0.0,0.0,0.0,0.0,0.0,152.0,61.1842,79.6053,3.9474,14.4737,tx
997,072801146tx,072801tx,072tx,2019,0.0,0.0,0.0,0.0,0.0,264.0,96.2121,3.4091,0.3788,96.2121,tx
998,072908001tx,072908tx,072tx,2019,0.0,0.0,0.0,0.0,0.0,58.0,32.7586,72.4138,0.0,20.6897,tx
999,072909001tx,072909tx,072tx,2019,0.0,0.0,0.0,0.0,0.0,74.0,44.5946,56.7568,0.0,43.2432,tx
1000,074904001tx,074904tx,074tx,2019,0.0,0.0,0.0,0.0,0.0,110.0,42.7273,88.1818,0.9091,6.3636,tx
1001,074907001tx,074907tx,074tx,2019,0.0,0.0,0.0,0.0,0.0,220.0,49.0909,66.3636,10.0,16.8182,tx
1002,074911001tx,074911tx,074tx,2019,0.0,0.0,0.0,0.0,0.0,97.0,40.2062,80.4124,1.0309,10.3093,tx
1003,074917001tx,074917tx,074tx,2019,0.0,0.0,0.0,0.0,0.0,138.0,44.2029,87.6812,0.7246,9.4203,tx
1004,075901001tx,075901tx,075tx,2019,0.0,0.0,0.0,0.0,0.0,169.0,57.9882,40.2367,2.9586,56.213,tx
1005,075906001tx,075906tx,075tx,2019,0.0,0.0,0.0,0.0,0.0,75.0,21.3333,86.6667,2.6667,10.6667,tx
1006,076903001tx,076903tx,076tx,2019,0.0,0.0,0.0,0.0,0.0,69.0,43.4783,71.0145,1.4493,27.5362,tx
1007,078901001tx,078901tx,078tx,2019,0.0,0.0,0.0,0.0,0.0,74.0,64.8649,54.0541,4.0541,39.1892,tx
1008,079901004tx,079901tx,079tx,2019,0.0,0.0,0.0,0.0,0.0,155.0,67.7419,19.3548,35.4839,41.9355,tx
1009,079901008tx,079901tx,079tx,2019,0.0,0.0,0.0,0.0,0.0,52.0,57.6923,25.0,17.3077,48.0769,tx
1010,079907010tx,079907tx,079tx,2019,0.0,0.0,0.0,0.0,0.0,45.0,86.6667,6.6667,48.8889,42.2222,tx
1011,079907038tx,079907tx,079tx,2019,0.0,0.0,0.0,0.0,0.0,448.0,66.2946,10.0446,50.8929,31.25,tx
1012,081905002tx,081905tx,081tx,2019,0.0,0.0,0.0,0.0,0.0,139.0,61.8705,69.7842,9.3525,16.5468,tx
1013,083902001tx,083902tx,083tx,2019,0.0,0.0,0.0,0.0,0.0,29.0,44.8276,34.4828,0.0,65.5172,tx
1014,084802001tx,084802tx,084tx,2019,0.0,0.0,0.0,0.0,0.0,160.0,48.125,43.125,6.875,42.5,tx
1015,084903001tx,084903tx,084tx,2019,0.0,0.0,0.0,0.0,0.0,73.0,60.274,79.4521,0.0,8.2192,tx
1016,084906014tx,084906tx,084tx,2019,0.0,0.0,0.0,0.0,0.0,11.0,90.9091,0.0,90.9091,9.0909,tx
1017,084910008tx,084910tx,084tx,2019,0.0,0.0,0.0,0.0,0.0,344.0,34.0116,33.4302,16.2791,40.9884,tx
1018,084910010tx,084910tx,084tx,2019,0.0,0.0,0.0,0.0,0.0,458.0,34.4978,31.6594,6.3319,28.6026,tx
1019,086902001tx,086902tx,086tx,2019,0.0,0.0,0.0,0.0,0.0,192.0,28.125,85.9375,0.0,11.4583,tx
1020,087901001tx,087901tx,087tx,2019,0.0,0.0,0.0,0.0,0.0,86.0,46.5116,47.6744,0.0,52.3256,tx
1021,088902001tx,088902tx,088tx,2019,0.0,0.0,0.0,0.0,0.0,420.0,42.8571,47.8571,4.5238,44.2857,tx
1022,089903001tx,089903tx,089tx,2019,0.0,0.0,0.0,0.0,0.0,313.0,81.7891,18.8498,1.5974,78.5942,tx
1023,090902001tx,090902tx,090tx,2019,0.0,0.0,0.0,0.0,0.0,55.0,60.0,78.1818,0.0,18.1818,tx
1024,091902001tx,091902tx,091tx,2019,0.0,0.0,0.0,0.0,0.0,173.0,50.8671,77.4566,0.578,20.2312,tx
1025,091903002tx,091903tx,091tx,2019,0.0,0.0,0.0,0.0,0.0,57.0,66.6667,68.4211,14.0351,8.7719,tx
1026,091907101tx,091907tx,091tx,2019,0.0,0.0,0.0,0.0,0.0,172.0,43.6047,75.0,0.0,21.5116,tx
1027,091918001tx,091918tx,091tx,2019,0.0,0.0,0.0,0.0,0.0,217.0,41.0138,85.7143,1.8433,7.3733,tx
1028,093903001tx,093903tx,093tx,2019,0.0,0.0,0.0,0.0,0.0,154.0,33.1169,82.4675,3.2468,13.6364,tx
1029,093905001tx,093905tx,093tx,2019,0.0,0.0,0.0,0.0,0.0,69.0,68.1159,69.5652,18.8406,8.6957,tx
1030,094904001tx,094904tx,094tx,2019,0.0,0.0,0.0,0.0,0.0,475.0,41.0526,53.6842,1.8947,42.3158,tx
1031,094904003tx,094904tx,094tx,2019,0.0,0.0,0.0,0.0,0.0,22.0,54.5455,45.4545,0.0,54.5455,tx
1032,095902001tx,095902tx,095tx,2019,0.0,0.0,0.0,0.0,0.0,39.0,58.9744,43.5897,0.0,53.8462,tx
1033,095904001tx,095904tx,095tx,2019,0.0,0.0,0.0,0.0,0.0,84.0,73.8095,27.381,0.0,72.619,tx
1034,096905001tx,096905tx,096tx,2019,0.0,0.0,0.0,0.0,0.0,71.0,56.338,61.9718,0.0,38.0282,tx
1035,098901001tx,098901tx,098tx,2019,0.0,0.0,0.0,0.0,0.0,154.0,52.5974,44.8052,0.0,52.5974,tx
1036,098904001tx,098904tx,098tx,2019,0.0,0.0,0.0,0.0,0.0,272.0,62.1324,28.6765,0.0,70.5882,tx
1037,100904002tx,100904tx,100tx,2019,0.0,0.0,0.0,0.0,0.0,3.0,66.6667,33.3333,33.3333,33.3333,tx
1038,100908003tx,100908tx,100tx,2019,0.0,0.0,0.0,0.0,0.0,3.0,66.6667,100.0,0.0,0.0,tx
1039,101842001tx,101842tx,101tx,2019,0.0,0.0,0.0,0.0,0.0,36.0,47.2222,27.7778,19.4444,50.0,tx
1040,101858004tx,101858tx,101tx,2019,0.0,0.0,0.0,0.0,0.0,643.0,64.5412,7.9316,15.2411,56.7652,tx
1041,101858005tx,101858tx,101tx,2019,0.0,0.0,0.0,0.0,0.0,306.0,67.3203,11.7647,21.8954,51.634,tx
1042,101862004tx,101862tx,101tx,2019,0.0,0.0,0.0,0.0,0.0,179.0,58.6592,27.3743,26.8156,35.7542,tx
1043,101862005tx,101862tx,101tx,2019,0.0,0.0,0.0,0.0,0.0,264.0,48.8636,26.1364,28.4091,18.1818,tx
1044,101902008tx,101902tx,101tx,2019,0.0,0.0,0.0,0.0,0.0,400.0,89.75,1.75,15.0,80.75,tx
1045,101902098tx,101902tx,101tx,2019,0.0,0.0,0.0,0.0,0.0,18.0,83.3333,0.0,61.1111,38.8889,tx
1046,101903005tx,101903tx,101tx,2019,0.0,0.0,0.0,0.0,0.0,360.0,88.6111,1.6667,44.4444,50.5556,tx
1047,101903006tx,101903tx,101tx,2019,0.0,0.0,0.0,0.0,0.0,804.0,68.6567,4.2289,11.4428,20.2736,tx
1048,101903011tx,101903tx,101tx,2019,0.0,0.0,0.0,0.0,0.0,141.0,86.5248,2.1277,43.2624,50.3546,tx
1049,101906105tx,101906tx,101tx,2019,0.0,0.0,0.0,0.0,0.0,58.0,70.6897,36.2069,29.3103,32.7586,tx
1050,101908007tx,101908tx,101tx,2019,0.0,0.0,0.0,0.0,0.0,24.0,66.6667,20.8333,12.5,62.5,tx
1051,101911006tx,101911tx,101tx,2019,0.0,0.0,0.0,0.0,0.0,195.0,83.5897,18.4615,22.5641,55.3846,tx
1052,101911012tx,101911tx,101tx,2019,0.0,0.0,0.0,0.0,0.0,19.0,73.6842,15.7895,26.3158,52.6316,tx
1053,101911014tx,101911tx,101tx,2019,0.0,0.0,0.0,0.0,0.0,6.0,83.3333,16.6667,33.3333,50.0,tx
1054,101912345tx,101912tx,101tx,2019,0.0,0.0,0.0,0.0,0.0,479.0,88.7265,0.6263,1.8789,94.1545,tx
1055,101913005tx,101913tx,101tx,2019,0.0,0.0,0.0,0.0,0.0,429.0,39.627,28.9044,15.3846,47.5524,tx
1056,101913197tx,101913tx,101tx,2019,0.0,0.0,0.0,0.0,0.0,21.0,76.1905,9.5238,52.381,38.0952,tx
1057,101914003tx,101914tx,101tx,2019,0.0,0.0,0.0,0.0,0.0,375.0,57.8667,27.4667,24.2667,40.8,tx
1058,101915038tx,101915tx,101tx,2019,0.0,0.0,0.0,0.0,0.0,546.0,67.5824,19.0476,32.967,42.674,tx
