,totalenrolled,white,black,hispanic,lowincome,dropout,year,charter,hybridper,virtualper,schoolmode,schoolcode,countycode,districtcode,state
2234,633,94.5,0.0,0.0,13.6,0.5,2018,0,0.0,0.0,0.0,500820770160001il,50082il,50082077il,il
2235,661,96.1,1.7,1.2,16.5,0.6,2017,0,0.0,0.0,0.0,500820770160001il,50082il,50082077il,il
2236,784,4.2,90.7,1.7,91.5,7.0,2021,0,0.0909,0.8182,0.9545,500821870260011il,50082il,50082187il,il
2237,772,5.2,90.5,1.8,91.2,11.8,2019,0,0.0,0.0,0.0,500821870260011il,50082il,50082187il,il
2238,883,6.0,90.6,1.6,84.8,7.4,2018,0,0.0,0.0,0.0,500821870260011il,50082il,50082187il,il
2239,927,6.8,90.5,1.4,84.3,5.6,2017,0,0.0,0.0,0.0,500821870260011il,50082il,50082187il,il
2240,33,0.0,97.0,0.0,100.0,3.1,2021,0,0.0,0.8182,0.9091,500821880220001il,50082il,50082188il,il
2241,38,0.0,94.7,0.0,100.0,10.4,2019,0,0.0,0.0,0.0,500821880220001il,50082il,50082188il,il
2242,21,0.0,100.0,0.0,100.0,0.0,2018,0,0.0,0.0,0.0,500821880220001il,50082il,50082188il,il
2243,24,0.0,95.8,0.0,95.8,0.0,2017,0,0.0,0.0,0.0,500821880220001il,50082il,50082188il,il
2244,113,0.0,99.1,0.0,100.0,1.9,2021,1,1.0,0.0,0.5,50082189022001Cil,50082il,50082189il,il
2245,113,0.9,96.5,0.9,97.3,4.9,2019,1,0.0,0.0,0.0,50082189022001Cil,50082il,50082189il,il
2246,107,0.0,97.2,0.0,87.9,0.9,2018,1,0.0,0.0,0.0,50082189022001Cil,50082il,50082189il,il
2247,109,0.9,97.2,0.9,98.2,0.0,2017,1,0.0,0.0,0.0,50082189022001Cil,50082il,50082189il,il
2248,1170,0.0,97.9,0.9,99.5,5.8,2021,0,1.0,0.0,0.5,500821890220043il,50082il,50082189il,il
2249,1089,0.8,98.1,0.6,97.2,9.9,2019,0,0.0,0.0,0.0,500821890220043il,50082il,50082189il,il
2250,1235,0.0,98.1,0.9,92.1,2.6,2018,0,0.0,0.0,0.0,500821890220043il,50082il,50082189il,il
2251,1289,0.5,98.1,0.9,98.0,2.9,2017,0,0.0,0.0,0.0,500821890220043il,50082il,50082189il,il
2252,262,82.8,0.0,0.0,57.6,4.7,2021,0,0.7273,0.0,0.4545,500821960260001il,50082il,50082196il,il
2253,264,88.3,2.3,2.3,51.5,9.5,2019,0,0.0,0.0,0.0,500821960260001il,50082il,50082196il,il
2254,278,88.5,0.0,0.0,52.2,5.4,2018,0,0.0,0.0,0.0,500821960260001il,50082il,50082196il,il
2255,281,88.6,4.3,2.8,50.5,2.1,2017,0,0.0,0.0,0.0,500821960260001il,50082il,50082196il,il
2256,2414,44.5,43.4,5.1,43.5,2.3,2021,0,0.7273,0.1818,0.6364,500822010170001il,50082il,50082201il,il
2257,2392,46.3,40.1,4.7,44.5,4.8,2019,0,0.0,0.0,0.0,500822010170001il,50082il,50082201il,il
2258,2476,45.0,40.8,4.6,43.3,0.6,2018,0,0.0,0.0,0.0,500822010170001il,50082il,50082201il,il
2259,2557,46.1,39.9,4.7,41.6,0.7,2017,0,0.0,0.0,0.0,500822010170001il,50082il,50082201il,il
2260,2127,49.7,41.5,4.2,50.2,2.4,2021,0,0.7273,0.1818,0.6364,500822010170002il,50082il,50082201il,il
2261,2159,52.3,38.8,3.9,49.1,3.9,2019,0,0.0,0.0,0.0,500822010170002il,50082il,50082201il,il
2262,2068,52.4,38.3,4.1,49.4,0.2,2018,0,0.0,0.0,0.0,500822010170002il,50082il,50082201il,il
2263,2157,53.1,37.1,3.2,47.2,0.3,2017,0,0.0,0.0,0.0,500822010170002il,50082il,50082201il,il
2264,2479,62.6,20.4,6.6,20.5,2.5,2021,0,0.7273,0.1818,0.6364,500822030170001il,50082il,50082203il,il
2265,2401,64.8,19.3,5.6,23.6,2.2,2019,0,0.0,0.0,0.0,500822030170001il,50082il,50082203il,il
2266,2409,65.7,18.6,5.4,21.7,1.2,2018,0,0.0,0.0,0.0,500822030170001il,50082il,50082203il,il
2267,2405,64.7,19.6,5.0,24.4,0.9,2017,0,0.0,0.0,0.0,500822030170001il,50082il,50082203il,il
2268,3621,45.6,25.1,19.4,32.5,1.4,2021,0,0.1818,0.7273,0.9091,50162020170001il,50162il,50162020il,il
2269,3514,45.7,27.3,18.4,36.5,2.6,2019,0,0.0,0.0,0.0,50162020170001il,50162il,50162020il,il
2270,3459,45.4,27.6,18.4,38.4,0.7,2018,0,0.0,0.0,0.0,50162020170001il,50162il,50162020il,il
2271,3285,44.1,29.4,18.0,40.5,0.6,2017,0,0.0,0.0,0.0,50162020170001il,50162il,50162020il,il
2272,2998,78.0,0.4,6.9,3.9,0.3,2021,0,0.7273,0.2727,0.6364,50162030170001il,50162il,50162030il,il
2273,2963,79.9,0.6,4.9,4.2,0.8,2019,0,0.0,0.0,0.0,50162030170001il,50162il,50162030il,il
2274,2934,83.8,0.6,3.7,3.7,0.0,2018,0,0.0,0.0,0.0,50162030170001il,50162il,50162030il,il
2275,2960,84.9,0.6,3.8,3.5,0.0,2017,0,0.0,0.0,0.0,50162030170001il,50162il,50162030il,il
2276,973,76.2,0.0,7.6,2.1,0.7,2021,0,0.7273,0.2727,0.6364,50162030170002il,50162il,50162030il,il
2277,1015,78.9,0.6,5.1,2.6,0.2,2019,0,0.0,0.0,0.0,50162030170002il,50162il,50162030il,il
2278,991,78.6,0.0,5.2,3.7,0.0,2018,0,0.0,0.0,0.0,50162030170002il,50162il,50162030il,il
2279,1037,80.6,0.7,4.2,2.8,0.0,2017,0,0.0,0.0,0.0,50162030170002il,50162il,50162030il,il
2280,1834,40.0,4.5,21.3,27.5,0.8,2021,0,0.6364,0.2727,0.6818,50162070170001il,50162il,50162070il,il
2281,1852,38.3,5.0,20.4,41.6,0.8,2019,0,0.0,0.0,0.0,50162070170001il,50162il,50162070il,il
2282,1830,36.9,4.5,20.9,43.7,0.5,2018,0,0.0,0.0,0.0,50162070170001il,50162il,50162070il,il
2283,1854,36.6,4.7,22.7,46.1,0.5,2017,0,0.0,0.0,0.0,50162070170001il,50162il,50162070il,il
2284,2356,85.8,0.6,8.3,5.2,0.9,2021,0,0.6364,0.2727,0.6818,50162070170003il,50162il,50162070il,il
2285,2391,85.5,0.6,8.2,6.4,0.6,2019,0,0.0,0.0,0.0,50162070170003il,50162il,50162070il,il
2286,2397,85.0,0.6,8.1,7.3,0.4,2018,0,0.0,0.0,0.0,50162070170003il,50162il,50162070il,il
2287,2401,84.0,0.5,8.4,7.6,0.1,2017,0,0.0,0.0,0.0,50162070170003il,50162il,50162070il,il
2288,1969,42.0,3.5,42.1,23.1,1.0,2021,0,0.6364,0.2727,0.6818,50162070170004il,50162il,50162070il,il
2289,2078,43.3,3.4,39.7,31.9,1.1,2019,0,0.0,0.0,0.0,50162070170004il,50162il,50162070il,il
2290,2059,45.2,2.9,38.0,34.9,0.7,2018,0,0.0,0.0,0.0,50162070170004il,50162il,50162070il,il
2291,1995,45.5,2.9,38.0,38.0,0.7,2017,0,0.0,0.0,0.0,50162070170004il,50162il,50162070il,il
2292,2375,45.9,3.6,18.2,26.8,0.7,2021,0,0.7273,0.1818,0.6364,50162110170001il,50162il,50162110il,il
2293,2334,46.9,4.3,17.5,27.9,1.2,2019,0,0.0,0.0,0.0,50162110170001il,50162il,50162110il,il
2294,2349,48.2,4.9,16.8,26.9,0.4,2018,0,0.0,0.0,0.0,50162110170001il,50162il,50162110il,il
2295,2313,50.6,3.8,16.4,27.2,0.1,2017,0,0.0,0.0,0.0,50162110170001il,50162il,50162110il,il
2296,2583,50.8,3.1,10.3,16.6,0.9,2021,0,0.7273,0.1818,0.6364,50162110170002il,50162il,50162110il,il
2297,2576,54.1,2.5,10.4,15.1,0.9,2019,0,0.0,0.0,0.0,50162110170002il,50162il,50162110il,il
2298,2594,55.5,2.3,10.7,15.0,0.5,2018,0,0.0,0.0,0.0,50162110170002il,50162il,50162110il,il
2299,2687,60.5,1.9,9.3,15.3,0.3,2017,0,0.0,0.0,0.0,50162110170002il,50162il,50162110il,il
2300,2569,36.5,5.2,47.5,56.2,1.7,2021,0,0.7273,0.1818,0.6364,50162110170003il,50162il,50162110il,il
2301,2566,38.3,5.0,46.1,55.0,2.2,2019,0,0.0,0.0,0.0,50162110170003il,50162il,50162110il,il
2302,2587,38.7,5.2,45.3,55.0,0.8,2018,0,0.0,0.0,0.0,50162110170003il,50162il,50162110il,il
2303,2626,41.0,4.8,44.1,53.5,1.9,2017,0,0.0,0.0,0.0,50162110170003il,50162il,50162110il,il
2304,2187,47.4,5.6,24.6,33.7,0.6,2021,0,0.7273,0.1818,0.6364,50162110170004il,50162il,50162110il,il
2305,2095,48.5,5.5,23.3,32.8,1.4,2019,0,0.0,0.0,0.0,50162110170004il,50162il,50162110il,il
2306,2116,49.8,5.6,22.4,31.6,0.6,2018,0,0.0,0.0,0.0,50162110170004il,50162il,50162110il,il
2307,2147,51.6,5.6,21.9,33.2,0.5,2017,0,0.0,0.0,0.0,50162110170004il,50162il,50162110il,il
2308,1967,30.0,12.5,31.3,49.6,0.7,2021,0,0.7273,0.1818,0.6364,50162110170006il,50162il,50162110il,il
2309,1959,31.3,11.9,32.4,50.6,1.7,2019,0,0.0,0.0,0.0,50162110170006il,50162il,50162110il,il
2310,1907,32.6,11.9,31.3,49.6,0.5,2018,0,0.0,0.0,0.0,50162110170006il,50162il,50162110il,il
2311,1855,33.7,12.2,30.2,49.6,0.2,2017,0,0.0,0.0,0.0,50162110170006il,50162il,50162110il,il
2312,1898,39.5,2.2,45.7,40.6,0.6,2021,0,0.1818,0.2727,0.4545,50162140170002il,50162il,50162140il,il
2313,1944,40.9,1.9,44.0,28.7,2.1,2019,0,0.0,0.0,0.0,50162140170002il,50162il,50162140il,il
2314,1935,41.2,2.3,43.7,28.2,0.5,2018,0,0.0,0.0,0.0,50162140170002il,50162il,50162140il,il
2315,1918,42.9,2.9,42.3,34.5,0.8,2017,0,0.0,0.0,0.0,50162140170002il,50162il,50162140il,il
2316,1966,69.9,1.3,15.7,16.5,0.6,2021,0,0.2727,0.2727,0.5,50162140170004il,50162il,50162140il,il
2317,1898,70.9,1.6,14.4,11.6,0.6,2019,0,0.0,0.0,0.0,50162140170004il,50162il,50162140il,il
2318,1864,70.6,1.5,14.3,11.5,0.3,2018,0,0.0,0.0,0.0,50162140170004il,50162il,50162140il,il
2319,1895,72.1,1.6,13.8,12.4,0.4,2017,0,0.0,0.0,0.0,50162140170004il,50162il,50162140il,il
2320,2130,73.1,1.6,14.3,13.2,0.5,2021,0,0.2727,0.2727,0.5,50162140170005il,50162il,50162140il,il
2321,2133,74.8,1.2,13.1,6.8,0.8,2019,0,0.0,0.0,0.0,50162140170005il,50162il,50162140il,il
2322,2150,75.0,1.2,13.0,7.5,0.6,2018,0,0.0,0.0,0.0,50162140170005il,50162il,50162140il,il
2323,2152,75.8,1.1,12.1,9.4,1.1,2017,0,0.0,0.0,0.0,50162140170005il,50162il,50162140il,il
2324,1708,25.3,2.5,64.5,46.9,1.4,2021,0,0.1818,0.5455,0.7273,50162140170006il,50162il,50162140il,il
2325,1739,26.7,2.5,63.1,36.6,1.9,2019,0,0.0,0.0,0.0,50162140170006il,50162il,50162140il,il
2326,1718,28.0,2.4,62.3,38.7,0.8,2018,0,0.0,0.0,0.0,50162140170006il,50162il,50162140il,il
2327,1726,31.1,2.5,59.4,41.2,0.6,2017,0,0.0,0.0,0.0,50162140170006il,50162il,50162140il,il
2328,1932,49.8,3.1,36.5,31.2,1.1,2021,0,0.2727,0.2727,0.5,50162140170007il,50162il,50162140il,il
2329,1863,50.5,3.1,36.3,20.7,2.1,2019,0,0.0,0.0,0.0,50162140170007il,50162il,50162140il,il
2330,1900,51.0,2.6,36.3,20.3,0.4,2018,0,0.0,0.0,0.0,50162140170007il,50162il,50162140il,il
2331,1925,52.6,2.9,35.8,26.4,0.9,2017,0,0.0,0.0,0.0,50162140170007il,50162il,50162140il,il
2332,1942,54.0,1.8,31.0,24.1,1.0,2021,0,0.2727,0.2727,0.5,50162140170008il,50162il,50162140il,il
2333,1981,57.8,1.9,28.2,15.5,1.6,2019,0,0.0,0.0,0.0,50162140170008il,50162il,50162140il,il
2334,2004,58.0,1.6,28.1,16.3,0.7,2018,0,0.0,0.0,0.0,50162140170008il,50162il,50162140il,il
2335,1968,59.3,1.7,26.5,18.2,1.1,2017,0,0.0,0.0,0.0,50162140170008il,50162il,50162140il,il
2336,2021,36.6,7.8,16.1,21.5,1.2,2021,0,0.2727,0.6364,0.8636,50162190170002il,50162il,50162190il,il
2337,2068,38.0,8.6,13.9,32.0,1.9,2019,0,0.0,0.0,0.0,50162190170002il,50162il,50162190il,il
2338,2059,38.5,9.2,12.8,31.8,0.4,2018,0,0.0,0.0,0.0,50162190170002il,50162il,50162190il,il
2339,2030,39.6,9.7,12.5,31.8,0.0,2017,0,0.0,0.0,0.0,50162190170002il,50162il,50162190il,il
2340,2478,43.7,5.2,13.4,20.9,0.8,2021,0,0.2727,0.6364,0.8636,50162190170003il,50162il,50162190il,il
2341,2464,43.3,4.7,14.3,30.1,1.5,2019,0,0.0,0.0,0.0,50162190170003il,50162il,50162190il,il
2342,2435,43.8,4.4,15.2,30.6,0.3,2018,0,0.0,0.0,0.0,50162190170003il,50162il,50162190il,il
2343,2486,44.9,3.9,16.0,31.5,0.4,2017,0,0.0,0.0,0.0,50162190170003il,50162il,50162190il,il
2344,1978,71.4,0.5,5.4,4.7,0.7,2021,0,0.9091,0.0909,0.5455,50162250170001il,50162il,50162250il,il
2345,2023,56.0,0.3,3.9,4.8,0.9,2019,0,0.0,0.0,0.0,50162250170001il,50162il,50162250il,il
2346,1988,74.9,0.7,4.8,5.8,0.0,2018,0,0.0,0.0,0.0,50162250170001il,50162il,50162250il,il
2347,2010,77.2,0.5,4.7,6.1,0.0,2017,0,0.0,0.0,0.0,50162250170001il,50162il,50162250il,il
2348,3074,60.9,1.3,13.8,16.7,0.7,2021,0,0.7273,0.2727,0.6364,50162250170002il,50162il,50162250il,il
2349,3078,47.7,1.1,10.3,18.0,1.2,2019,0,0.0,0.0,0.0,50162250170002il,50162il,50162250il,il
2350,3067,62.8,1.6,13.2,19.9,0.1,2018,0,0.0,0.0,0.0,50162250170002il,50162il,50162250il,il
2351,2972,63.7,1.7,12.5,19.9,0.1,2017,0,0.0,0.0,0.0,50162250170002il,50162il,50162250il,il
2352,113,94.7,0.0,0.0,45.1,7.2,2021,0,0.0,0.0,0.0909,510652000260001il,51065il,51065200il,il
2353,109,94.5,0.0,0.9,41.3,8.5,2019,0,0.0,0.0,0.0,510652000260001il,51065il,51065200il,il
2354,115,93.0,0.0,0.0,47.0,0.0,2018,0,0.0,0.0,0.0,510652000260001il,51065il,51065200il,il
2355,110,95.5,0.0,2.7,34.5,0.0,2017,0,0.0,0.0,0.0,510652000260001il,51065il,51065200il,il
2356,413,94.4,0.0,0.0,33.4,3.5,2021,0,0.0,0.0,0.0909,510652020260001il,51065il,51065202il,il
2357,469,93.6,1.3,0.9,37.7,4.6,2019,0,0.0,0.0,0.0,510652020260001il,51065il,51065202il,il
2358,479,94.6,0.0,0.0,41.3,0.0,2018,0,0.0,0.0,0.0,510652020260001il,51065il,51065202il,il
2359,487,94.3,0.6,0.6,35.1,0.0,2017,0,0.0,0.0,0.0,510652020260001il,51065il,51065202il,il
2360,321,95.3,0.0,0.0,29.9,2.8,2021,0,0.8182,0.0,0.5,510652130260001il,51065il,51065213il,il
2361,321,97.2,0.3,0.6,25.2,3.2,2019,0,0.0,0.0,0.0,510652130260001il,51065il,51065213il,il
2362,303,94.7,0.0,0.0,27.7,0.0,2018,0,0.0,0.0,0.0,510652130260001il,51065il,51065213il,il
2363,289,94.1,0.3,1.7,22.5,0.3,2017,0,0.0,0.0,0.0,510652130260001il,51065il,51065213il,il
2364,155,92.9,0.0,0.0,89.0,3.8,2021,0,0.9091,0.0,0.5455,510840010260001il,51084il,51084001il,il
2365,150,92.7,2.0,0.7,34.7,2.6,2019,0,0.0,0.0,0.0,510840010260001il,51084il,51084001il,il
2366,139,95.0,0.0,0.0,33.1,2.2,2018,0,0.0,0.0,0.0,510840010260001il,51084il,51084001il,il
2367,159,97.5,0.0,0.6,29.6,0.6,2017,0,0.0,0.0,0.0,510840010260001il,51084il,51084001il,il
2368,758,91.8,2.2,0.0,13.7,0.5,2021,0,0.7273,0.1818,0.6364,51084003A260001il,51084il,51084003il,il
2369,801,92.8,1.6,0.9,11.1,1.9,2019,0,0.0,0.0,0.0,51084003A260001il,51084il,51084003il,il
2370,766,93.2,1.7,0.0,10.3,0.5,2018,0,0.0,0.0,0.0,51084003A260001il,51084il,51084003il,il
2371,774,92.2,1.9,0.9,12.7,0.1,2017,0,0.0,0.0,0.0,51084003A260001il,51084il,51084003il,il
2372,1461,78.4,5.6,4.0,18.3,2.5,2021,0,0.4545,0.2727,0.5909,510840050260001il,51084il,51084005il,il
2373,1395,78.6,5.2,4.5,19.1,2.9,2019,0,0.0,0.0,0.0,510840050260001il,51084il,51084005il,il
2374,1403,79.5,4.8,4.8,17.7,1.1,2018,0,0.0,0.0,0.0,510840050260001il,51084il,51084005il,il
2375,1382,81.2,5.9,3.8,16.9,0.9,2017,0,0.0,0.0,0.0,510840050260001il,51084il,51084005il,il
2376,400,91.0,2.5,0.0,19.3,3.2,2021,0,0.3636,0.2727,0.5455,510840080260001il,51084il,51084008il,il
2377,420,91.7,2.1,2.1,12.6,3.6,2019,0,0.0,0.0,0.0,510840080260001il,51084il,51084008il,il
2378,420,91.2,0.0,2.9,11.0,0.5,2018,0,0.0,0.0,0.0,510840080260001il,51084il,51084008il,il
2379,423,93.4,1.4,2.1,13.7,0.0,2017,0,0.0,0.0,0.0,510840080260001il,51084il,51084008il,il
2380,387,92.0,0.0,2.6,26.1,2.2,2021,0,0.2727,0.2727,0.4091,510840100260001il,51084il,51084010il,il
2381,414,95.2,0.5,1.0,32.1,3.1,2019,0,0.0,0.0,0.0,510840100260001il,51084il,51084010il,il
2382,393,96.4,0.0,0.0,30.0,1.3,2018,0,0.0,0.0,0.0,510840100260001il,51084il,51084010il,il
2383,389,95.4,1.0,1.3,30.8,0.8,2017,0,0.0,0.0,0.0,510840100260001il,51084il,51084010il,il
2384,230,94.8,0.0,0.0,18.7,6.1,2021,0,0.0909,0.3636,0.5,510840110260001il,51084il,51084011il,il
2385,255,94.9,1.6,0.0,30.2,3.7,2019,0,0.0,0.0,0.0,510840110260001il,51084il,51084011il,il
2386,273,96.3,0.0,0.0,24.9,1.6,2018,0,0.0,0.0,0.0,510840110260001il,51084il,51084011il,il
2387,283,98.2,0.4,0.0,26.9,1.1,2017,0,0.0,0.0,0.0,510840110260001il,51084il,51084011il,il
2388,398,88.7,3.8,2.8,44.5,4.3,2021,0,0.8182,0.0909,0.5909,510840140260001il,51084il,51084014il,il
2389,403,91.6,2.5,1.2,48.1,4.8,2019,0,0.0,0.0,0.0,510840140260001il,51084il,51084014il,il
2390,407,93.1,2.7,0.0,43.0,2.0,2018,0,0.0,0.0,0.0,510840140260001il,51084il,51084014il,il
2391,420,94.8,1.0,0.2,45.7,1.2,2017,0,0.0,0.0,0.0,510840140260001il,51084il,51084014il,il
2392,469,94.0,0.0,0.0,12.2,0.7,2021,0,0.8182,0.0909,0.5909,510840150260001il,51084il,51084015il,il
2393,447,94.2,1.6,0.9,11.2,0.2,2019,0,0.0,0.0,0.0,510840150260001il,51084il,51084015il,il
2394,467,94.2,0.0,0.0,8.8,0.0,2018,0,0.0,0.0,0.0,510840150260001il,51084il,51084015il,il
2395,467,95.7,1.3,0.6,7.3,0.0,2017,0,0.0,0.0,0.0,510840150260001il,51084il,51084015il,il
2396,262,92.4,0.0,0.0,24.8,3.3,2021,0,0.3,0.0,0.15,510840160260001il,51084il,51084016il,il
2397,273,93.8,0.4,0.7,27.5,2.1,2019,0,0.0,0.0,0.0,510840160260001il,51084il,51084016il,il
2398,249,94.0,0.0,0.0,26.9,0.8,2018,0,0.0,0.0,0.0,510840160260001il,51084il,51084016il,il
2399,260,93.8,1.2,0.8,32.7,0.8,2017,0,0.0,0.0,0.0,510840160260001il,51084il,51084016il,il
2400,1084,46.2,38.7,2.4,68.2,8.5,2021,0,0.4545,0.4545,0.6818,510841860250001il,51084il,51084186il,il
2401,1132,48.6,38.4,2.4,63.4,11.7,2019,0,0.0,0.0,0.0,510841860250001il,51084il,51084186il,il
2402,1199,48.3,39.1,2.3,76.3,1.4,2018,0,0.0,0.0,0.0,510841860250001il,51084il,51084186il,il
2403,1254,47.9,39.6,2.2,70.7,0.6,2017,0,0.0,0.0,0.0,510841860250001il,51084il,51084186il,il
2404,1488,52.3,28.7,4.5,32.9,4.5,2021,0,0.4545,0.4545,0.6818,510841860250002il,51084il,51084186il,il
2405,1477,53.2,28.0,4.3,31.7,4.4,2019,0,0.0,0.0,0.0,510841860250002il,51084il,51084186il,il
2406,1415,55.0,26.5,4.8,39.4,1.1,2018,0,0.0,0.0,0.0,510841860250002il,51084il,51084186il,il
2407,1506,54.2,28.6,4.2,37.5,1.7,2017,0,0.0,0.0,0.0,510841860250002il,51084il,51084186il,il
2408,1232,34.7,50.3,2.8,60.2,10.3,2021,0,0.4545,0.4545,0.6818,510841860250003il,51084il,51084186il,il
2409,1229,36.9,51.1,2.8,56.4,6.0,2019,0,0.0,0.0,0.0,510841860250003il,51084il,51084186il,il
2410,1233,39.7,50.0,2.9,68.3,3.6,2018,0,0.0,0.0,0.0,510841860250003il,51084il,51084186il,il
2411,1206,39.3,48.8,2.8,63.6,3.2,2017,0,0.0,0.0,0.0,510841860250003il,51084il,51084186il,il
2412,228,26.3,55.3,0.0,86.8,5.0,2021,0,0.4545,0.4545,0.6818,510841860252045il,51084il,51084186il,il
2413,237,32.1,51.9,4.2,82.3,4.0,2019,0,0.0,0.0,0.0,510841860252045il,51084il,51084186il,il
2414,243,35.4,52.7,0.0,88.5,0.0,2018,0,0.0,0.0,0.0,510841860252045il,51084il,51084186il,il
2415,244,38.9,49.2,2.0,88.9,0.0,2017,0,0.0,0.0,0.0,510841860252045il,51084il,51084186il,il
2416,295,94.6,0.0,0.0,42.0,2.8,2021,0,0.2727,0.0,0.2273,530601260260001il,53060il,53060126il,il
2417,266,96.6,0.0,0.0,38.0,5.4,2019,0,0.0,0.0,0.0,530601260260001il,53060il,53060126il,il
2418,276,97.8,0.0,0.0,43.1,1.8,2018,0,0.0,0.0,0.0,530601260260001il,53060il,53060126il,il
2419,298,98.7,0.7,0.0,48.3,2.3,2017,0,0.0,0.0,0.0,530601260260001il,53060il,53060126il,il
2420,188,93.1,0.0,0.0,44.7,5.4,2021,0,0.3636,0.1818,0.4545,530601890260001il,53060il,53060189il,il
2421,179,92.7,0.0,2.2,49.2,6.2,2019,0,0.0,0.0,0.0,530601890260001il,53060il,53060189il,il
2422,193,94.8,0.0,0.0,45.6,2.1,2018,0,0.0,0.0,0.0,530601890260001il,53060il,53060189il,il
2423,220,94.5,0.0,0.5,51.4,5.5,2017,0,0.0,0.0,0.0,530601890260001il,53060il,53060189il,il
2424,285,95.8,0.0,0.0,46.3,6.1,2021,0,0.1818,0.0,0.1818,530601910260001il,53060il,53060191il,il
2425,319,95.9,1.6,1.6,48.3,5.1,2019,0,0.0,0.0,0.0,530601910260001il,53060il,53060191il,il
2426,291,96.2,0.0,0.0,49.8,2.7,2018,0,0.0,0.0,0.0,530601910260001il,53060il,53060191il,il
2427,295,96.3,1.0,0.7,42.7,1.4,2017,0,0.0,0.0,0.0,530601910260001il,53060il,53060191il,il
2428,1827,90.2,0.0,3.4,48.1,2.6,2021,0,0.9091,0.0,0.5455,530903030160002il,53090il,53090303il,il
2429,1821,91.1,0.7,3.0,44.9,5.0,2019,0,0.0,0.0,0.0,530903030160002il,53090il,53090303il,il
2430,1824,91.3,0.7,2.9,42.4,2.0,2018,0,0.0,0.0,0.0,530903030160002il,53090il,53090303il,il
2431,1926,91.9,1.0,2.2,44.7,2.6,2017,0,0.0,0.0,0.0,530903030160002il,53090il,53090303il,il
2432,1395,87.8,1.7,3.8,22.1,1.9,2021,0,0.4545,0.0,0.3182,530903080160001il,53090il,53090308il,il
2433,1366,90.4,0.6,3.5,21.5,2.8,2019,0,0.0,0.0,0.0,530903080160001il,53090il,53090308il,il
2434,1340,91.9,1.3,2.7,21.5,0.4,2018,0,0.0,0.0,0.0,530903080160001il,53090il,53090308il,il
2435,1318,92.9,1.3,2.6,21.4,0.5,2017,0,0.0,0.0,0.0,530903080160001il,53090il,53090308il,il
2436,995,84.2,2.3,5.8,52.8,3.3,2021,0,0.3636,0.1818,0.4545,530903090160001il,53090il,53090309il,il
2437,974,85.0,2.6,6.0,49.1,3.7,2019,0,0.0,0.0,0.0,530903090160001il,53090il,53090309il,il
2438,983,85.4,1.9,5.2,51.0,1.1,2018,0,0.0,0.0,0.0,530903090160001il,53090il,53090309il,il
2439,1018,87.0,2.5,4.3,49.9,0.5,2017,0,0.0,0.0,0.0,530903090160001il,53090il,53090309il,il
2440,310,95.5,0.0,0.0,20.6,1.3,2021,0,0.1818,0.0,0.1818,530907010260001il,53090il,53090701il,il
2441,341,95.6,0.6,2.1,22.0,2.0,2019,0,0.0,0.0,0.0,530907010260001il,53090il,53090701il,il
2442,345,94.5,0.0,0.0,18.3,0.6,2018,0,0.0,0.0,0.0,530907010260001il,53090il,53090701il,il
2443,330,95.5,0.3,2.7,23.6,0.9,2017,0,0.0,0.0,0.0,530907010260001il,53090il,53090701il,il
2444,330,90.9,0.0,3.6,14.5,1.5,2021,0,0.2727,0.0,0.2273,530907020260001il,53090il,53090702il,il
2445,336,91.7,1.5,3.9,13.1,2.0,2019,0,0.0,0.0,0.0,530907020260001il,53090il,53090702il,il
2446,313,91.4,0.0,3.8,11.5,1.9,2018,0,0.0,0.0,0.0,530907020260001il,53090il,53090702il,il
2447,299,93.3,0.0,3.0,10.7,0.3,2017,0,0.0,0.0,0.0,530907020260001il,53090il,53090702il,il
2448,132,93.2,0.0,0.0,25.0,5.8,2021,0,0.0,0.0,0.0909,530907030260001il,53090il,53090703il,il
2449,141,93.6,2.1,3.5,26.2,5.8,2019,0,0.0,0.0,0.0,530907030260001il,53090il,53090703il,il
2450,137,93.4,0.0,0.0,30.7,1.5,2018,0,0.0,0.0,0.0,530907030260001il,53090il,53090703il,il
2451,137,94.9,2.9,2.2,27.0,1.5,2017,0,0.0,0.0,0.0,530907030260001il,53090il,53090703il,il
2452,1009,90.7,1.7,3.6,17.4,0.9,2021,0,0.0,0.0,0.0909,530907090260006il,53090il,53090709il,il
2453,959,90.4,1.8,3.3,14.3,1.6,2019,0,0.0,0.0,0.0,530907090260006il,53090il,53090709il,il
2454,923,90.8,2.0,3.0,13.8,0.9,2018,0,0.0,0.0,0.0,530907090260006il,53090il,53090709il,il
2455,931,92.3,1.9,1.7,13.4,0.9,2017,0,0.0,0.0,0.0,530907090260006il,53090il,53090709il,il
2456,308,84.1,0.0,9.1,42.9,3.2,2021,0,0.3636,0.0,0.2727,531020060260001il,53102il,53102006il,il
2457,326,85.3,0.6,5.2,37.4,3.7,2019,0,0.0,0.0,0.0,531020060260001il,53102il,53102006il,il
2458,338,87.6,0.0,4.4,38.2,3.6,2018,0,0.0,0.0,0.0,531020060260001il,53102il,53102006il,il
2459,337,87.5,0.3,4.2,39.2,2.1,2017,0,0.0,0.0,0.0,531020060260001il,53102il,53102006il,il
2460,359,89.1,0.0,6.1,35.4,1.6,2021,0,0.0909,0.0,0.1364,531020110260001il,53102il,53102011il,il
