,year,schoolcode,dropout,districtcode,countycode,lowincome,white,black,hispanic,state,totalenrolled,schoolmode,virtualper,schoolmode,hybridper,charter
4527,2018,480503040001nyc,1.0,480503nyc,480nyc,20,77,3,17,nyc,556,0.0,0.0,0.0,0.0,0
4528,2019,480503040001nyc,0.0,480503nyc,480nyc,22,75,3,18,nyc,590,0.0,0.0,0.0,0.0,0
4529,2021,480503040001nyc,0.0,480503nyc,480nyc,24,68,3,25,nyc,543,0.2,0.04,0.2,0.32,0
4531,2017,480601060003nyc,2.0,480601nyc,480nyc,27,67,3,26,nyc,1051,0.0,0.0,0.0,0.0,0
4532,2018,480601060003nyc,6.0,480601nyc,480nyc,29,63,3,29,nyc,1063,0.0,0.0,0.0,0.0,0
4533,2019,480601060003nyc,5.0,480601nyc,480nyc,32,61,2,31,nyc,1021,0.0,0.0,0.0,0.0,0
4534,2021,480601060003nyc,5.0,480601nyc,480nyc,38,54,3,36,nyc,983,0.22,0.0,0.22,0.44,0
4536,2017,490101040006nyc,2.0,490101nyc,490nyc,54,97,0,1,nyc,239,0.0,0.0,0.0,0.0,0
4537,2018,490101040006nyc,15.0,490101nyc,490nyc,54,98,0,1,nyc,245,0.0,0.0,0.0,0.0,0
4538,2019,490101040006nyc,11.0,490101nyc,490nyc,51,98,0,1,nyc,230,0.0,0.0,0.0,0.0,0
4539,2021,490101040006nyc,9.0,490101nyc,490nyc,48,95,0,2,nyc,218,0.46,0.0,0.46,0.92,0
4541,2017,490202040002nyc,4.0,490202nyc,490nyc,23,93,2,2,nyc,401,0.0,0.0,0.0,0.0,0
4542,2018,490202040002nyc,7.0,490202nyc,490nyc,28,92,2,3,nyc,415,0.0,0.0,0.0,0.0,0
4543,2019,490202040002nyc,4.0,490202nyc,490nyc,31,91,2,3,nyc,396,0.0,0.0,0.0,0.0,0
4544,2021,490202040002nyc,4.0,490202nyc,490nyc,32,89,2,5,nyc,374,0.46,0.0,0.46,0.92,0
4546,2017,490301060007nyc,1.0,490301nyc,490nyc,21,83,2,5,nyc,1269,0.0,0.0,0.0,0.0,0
4547,2018,490301060007nyc,3.0,490301nyc,490nyc,22,82,3,6,nyc,1289,0.0,0.0,0.0,0.0,0
4548,2019,490301060007nyc,1.0,490301nyc,490nyc,24,83,3,5,nyc,1303,0.0,0.0,0.0,0.0,0
4549,2021,490301060007nyc,1.0,490301nyc,490nyc,24,80,4,6,nyc,1297,0.46,0.0,0.46,0.92,0
4551,2017,490501060003nyc,6.0,490501nyc,490nyc,45,93,1,2,nyc,359,0.0,0.0,0.0,0.0,0
4552,2018,490501060003nyc,4.0,490501nyc,490nyc,46,93,0,2,nyc,354,0.0,0.0,0.0,0.0,0
4553,2019,490501060003nyc,4.0,490501nyc,490nyc,50,93,1,2,nyc,342,0.0,0.0,0.0,0.0,0
4554,2021,490501060003nyc,8.0,490501nyc,490nyc,49,93,0,2,nyc,309,0.46,0.0,0.46,0.92,0
4556,2017,490601060003nyc,6.0,490601nyc,490nyc,60,61,22,11,nyc,705,0.0,0.0,0.0,0.0,0
4557,2018,490601060003nyc,11.0,490601nyc,490nyc,62,58,22,13,nyc,694,0.0,0.0,0.0,0.0,0
4558,2019,490601060003nyc,9.0,490601nyc,490nyc,65,56,21,16,nyc,670,0.0,0.0,0.0,0.0,0
4559,2021,490601060003nyc,10.0,490601nyc,490nyc,64,57,20,14,nyc,631,0.58,0.28,0.58,0.6,0
4561,2017,491200010007nyc,11.0,491200nyc,491nyc,74,60,13,7,nyc,273,0.0,0.0,0.0,0.0,0
4562,2018,491200010007nyc,4.0,491200nyc,491nyc,75,59,13,9,nyc,273,0.0,0.0,0.0,0.0,0
4563,2019,491200010007nyc,6.0,491200nyc,491nyc,56,60,14,8,nyc,275,0.0,0.0,0.0,0.0,0
4564,2021,491200010007nyc,9.0,491200nyc,491nyc,69,57,13,10,nyc,301,0.44,0.0,0.44,0.88,0
4566,2017,491302060002nyc,10.0,491302nyc,491nyc,20,95,1,2,nyc,937,0.0,0.0,0.0,0.0,0
4567,2018,491302060002nyc,4.0,491302nyc,491nyc,22,94,1,2,nyc,911,0.0,0.0,0.0,0.0,0
4568,2019,491302060002nyc,3.0,491302nyc,491nyc,20,94,1,2,nyc,863,0.0,0.0,0.0,0.0,0
4569,2021,491302060002nyc,2.0,491302nyc,491nyc,21,91,1,4,nyc,861,0.48,0.12,0.48,0.72,0
4571,2017,491401040002nyc,4.0,491401nyc,491nyc,36,97,0,1,nyc,322,0.0,0.0,0.0,0.0,0
4572,2018,491401040002nyc,5.0,491401nyc,491nyc,34,97,0,1,nyc,313,0.0,0.0,0.0,0.0,0
4573,2019,491401040002nyc,1.0,491401nyc,491nyc,34,96,0,1,nyc,284,0.0,0.0,0.0,0.0,0
4574,2021,491401040002nyc,2.0,491401nyc,491nyc,36,96,0,0,nyc,282,0.5,0.0,0.5,1.0,0
4576,2017,491501040002nyc,0.0,491501nyc,491nyc,22,92,1,4,nyc,277,0.0,0.0,0.0,0.0,0
4577,2018,491501040002nyc,2.0,491501nyc,491nyc,22,91,2,4,nyc,267,0.0,0.0,0.0,0.0,0
4578,2019,491501040002nyc,0.0,491501nyc,491nyc,23,91,1,4,nyc,275,0.0,0.0,0.0,0.0,0
4579,2021,491501040002nyc,2.0,491501nyc,491nyc,22,91,1,4,nyc,265,0.46,0.0,0.46,0.92,0
4581,2017,491700010019nyc,5.0,491700nyc,491nyc,68,47,33,14,nyc,1267,0.0,0.0,0.0,0.0,0
4582,2018,491700010019nyc,8.0,491700nyc,491nyc,68,46,34,13,nyc,1260,0.0,0.0,0.0,0.0,0
4583,2019,491700010019nyc,7.0,491700nyc,491nyc,72,46,33,14,nyc,1235,0.0,0.0,0.0,0.0,0
4584,2021,491700010019nyc,8.0,491700nyc,491nyc,61,46,29,16,nyc,1103,0.46,0.0,0.46,0.92,0
4586,2017,500101060011nyc,1.0,500101nyc,500nyc,16,67,3,14,nyc,1337,0.0,0.0,0.0,0.0,0
4587,2018,500101060011nyc,2.0,500101nyc,500nyc,18,65,4,16,nyc,1329,0.0,0.0,0.0,0.0,0
4588,2019,500101060011nyc,2.0,500101nyc,500nyc,19,64,3,17,nyc,1285,0.0,0.0,0.0,0.0,0
4589,2021,500101060011nyc,1.0,500101nyc,500nyc,19,59,4,21,nyc,1213,0.5,0.08,0.5,0.84,0
4591,2017,500101060019nyc,1.0,500101nyc,500nyc,12,68,4,13,nyc,1386,0.0,0.0,0.0,0.0,0
4592,2018,500101060019nyc,1.0,500101nyc,500nyc,12,68,4,13,nyc,1345,0.0,0.0,0.0,0.0,0
4593,2019,500101060019nyc,0.0,500101nyc,500nyc,13,64,5,15,nyc,1347,0.0,0.0,0.0,0.0,0
4594,2021,500101060019nyc,0.0,500101nyc,500nyc,17,58,5,18,nyc,1307,0.5,0.08,0.5,0.84,0
4596,2017,500101060020nyc,27.0,500101nyc,500nyc,48,67,9,20,nyc,42,0.0,0.0,0.0,0.0,0
4597,2018,500101060020nyc,18.0,500101nyc,500nyc,38,67,8,21,nyc,35,0.0,0.0,0.0,0.0,0
4598,2019,500101060020nyc,0.0,500101nyc,500nyc,36,70,7,20,nyc,41,0.0,0.0,0.0,0.0,0
4599,2021,500101060020nyc,20.0,500101nyc,500nyc,33,58,7,28,nyc,42,0.18,0.16,0.18,0.04,0
4601,2017,500108030004nyc,2.0,500108nyc,500nyc,19,62,6,15,nyc,707,0.0,0.0,0.0,0.0,0
4602,2018,500108030004nyc,1.0,500108nyc,500nyc,20,61,6,16,nyc,720,0.0,0.0,0.0,0.0,0
4603,2019,500108030004nyc,0.0,500108nyc,500nyc,20,59,6,19,nyc,730,0.0,0.0,0.0,0.0,0
4604,2021,500108030004nyc,1.0,500108nyc,500nyc,26,51,8,26,nyc,743,0.26,0.04,0.26,0.44,0
4606,2017,500201060009nyc,7.0,500201nyc,500nyc,52,31,14,51,nyc,2519,0.0,0.0,0.0,0.0,0
4607,2018,500201060009nyc,7.0,500201nyc,500nyc,56,28,14,53,nyc,2583,0.0,0.0,0.0,0.0,0
4608,2019,500201060009nyc,5.0,500201nyc,500nyc,57,26,15,54,nyc,2559,0.0,0.0,0.0,0.0,0
4609,2021,500201060009nyc,3.0,500201nyc,500nyc,56,23,15,57,nyc,2597,0.3,0.08,0.3,0.44,0
4611,2017,500301060007nyc,2.0,500301nyc,500nyc,15,75,2,13,nyc,1061,0.0,0.0,0.0,0.0,0
4612,2018,500301060007nyc,1.0,500301nyc,500nyc,17,73,2,15,nyc,1066,0.0,0.0,0.0,0.0,0
4613,2019,500301060007nyc,1.0,500301nyc,500nyc,17,71,2,17,nyc,1046,0.0,0.0,0.0,0.0,0
4614,2021,500301060007nyc,1.0,500301nyc,500nyc,16,72,2,16,nyc,948,0.3,0.04,0.3,0.52,0
4616,2017,500304030006nyc,2.0,500304nyc,500nyc,34,47,20,23,nyc,993,0.0,0.0,0.0,0.0,0
4617,2018,500304030006nyc,6.0,500304nyc,500nyc,36,45,21,23,nyc,1002,0.0,0.0,0.0,0.0,0
4618,2019,500304030006nyc,5.0,500304nyc,500nyc,32,45,21,24,nyc,981,0.0,0.0,0.0,0.0,0
4619,2021,500304030006nyc,3.0,500304nyc,500nyc,29,45,19,24,nyc,862,0.48,0.04,0.48,0.88,0
4621,2017,500308030008nyc,0.0,500308nyc,500nyc,11,85,2,8,nyc,760,0.0,0.0,0.0,0.0,0
4622,2018,500308030008nyc,1.0,500308nyc,500nyc,13,83,2,9,nyc,784,0.0,0.0,0.0,0.0,0
4623,2019,500308030008nyc,0.0,500308nyc,500nyc,13,82,2,10,nyc,802,0.0,0.0,0.0,0.0,0
4624,2021,500308030008nyc,0.0,500308nyc,500nyc,14,77,2,15,nyc,788,0.3,0.04,0.3,0.52,0
4626,2017,500401060009nyc,2.0,500401nyc,500nyc,23,66,7,18,nyc,1433,0.0,0.0,0.0,0.0,0
4627,2018,500401060009nyc,2.0,500401nyc,500nyc,25,63,8,19,nyc,1450,0.0,0.0,0.0,0.0,0
4628,2019,500401060009nyc,2.0,500401nyc,500nyc,27,62,7,21,nyc,1456,0.0,0.0,0.0,0.0,0
4629,2021,500401060009nyc,3.0,500401nyc,500nyc,30,57,8,25,nyc,1493,0.52,0.08,0.52,0.88,0
4631,2017,500402060014nyc,22.0,500402nyc,500nyc,85,3,41,52,nyc,1230,0.0,0.0,0.0,0.0,0
4632,2018,500402060014nyc,21.0,500402nyc,500nyc,89,3,40,53,nyc,1239,0.0,0.0,0.0,0.0,0
4633,2019,500402060014nyc,17.0,500402nyc,500nyc,87,3,38,55,nyc,1203,0.0,0.0,0.0,0.0,0
4634,2021,500402060014nyc,14.0,500402nyc,500nyc,87,2,29,66,nyc,1245,0.48,0.0,0.48,0.96,0
4636,2017,500402060018nyc,20.0,500402nyc,500nyc,80,3,45,45,nyc,1326,0.0,0.0,0.0,0.0,0
4637,2018,500402060018nyc,18.0,500402nyc,500nyc,81,3,41,50,nyc,1402,0.0,0.0,0.0,0.0,0
4638,2019,500402060018nyc,14.0,500402nyc,500nyc,81,3,37,53,nyc,1399,0.0,0.0,0.0,0.0,0
4639,2021,500402060018nyc,6.0,500402nyc,500nyc,82,2,28,65,nyc,1468,0.46,0.0,0.46,0.92,0
4641,2017,510101040003nyc,3.0,510101nyc,510nyc,54,90,1,2,nyc,339,0.0,0.0,0.0,0.0,0
4642,2018,510101040003nyc,6.0,510101nyc,510nyc,56,89,1,2,nyc,347,0.0,0.0,0.0,0.0,0
4643,2019,510101040003nyc,4.0,510101nyc,510nyc,55,91,2,2,nyc,302,0.0,0.0,0.0,0.0,0
4644,2021,510101040003nyc,8.0,510101nyc,510nyc,54,93,1,3,nyc,284,0.46,0.0,0.46,0.92,0
4646,2017,510201060003nyc,3.0,510201nyc,510nyc,33,95,1,1,nyc,389,0.0,0.0,0.0,0.0,0
4647,2018,510201060003nyc,1.0,510201nyc,510nyc,39,96,1,1,nyc,388,0.0,0.0,0.0,0.0,0
4648,2019,510201060003nyc,0.0,510201nyc,510nyc,38,93,1,2,nyc,396,0.0,0.0,0.0,0.0,0
4649,2021,510201060003nyc,2.0,510201nyc,510nyc,35,94,1,1,nyc,351,0.54,0.16,0.54,0.76,0
4651,2017,510401040001nyc,0.0,510401nyc,510nyc,66,93,2,1,nyc,83,0.0,0.0,0.0,0.0,0
4652,2018,510401040001nyc,4.0,510401nyc,510nyc,67,91,0,1,nyc,96,0.0,0.0,0.0,0.0,0
4653,2019,510401040001nyc,9.0,510401nyc,510nyc,73,92,1,1,nyc,96,0.0,0.0,0.0,0.0,0
4654,2021,510401040001nyc,4.0,510401nyc,510nyc,71,96,0,2,nyc,84,0.18,0.04,0.18,0.28,0
4656,2017,510501040001nyc,0.0,510501nyc,510nyc,43,99,0,0,nyc,89,0.0,0.0,0.0,0.0,0
4657,2018,510501040001nyc,4.0,510501nyc,510nyc,41,99,0,0,nyc,99,0.0,0.0,0.0,0.0,0
4658,2019,510501040001nyc,3.0,510501nyc,510nyc,43,100,0,0,nyc,112,0.0,0.0,0.0,0.0,0
4659,2021,510501040001nyc,0.0,510501nyc,510nyc,43,100,0,0,nyc,116,0.0,0.0,0.0,0.0,0
4661,2017,511101060005nyc,8.0,511101nyc,511nyc,57,97,1,2,nyc,437,0.0,0.0,0.0,0.0,0
4662,2018,511101060005nyc,11.0,511101nyc,511nyc,62,96,1,2,nyc,424,0.0,0.0,0.0,0.0,0
4663,2019,511101060005nyc,11.0,511101nyc,511nyc,58,96,1,2,nyc,426,0.0,0.0,0.0,0.0,0
4664,2021,511101060005nyc,6.0,511101nyc,511nyc,58,98,0,1,nyc,420,0.5,0.08,0.5,0.84,0
4666,2017,511201040001nyc,5.0,511201nyc,511nyc,58,100,0,0,nyc,82,0.0,0.0,0.0,0.0,0
4667,2018,511201040001nyc,0.0,511201nyc,511nyc,56,99,1,0,nyc,88,0.0,0.0,0.0,0.0,0
4668,2019,511201040001nyc,4.0,511201nyc,511nyc,55,98,0,0,nyc,89,0.0,0.0,0.0,0.0,0
4669,2021,511201040001nyc,4.0,511201nyc,511nyc,55,98,0,0,nyc,75,0.46,0.0,0.46,0.92,0
4671,2017,511301040002nyc,13.0,511301nyc,511nyc,67,96,3,2,nyc,91,0.0,0.0,0.0,0.0,0
4672,2018,511301040002nyc,7.0,511301nyc,511nyc,63,96,2,2,nyc,105,0.0,0.0,0.0,0.0,0
4673,2019,511301040002nyc,11.0,511301nyc,511nyc,64,96,2,2,nyc,116,0.0,0.0,0.0,0.0,0
4674,2021,511301040002nyc,0.0,511301nyc,511nyc,66,95,3,2,nyc,126,0.04,0.04,0.04,0.0,0
4676,2017,511602040002nyc,0.0,511602nyc,511nyc,47,98,0,1,nyc,139,0.0,0.0,0.0,0.0,0
4677,2018,511602040002nyc,0.0,511602nyc,511nyc,47,98,0,1,nyc,162,0.0,0.0,0.0,0.0,0
4678,2019,511602040002nyc,0.0,511602nyc,511nyc,52,98,0,1,nyc,175,0.0,0.0,0.0,0.0,0
4679,2021,511602040002nyc,0.0,511602nyc,511nyc,42,97,0,1,nyc,180,0.44,0.16,0.44,0.56,0
4681,2017,511901040001nyc,10.0,511901nyc,511nyc,39,98,0,1,nyc,208,0.0,0.0,0.0,0.0,0
4682,2018,511901040001nyc,0.0,511901nyc,511nyc,39,98,0,1,nyc,213,0.0,0.0,0.0,0.0,0
4683,2019,511901040001nyc,4.0,511901nyc,511nyc,42,97,0,2,nyc,218,0.0,0.0,0.0,0.0,0
4684,2021,511901040001nyc,0.0,511901nyc,511nyc,38,97,0,2,nyc,199,0.0,0.0,0.0,0.0,0
4686,2017,512001060008nyc,10.0,512001nyc,512nyc,55,82,2,1,nyc,844,0.0,0.0,0.0,0.0,0
4687,2018,512001060008nyc,7.0,512001nyc,512nyc,56,85,1,2,nyc,831,0.0,0.0,0.0,0.0,0
4688,2019,512001060008nyc,10.0,512001nyc,512nyc,58,85,2,1,nyc,810,0.0,0.0,0.0,0.0,0
4689,2021,512001060008nyc,7.0,512001nyc,512nyc,55,82,1,2,nyc,800,0.5,0.08,0.5,0.84,0
4691,2017,512101040001nyc,5.0,512101nyc,512nyc,65,98,0,0,nyc,83,0.0,0.0,0.0,0.0,0
4692,2018,512101040001nyc,10.0,512101nyc,512nyc,65,98,0,0,nyc,85,0.0,0.0,0.0,0.0,0
4693,2019,512101040001nyc,18.0,512101nyc,512nyc,65,98,0,0,nyc,86,0.0,0.0,0.0,0.0,0
4694,2021,512101040001nyc,4.0,512101nyc,512nyc,58,95,0,3,nyc,100,0.48,0.0,0.48,0.96,0
4696,2017,512201040001nyc,7.0,512201nyc,512nyc,49,94,0,1,nyc,278,0.0,0.0,0.0,0.0,0
4697,2018,512201040001nyc,10.0,512201nyc,512nyc,48,92,0,2,nyc,265,0.0,0.0,0.0,0.0,0
4698,2019,512201040001nyc,8.0,512201nyc,512nyc,52,94,0,1,nyc,274,0.0,0.0,0.0,0.0,0
4699,2021,512201040001nyc,10.0,512201nyc,512nyc,50,95,1,1,nyc,299,0.5,0.08,0.5,0.84,0
4701,2017,512300010009nyc,10.0,512300nyc,512nyc,57,97,1,1,nyc,417,0.0,0.0,0.0,0.0,0
4702,2018,512300010009nyc,3.0,512300nyc,512nyc,55,98,1,1,nyc,440,0.0,0.0,0.0,0.0,0
4703,2019,512300010009nyc,11.0,512300nyc,512nyc,55,97,1,1,nyc,454,0.0,0.0,0.0,0.0,0
4704,2021,512300010009nyc,8.0,512300nyc,512nyc,56,98,1,0,nyc,465,0.32,0.04,0.32,0.56,0
4706,2017,512404040001nyc,9.0,512404nyc,512nyc,52,96,1,1,nyc,150,0.0,0.0,0.0,0.0,0
4707,2018,512404040001nyc,0.0,512404nyc,512nyc,52,96,1,1,nyc,158,0.0,0.0,0.0,0.0,0
4708,2019,512404040001nyc,2.0,512404nyc,512nyc,53,97,1,1,nyc,154,0.0,0.0,0.0,0.0,0
4709,2021,512404040001nyc,3.0,512404nyc,512nyc,44,97,1,1,nyc,159,0.46,0.0,0.46,0.92,0
4711,2017,512501040004nyc,0.0,512501nyc,512nyc,40,99,0,0,nyc,160,0.0,0.0,0.0,0.0,0
4712,2018,512501040004nyc,0.0,512501nyc,512nyc,41,100,0,0,nyc,150,0.0,0.0,0.0,0.0,0
4713,2019,512501040004nyc,0.0,512501nyc,512nyc,38,99,0,0,nyc,141,0.0,0.0,0.0,0.0,0
4714,2021,512501040004nyc,6.0,512501nyc,512nyc,39,99,0,0,nyc,127,0.46,0.0,0.46,0.92,0
4716,2017,512902060003nyc,2.0,512902nyc,512nyc,29,91,2,1,nyc,360,0.0,0.0,0.0,0.0,0
4717,2018,512902060003nyc,1.0,512902nyc,512nyc,29,90,3,1,nyc,388,0.0,0.0,0.0,0.0,0
4718,2019,512902060003nyc,5.0,512902nyc,512nyc,31,90,2,2,nyc,399,0.0,0.0,0.0,0.0,0
4719,2021,512902060003nyc,3.0,512902nyc,512nyc,35,92,2,2,nyc,379,0.46,0.0,0.46,0.92,0
4721,2017,513102040002nyc,9.0,513102nyc,513nyc,66,92,0,2,nyc,169,0.0,0.0,0.0,0.0,0
4722,2018,513102040002nyc,4.0,513102nyc,513nyc,59,92,0,2,nyc,163,0.0,0.0,0.0,0.0,0
4723,2019,513102040002nyc,11.0,513102nyc,513nyc,56,94,0,2,nyc,143,0.0,0.0,0.0,0.0,0
4724,2021,513102040002nyc,4.0,513102nyc,513nyc,54,97,0,1,nyc,138,0.22,0.16,0.22,0.12,0
4726,2017,520101060006nyc,0.0,520101nyc,520nyc,10,94,1,2,nyc,1028,0.0,0.0,0.0,0.0,0
4727,2018,520101060006nyc,2.0,520101nyc,520nyc,16,94,1,1,nyc,1025,0.0,0.0,0.0,0.0,0
4728,2019,520101060006nyc,2.0,520101nyc,520nyc,18,94,1,1,nyc,1035,0.0,0.0,0.0,0.0,0
4729,2021,520101060006nyc,3.0,520101nyc,520nyc,20,93,2,2,nyc,977,0.34,0.0,0.34,0.68,0
4731,2017,520302060001nyc,2.0,520302nyc,520nyc,14,83,3,5,nyc,3154,0.0,0.0,0.0,0.0,0
4732,2018,520302060001nyc,3.0,520302nyc,520nyc,18,81,3,6,nyc,3205,0.0,0.0,0.0,0.0,0
4733,2019,520302060001nyc,1.0,520302nyc,520nyc,19,79,3,5,nyc,3180,0.0,0.0,0.0,0.0,0
4734,2021,520302060001nyc,2.0,520302nyc,520nyc,21,76,2,6,nyc,3087,0.46,0.0,0.46,0.92,0
4736,2017,520401040007nyc,2.0,520401nyc,520nyc,50,95,1,1,nyc,368,0.0,0.0,0.0,0.0,0
4737,2018,520401040007nyc,5.0,520401nyc,520nyc,52,95,1,1,nyc,354,0.0,0.0,0.0,0.0,0
4738,2019,520401040007nyc,9.0,520401nyc,520nyc,49,95,1,1,nyc,352,0.0,0.0,0.0,0.0,0
4739,2021,520401040007nyc,7.0,520401nyc,520nyc,43,97,0,1,nyc,330,0.46,0.08,0.46,0.76,0
4741,2017,520701040002nyc,3.0,520701nyc,520nyc,29,99,0,0,nyc,271,0.0,0.0,0.0,0.0,0
4742,2018,520701040002nyc,5.0,520701nyc,520nyc,29,98,1,0,nyc,259,0.0,0.0,0.0,0.0,0
4743,2019,520701040002nyc,5.0,520701nyc,520nyc,32,98,0,0,nyc,244,0.0,0.0,0.0,0.0,0
4744,2021,520701040002nyc,3.0,520701nyc,520nyc,30,98,1,0,nyc,238,0.46,0.0,0.46,0.92,0
4746,2017,521200050003nyc,2.0,521200nyc,521nyc,40,93,2,2,nyc,364,0.0,0.0,0.0,0.0,0
4747,2018,521200050003nyc,6.0,521200nyc,521nyc,40,93,2,2,nyc,404,0.0,0.0,0.0,0.0,0
4748,2019,521200050003nyc,16.0,521200nyc,521nyc,40,91,2,3,nyc,391,0.0,0.0,0.0,0.0,0
4749,2021,521200050003nyc,5.0,521200nyc,521nyc,40,90,2,3,nyc,407,0.46,0.0,0.46,0.92,0
4751,2017,521301060001nyc,6.0,521301nyc,521nyc,30,95,2,2,nyc,1252,0.0,0.0,0.0,0.0,0
4752,2018,521301060001nyc,5.0,521301nyc,521nyc,32,94,2,2,nyc,1250,0.0,0.0,0.0,0.0,0
4753,2019,521301060001nyc,7.0,521301nyc,521nyc,33,93,2,2,nyc,1248,0.0,0.0,0.0,0.0,0
4754,2021,521301060001nyc,9.0,521301nyc,521nyc,33,88,2,4,nyc,1257,0.46,0.0,0.46,0.92,0
4756,2017,521401040007nyc,5.0,521401nyc,521nyc,30,95,1,2,nyc,943,0.0,0.0,0.0,0.0,0
4757,2018,521401040007nyc,4.0,521401nyc,521nyc,33,93,1,3,nyc,932,0.0,0.0,0.0,0.0,0
4758,2019,521401040007nyc,6.0,521401nyc,521nyc,34,92,1,3,nyc,927,0.0,0.0,0.0,0.0,0
4759,2021,521401040007nyc,2.0,521401nyc,521nyc,32,92,1,3,nyc,887,0.38,0.0,0.38,0.76,0
4761,2017,521701040002nyc,4.0,521701nyc,521nyc,29,95,3,2,nyc,543,0.0,0.0,0.0,0.0,0
4762,2018,521701040002nyc,1.0,521701nyc,521nyc,27,94,2,2,nyc,527,0.0,0.0,0.0,0.0,0
4763,2019,521701040002nyc,5.0,521701nyc,521nyc,27,95,1,2,nyc,491,0.0,0.0,0.0,0.0,0
4764,2021,521701040002nyc,4.0,521701nyc,521nyc,29,95,1,3,nyc,466,0.48,0.04,0.48,0.88,0
4766,2017,521800010010nyc,4.0,521800nyc,521nyc,21,92,2,2,nyc,2108,0.0,0.0,0.0,0.0,0
4767,2018,521800010010nyc,5.0,521800nyc,521nyc,21,91,2,3,nyc,2098,0.0,0.0,0.0,0.0,0
4768,2019,521800010010nyc,3.0,521800nyc,521nyc,20,91,2,3,nyc,2056,0.0,0.0,0.0,0.0,0
4769,2021,521800010010nyc,3.0,521800nyc,521nyc,23,88,2,4,nyc,1962,0.44,0.0,0.44,0.88,0
4771,2017,522001040003nyc,3.0,522001nyc,522nyc,27,94,1,2,nyc,356,0.0,0.0,0.0,0.0,0
4772,2018,522001040003nyc,5.0,522001nyc,522nyc,29,94,1,2,nyc,352,0.0,0.0,0.0,0.0,0
4773,2019,522001040003nyc,6.0,522001nyc,522nyc,30,93,1,3,nyc,332,0.0,0.0,0.0,0.0,0
4774,2021,522001040003nyc,7.0,522001nyc,522nyc,31,94,1,3,nyc,341,0.46,0.0,0.46,0.92,0
4776,2017,522101030004nyc,7.0,522101nyc,522nyc,39,90,2,3,nyc,242,0.0,0.0,0.0,0.0,0
4777,2018,522101030004nyc,3.0,522101nyc,522nyc,39,91,2,2,nyc,236,0.0,0.0,0.0,0.0,0
4778,2019,522101030004nyc,8.0,522101nyc,522nyc,38,91,2,2,nyc,231,0.0,0.0,0.0,0.0,0
4779,2021,522101030004nyc,0.0,522101nyc,522nyc,38,90,2,3,nyc,231,0.48,0.04,0.48,0.88,0
4781,2017,530101040001nyc,1.0,530101nyc,530nyc,28,94,1,2,nyc,241,0.0,0.0,0.0,0.0,0
4782,2018,530101040001nyc,2.0,530101nyc,530nyc,28,92,2,3,nyc,218,0.0,0.0,0.0,0.0,0
4783,2019,530101040001nyc,2.0,530101nyc,530nyc,27,92,1,3,nyc,232,0.0,0.0,0.0,0.0,0
4784,2021,530101040001nyc,0.0,530101nyc,530nyc,24,93,1,4,nyc,235,0.46,0.0,0.46,0.92,0
4786,2017,530202060006nyc,6.0,530202nyc,530nyc,28,90,5,2,nyc,782,0.0,0.0,0.0,0.0,0
4787,2018,530202060006nyc,6.0,530202nyc,530nyc,30,91,5,2,nyc,781,0.0,0.0,0.0,0.0,0
4788,2019,530202060006nyc,2.0,530202nyc,530nyc,32,91,5,2,nyc,810,0.0,0.0,0.0,0.0,0
4789,2021,530202060006nyc,3.0,530202nyc,530nyc,33,91,4,4,nyc,791,0.46,0.0,0.46,0.92,0
4791,2017,530301060007nyc,1.0,530301nyc,530nyc,13,76,4,2,nyc,1374,0.0,0.0,0.0,0.0,0
4792,2018,530301060007nyc,2.0,530301nyc,530nyc,14,74,4,3,nyc,1397,0.0,0.0,0.0,0.0,0
4793,2019,530301060007nyc,2.0,530301nyc,530nyc,15,72,5,4,nyc,1385,0.0,0.0,0.0,0.0,0
4794,2021,530301060007nyc,1.0,530301nyc,530nyc,22,70,4,6,nyc,1327,0.48,0.04,0.48,0.88,0
4796,2017,530501060006nyc,7.0,530501nyc,530nyc,28,90,2,4,nyc,620,0.0,0.0,0.0,0.0,0
4797,2018,530501060006nyc,5.0,530501nyc,530nyc,26,91,2,3,nyc,628,0.0,0.0,0.0,0.0,0
4798,2019,530501060006nyc,5.0,530501nyc,530nyc,28,88,2,5,nyc,628,0.0,0.0,0.0,0.0,0
4799,2021,530501060006nyc,3.0,530501nyc,530nyc,32,85,2,6,nyc,592,0.46,0.0,0.46,0.92,0
4801,2017,530515060004nyc,3.0,530515nyc,530nyc,37,85,3,5,nyc,867,0.0,0.0,0.0,0.0,0
4802,2018,530515060004nyc,4.0,530515nyc,530nyc,38,81,5,6,nyc,882,0.0,0.0,0.0,0.0,0
4803,2019,530515060004nyc,7.0,530515nyc,530nyc,42,80,5,6,nyc,859,0.0,0.0,0.0,0.0,0
4804,2021,530515060004nyc,5.0,530515nyc,530nyc,42,77,5,8,nyc,834,0.44,0.0,0.44,0.88,0
4806,2017,530600010025nyc,16.0,530600nyc,530nyc,83,26,35,16,nyc,2582,0.0,0.0,0.0,0.0,0
4807,2018,530600010025nyc,19.0,530600nyc,530nyc,83,26,34,17,nyc,2594,0.0,0.0,0.0,0.0,0
4808,2019,530600010025nyc,15.0,530600nyc,530nyc,74,24,35,17,nyc,2651,0.0,0.0,0.0,0.0,0
4809,2021,530600010025nyc,8.0,530600nyc,530nyc,71,22,33,20,nyc,2701,0.48,0.04,0.48,0.88,0
