,schoolcode,hybridper,virtualper,year,totaltested,mathpass,schoolmode,black,hispanic,white,lowincome,charter,districtcode,countycode,state
4723,44698074436754ca,0.0,0.0,2016,148,49.0,0.0,0.0,13.04,78.26,13.86,0,4469807ca,44ca,ca
4724,44698074436754ca,0.0,0.0,2017,172,52.33,0.0,0.0,14.19,74.32,14.15,0,4469807ca,44ca,ca
4725,44698074436754ca,0.0,0.0,2018,138,40.58,0.0,1.0,11.5,72.0,20.51,0,4469807ca,44ca,ca
4726,44698074436754ca,0.0,0.0,2019,183,45.9,0.0,0.0,12.2,76.83,22.42,0,4469807ca,44ca,ca
4727,44698074436754ca,0.1818,0.6364,2021,103,42.72,0.8182,0.0,11.69,76.62,26.22,0,4469807ca,44ca,ca
4728,44698234432340ca,0.0,0.0,2015,243,37.0,0.0,0.93,55.61,35.51,56.27,0,4469823ca,44ca,ca
4729,44698234432340ca,0.0,0.0,2016,174,34.0,0.0,2.49,49.79,38.17,52.69,0,4469823ca,44ca,ca
4730,44698234432340ca,0.0,0.0,2017,216,38.89,0.0,0.99,59.9,31.19,54.75,0,4469823ca,44ca,ca
4731,44698234432340ca,0.0,0.0,2018,176,36.36,0.0,0.52,55.21,38.02,55.07,0,4469823ca,44ca,ca
4732,44698234432340ca,0.0,0.0,2019,185,43.24,0.0,1.27,55.51,36.44,52.42,0,4469823ca,44ca,ca
4733,44698234432340ca,0.2727,0.6364,2021,115,34.78,0.8636,0.36,51.96,36.65,38.76,0,4469823ca,44ca,ca
4734,44698234437109ca,0.0,0.0,2015,183,51.0,0.0,1.27,29.11,61.6,29.12,0,4469823ca,44ca,ca
4735,44698234437109ca,0.0,0.0,2016,200,51.0,0.0,1.21,28.63,60.48,28.4,0,4469823ca,44ca,ca
4736,44698234437109ca,0.0,0.0,2017,231,40.26,0.0,1.93,28.57,60.62,29.68,0,4469823ca,44ca,ca
4737,44698234437109ca,0.0,0.0,2018,231,46.32,0.0,2.91,26.55,57.45,30.69,0,4469823ca,44ca,ca
4738,44698234437109ca,0.0,0.0,2019,249,63.45,0.0,2.77,28.85,58.5,31.3,0,4469823ca,44ca,ca
4739,44698234437109ca,0.2727,0.6364,2021,113,76.11,0.8636,2.14,30.77,52.99,32.2,0,4469823ca,44ca,ca
4740,44698234437406ca,0.0,0.0,2015,221,35.0,0.0,1.56,30.35,60.7,33.05,0,4469823ca,44ca,ca
4741,44698234437406ca,0.0,0.0,2016,223,36.0,0.0,0.84,38.82,49.37,32.77,0,4469823ca,44ca,ca
4742,44698234437406ca,0.0,0.0,2017,211,31.28,0.0,0.68,31.53,58.98,32.26,0,4469823ca,44ca,ca
4743,44698234437406ca,0.0,0.0,2018,261,27.2,0.0,0.0,38.46,52.63,36.22,0,4469823ca,44ca,ca
4744,44698234437406ca,0.0,0.0,2019,229,41.05,0.0,0.34,38.1,49.32,31.06,0,4469823ca,44ca,ca
4745,44698234437406ca,0.2727,0.6364,2021,32,59.38,0.8636,1.0,36.0,53.0,24.22,0,4469823ca,44ca,ca
4746,44754324430211ca,0.0,0.0,2015,180,61.0,0.0,0.0,15.61,76.59,10.1,0,4475432ca,44ca,ca
4747,44754324430211ca,0.0,0.0,2016,191,55.0,0.0,0.0,18.72,73.26,10.13,0,4475432ca,44ca,ca
4748,44754324430211ca,0.0,0.0,2017,170,47.06,0.0,1.99,12.44,73.63,8.33,0,4475432ca,44ca,ca
4749,44754324430211ca,0.0,0.0,2018,188,59.57,0.0,0.93,11.21,71.96,9.36,0,4475432ca,44ca,ca
4750,44754324430211ca,0.0,0.0,2019,200,47.0,0.0,0.51,15.66,66.16,9.82,0,4475432ca,44ca,ca
4751,44754324430211ca,0.0,0.6364,2021,142,52.11,0.6364,0.57,14.37,71.84,9.8,0,4475432ca,44ca,ca
4752,45698564530028ca,0.0,0.0,2015,192,21.0,0.0,0.48,17.31,74.52,38.13,0,4569856ca,45ca,ca
4753,45698564530028ca,0.0,0.0,2016,204,34.0,0.0,0.96,9.57,79.43,39.83,0,4569856ca,45ca,ca
4754,45698564530028ca,0.0,0.0,2017,194,28.35,0.0,0.0,16.59,74.24,44.57,0,4569856ca,45ca,ca
4755,45698564530028ca,0.0,0.0,2018,211,25.59,0.0,0.5,10.95,80.1,45.68,0,4569856ca,45ca,ca
4756,45698564530028ca,0.0,0.0,2019,187,28.88,0.0,0.49,20.1,67.65,46.08,0,4569856ca,45ca,ca
4757,45698564530028ca,0.0,0.0,2021,144,29.86,0.0,0.57,15.91,73.86,35.77,0,4569856ca,45ca,ca
4758,45698564530051ca,0.0,0.0,2015,12,8.0,0.0,0.0,33.33,59.26,44.29,0,4569856ca,45ca,ca
4759,45698564530051ca,0.0,0.0,2016,19,11.0,0.0,3.45,6.9,65.52,59.26,0,4569856ca,45ca,ca
4760,45698564530051ca,0.0,0.0,2017,17,5.88,0.0,3.03,9.09,69.7,50.55,0,4569856ca,45ca,ca
4761,45698564530051ca,0.0,0.0,2018,29,3.45,0.0,2.94,14.71,67.65,56.67,0,4569856ca,45ca,ca
4762,45698564530051ca,0.0,0.0,2019,20,0.0,0.0,0.0,20.0,60.0,64.21,0,4569856ca,45ca,ca
4763,45698564530051ca,0.0,0.0,2021,38,2.63,0.0,0.0,20.51,61.54,54.58,0,4569856ca,45ca,ca
4764,45698564530333ca,0.0,0.0,2015,38,53.0,0.0,0.0,10.0,82.0,45.45,1,4569856ca,45ca,ca
4765,45698564530333ca,0.0,0.0,2016,40,48.0,0.0,2.33,11.63,62.79,51.21,1,4569856ca,45ca,ca
4766,45698564530333ca,0.0,0.0,2017,42,28.57,0.0,2.38,2.38,71.43,55.87,1,4569856ca,45ca,ca
4767,45698564530333ca,0.0,0.0,2018,41,53.66,0.0,5.26,18.42,71.05,53.23,1,4569856ca,45ca,ca
4768,45698564530333ca,0.0,0.0,2019,31,54.84,0.0,0.0,16.28,69.77,53.85,1,4569856ca,45ca,ca
4769,45698564530333ca,0.0,0.0,2021,20,35.0,0.0,0.0,14.29,64.29,59.68,1,4569856ca,45ca,ca
4770,45698564530762ca,0.0,0.0,2015,26,0.0,0.0,0.0,14.29,57.14,70.83,0,4569856ca,45ca,ca
4771,45698564530762ca,0.0,0.0,2016,22,0.0,0.0,0.0,25.93,55.56,71.11,0,4569856ca,45ca,ca
4772,45698564530762ca,0.0,0.0,2017,26,0.0,0.0,0.0,8.7,65.22,72.73,0,4569856ca,45ca,ca
4773,45698564530762ca,0.0,0.0,2018,17,0.0,0.0,3.45,24.14,58.62,84.62,0,4569856ca,45ca,ca
4774,45698564530762ca,0.0,0.0,2019,26,0.0,0.0,4.0,4.0,72.0,75.47,0,4569856ca,45ca,ca
4775,45698564530762ca,0.0,0.0,2021,27,0.0,0.0,0.0,17.02,68.09,73.68,0,4569856ca,45ca,ca
4776,45698564530804ca,0.0,0.0,2015,163,21.0,0.0,4.58,22.9,59.54,61.61,0,4569856ca,45ca,ca
4777,45698564530804ca,0.0,0.0,2016,115,19.0,0.0,3.55,17.02,65.25,60.21,0,4569856ca,45ca,ca
4778,45698564530804ca,0.0,0.0,2017,121,36.36,0.0,3.23,24.19,58.06,62.04,0,4569856ca,45ca,ca
4779,45698564530804ca,0.0,0.0,2018,101,37.62,0.0,2.44,27.64,49.59,64.62,0,4569856ca,45ca,ca
4780,45698564530804ca,0.0,0.0,2019,81,33.33,0.0,2.38,27.78,54.76,64.4,0,4569856ca,45ca,ca
4781,45698564530804ca,0.0,0.0,2021,85,29.41,0.0,1.77,29.2,48.67,63.43,0,4569856ca,45ca,ca
4782,45699894531000ca,0.0,0.0,2015,28,21.0,0.0,0.0,9.09,60.61,56.65,0,4569989ca,45ca,ca
4783,45699894531000ca,0.0,0.0,2016,30,23.0,0.0,0.0,25.71,57.14,60.39,0,4569989ca,45ca,ca
4784,45699894531000ca,0.0,0.0,2017,32,34.38,0.0,0.0,27.27,51.52,58.95,0,4569989ca,45ca,ca
4785,45699894531000ca,0.0,0.0,2018,29,27.59,0.0,0.0,7.14,67.86,57.14,0,4569989ca,45ca,ca
4786,45699894531000ca,0.0,0.0,2019,24,50.0,0.0,0.0,12.12,63.64,57.21,0,4569989ca,45ca,ca
4787,45699894531000ca,0.0,0.0,2021,27,22.22,0.0909,0.0,21.21,63.64,63.49,0,4569989ca,45ca,ca
4788,45699894533600ca,0.0,0.0,2015,37,38.0,0.0,0.0,28.12,53.12,52.32,0,4569989ca,45ca,ca
4789,45699894533600ca,0.0,0.0,2016,29,69.0,0.0,0.0,23.68,65.79,49.15,0,4569989ca,45ca,ca
4790,45699894533600ca,0.0,0.0,2017,32,59.38,0.0,0.0,26.83,60.98,41.47,0,4569989ca,45ca,ca
4791,45699894533600ca,0.0,0.0,2018,38,63.16,0.0,0.0,25.58,60.47,44.07,0,4569989ca,45ca,ca
4792,45699894533600ca,0.0,0.0,2019,38,57.89,0.0,0.0,34.15,46.34,43.75,0,4569989ca,45ca,ca
4793,45699894533600ca,0.0,0.0,2021,14,64.29,0.0909,0.0,29.55,63.64,47.64,0,4569989ca,45ca,ca
4794,45701360106013ca,0.0,0.0,2015,106,63.0,0.0,0.81,5.69,74.8,13.72,1,4570136ca,45ca,ca
4795,45701360106013ca,0.0,0.0,2016,120,60.0,0.0,0.0,13.16,71.93,14.73,1,4570136ca,45ca,ca
4796,45701360106013ca,0.0,0.0,2017,55,72.73,0.0,0.76,12.88,70.45,16.46,1,4570136ca,45ca,ca
4797,45701360106013ca,0.0,0.0,2018,129,68.22,0.0,0.85,6.78,72.03,16.25,1,4570136ca,45ca,ca
4798,45701360106013ca,0.0,0.0,2019,114,72.81,0.0,0.0,11.61,71.43,19.59,1,4570136ca,45ca,ca
4799,45701360106013ca,0.0,0.0,2021,101,69.31,0.0,1.53,9.92,68.7,17.98,1,4570136ca,45ca,ca
4800,45701364530044ca,0.0,0.0,2015,279,34.0,0.0,0.31,12.58,77.91,26.68,0,4570136ca,45ca,ca
4801,45701364530044ca,0.0,0.0,2016,270,47.0,0.0,1.34,10.37,79.6,24.07,0,4570136ca,45ca,ca
4802,45701364530044ca,0.0,0.0,2017,261,42.91,0.0,0.98,10.78,79.41,21.32,0,4570136ca,45ca,ca
4803,45701364530044ca,0.0,0.0,2018,296,41.89,0.0,0.3,6.97,80.61,27.92,0,4570136ca,45ca,ca
4804,45701364530044ca,0.0,0.0,2019,305,46.89,0.0,1.12,9.5,76.54,26.04,0,4570136ca,45ca,ca
4805,45701364530044ca,1.0,0.0,2021,256,45.7,0.5,0.3,12.65,77.11,27.38,0,4570136ca,45ca,ca
4806,45701364530267ca,0.0,0.0,2015,68,18.0,0.0,1.37,10.96,79.45,32.91,1,4570136ca,45ca,ca
4807,45701364530267ca,0.0,0.0,2016,78,38.0,0.0,2.63,7.89,84.21,32.48,1,4570136ca,45ca,ca
4808,45701364530267ca,0.0,0.0,2017,70,32.86,0.0,0.0,7.79,77.92,33.33,1,4570136ca,45ca,ca
4809,45701364530267ca,0.0,0.0,2018,69,27.54,0.0,1.37,10.96,73.97,30.67,1,4570136ca,45ca,ca
4810,45701364530267ca,0.0,0.0,2019,80,30.0,0.0,0.0,15.28,73.61,33.91,1,4570136ca,45ca,ca
4811,45701364530267ca,0.0,0.0,2021,57,35.09,0.0,0.0,6.45,79.03,30.2,1,4570136ca,45ca,ca
4812,45701364530309ca,0.0,0.0,2015,18,0.0,0.0,0.0,16.33,73.47,61.68,0,4570136ca,45ca,ca
4813,45701364530309ca,0.0,0.0,2016,58,3.0,0.0,7.69,25.64,51.28,64.89,0,4570136ca,45ca,ca
4814,45701364530309ca,0.0,0.0,2017,36,2.78,0.0,0.0,20.51,71.79,55.47,0,4570136ca,45ca,ca
4815,45701364530309ca,0.0,0.0,2018,62,6.45,0.0,0.0,8.33,77.78,56.31,0,4570136ca,45ca,ca
4816,45701364530309ca,0.0,0.0,2019,42,4.76,0.0,3.57,10.71,75.0,58.0,0,4570136ca,45ca,ca
4817,45701364530309ca,0.0,1.0,2021,75,21.33,1.0,0.0,16.98,77.36,52.16,0,4570136ca,45ca,ca
4818,45701364532750ca,0.0,0.0,2015,232,36.0,0.0,3.52,17.61,61.97,41.18,0,4570136ca,45ca,ca
4819,45701364532750ca,0.0,0.0,2016,258,42.0,0.0,2.03,18.7,63.41,41.79,0,4570136ca,45ca,ca
4820,45701364532750ca,0.0,0.0,2017,223,44.84,0.0,3.57,22.08,52.92,44.12,0,4570136ca,45ca,ca
4821,45701364532750ca,0.0,0.0,2018,261,45.59,0.0,1.9,22.05,51.71,52.26,0,4570136ca,45ca,ca
4822,45701364532750ca,0.0,0.0,2019,242,42.98,0.0,1.05,18.88,53.85,57.03,0,4570136ca,45ca,ca
4823,45701364532750ca,0.8182,0.0,2021,213,32.39,0.4091,1.98,21.43,55.95,55.1,0,4570136ca,45ca,ca
4824,45701364537304ca,0.0,0.0,2015,309,33.0,0.0,2.56,13.35,71.31,34.48,0,4570136ca,45ca,ca
4825,45701364537304ca,0.0,0.0,2016,340,49.0,0.0,2.93,11.73,72.64,31.4,0,4570136ca,45ca,ca
4826,45701364537304ca,0.0,0.0,2017,280,44.64,0.0,1.8,11.98,71.26,32.51,0,4570136ca,45ca,ca
4827,45701364537304ca,0.0,0.0,2018,302,40.73,0.0,1.91,10.66,74.04,37.47,0,4570136ca,45ca,ca
4828,45701364537304ca,0.0,0.0,2019,334,42.22,0.0,0.52,14.06,67.71,37.01,0,4570136ca,45ca,ca
4829,45701364537304ca,0.8182,0.0,2021,255,52.94,0.4091,0.67,16.39,68.56,34.77,0,4570136ca,45ca,ca
4830,45752674531901ca,0.0,0.0,2015,142,17.0,0.0,4.86,15.28,64.58,63.96,0,4575267ca,45ca,ca
4831,45752674531901ca,0.0,0.0,2016,113,18.0,0.0,1.36,16.33,71.43,64.46,0,4575267ca,45ca,ca
4832,45752674531901ca,0.0,0.0,2017,122,25.41,0.0,0.72,13.77,70.29,62.28,0,4575267ca,45ca,ca
4833,45752674531901ca,0.0,0.0,2018,128,42.19,0.0,2.96,14.81,62.22,67.23,0,4575267ca,45ca,ca
4834,45752674531901ca,0.0,0.0,2019,104,41.35,0.0,4.29,19.29,64.29,67.07,0,4575267ca,45ca,ca
4835,45752674531901ca,0.0,0.0,2021,90,42.22,0.0,2.14,15.71,67.14,60.14,0,4575267ca,45ca,ca
4836,47704664735403ca,0.0,0.0,2015,75,32.0,0.0,1.02,10.2,73.47,30.19,0,4770466ca,47ca,ca
4837,47704664735403ca,0.0,0.0,2016,88,41.0,0.0,1.23,19.75,65.43,35.22,0,4770466ca,47ca,ca
4838,47704664735403ca,0.0,0.0,2017,81,32.1,0.0,2.6,18.18,70.13,24.83,0,4770466ca,47ca,ca
4839,47704664735403ca,0.0,0.0,2018,73,32.88,0.0,1.56,18.75,70.31,45.91,0,4770466ca,47ca,ca
4840,47704664735403ca,0.0,0.0,2019,54,42.59,0.0,2.7,17.57,67.57,48.72,0,4770466ca,47ca,ca
4841,47704664735403ca,0.0,0.0,2021,34,11.76,0.0,1.59,11.11,65.08,48.66,0,4770466ca,47ca,ca
4842,47704664738753ca,0.0,0.0,2015,38,16.0,0.0,5.88,11.76,70.59,65.82,0,4770466ca,47ca,ca
4843,47704664738753ca,0.0,0.0,2016,31,32.0,0.0,0.0,18.75,53.12,62.16,0,4770466ca,47ca,ca
4844,47704664738753ca,0.0,0.0,2017,32,31.25,0.0,11.63,27.91,48.84,60.9,0,4770466ca,47ca,ca
4845,47704664738753ca,0.0,0.0,2018,35,11.43,0.0,5.13,33.33,41.03,75.82,0,4770466ca,47ca,ca
4846,47704664738753ca,0.0,0.0,2019,35,11.43,0.0,0.0,21.28,59.57,55.91,0,4770466ca,47ca,ca
4847,47704664738753ca,0.0,0.0,2021,45,13.33,0.0,9.43,15.09,41.51,62.64,0,4770466ca,47ca,ca
4848,47705164739207ca,0.0,0.0,2015,151,40.0,0.0,0.68,18.24,68.24,42.46,0,4770516ca,47ca,ca
4849,47705164739207ca,0.0,0.0,2016,133,36.0,0.0,1.43,12.86,62.86,46.64,0,4770516ca,47ca,ca
4850,47705164739207ca,0.0,0.0,2017,119,34.45,0.0,0.7,16.2,71.13,43.08,0,4770516ca,47ca,ca
4851,47705164739207ca,0.0,0.0,2018,134,46.27,0.0,0.0,12.78,66.92,51.08,0,4770516ca,47ca,ca
4852,47705164739207ca,0.0,0.0,2019,122,30.33,0.0,0.72,11.51,66.91,45.61,0,4770516ca,47ca,ca
4853,47705164739207ca,0.0,0.0,2021,117,38.46,0.0,0.65,14.19,67.74,55.54,0,4770516ca,47ca,ca
4854,47736844731253ca,0.0,0.0,2015,21,5.0,0.0,0.0,40.0,46.67,57.32,0,4773684ca,47ca,ca
4855,47736844731253ca,0.0,0.0,2016,12,0.0,0.0,0.0,47.37,42.11,61.54,0,4773684ca,47ca,ca
4856,47736844731253ca,0.0,0.0,2017,19,0.0,0.0,0.0,30.0,60.0,72.84,0,4773684ca,47ca,ca
4857,47736844731253ca,0.0,0.0,2018,18,5.56,0.0,0.0,72.22,27.78,45.26,0,4773684ca,47ca,ca
4858,47736844731253ca,0.0,0.0,2019,15,0.0,0.0,0.0,54.17,41.67,85.11,0,4773684ca,47ca,ca
4859,47736844731253ca,0.0,0.0,2021,17,5.88,0.0,0.0,41.67,50.0,52.33,0,4773684ca,47ca,ca
4860,47764554733309ca,0.0,0.0,2015,48,52.0,0.0,0.0,12.82,66.67,57.07,0,4776455ca,47ca,ca
4861,47764554733309ca,0.0,0.0,2016,40,65.0,0.0,4.26,14.89,68.09,49.72,0,4776455ca,47ca,ca
4862,47764554733309ca,0.0,0.0,2017,50,78.0,0.0,2.22,15.56,66.67,51.08,0,4776455ca,47ca,ca
4863,47764554733309ca,0.0,0.0,2018,42,66.67,0.0,2.04,8.16,73.47,47.06,0,4776455ca,47ca,ca
4864,47764554733309ca,0.0,0.0,2019,47,59.57,0.0,2.33,9.3,74.42,50.8,0,4776455ca,47ca,ca
4865,47764554733309ca,0.0,0.0,2021,33,36.36,0.0,2.22,20.0,57.78,51.37,0,4776455ca,47ca,ca
4866,48705244831004ca,0.0,0.0,2015,290,40.0,0.0,9.32,16.32,48.72,16.68,0,4870524ca,48ca,ca
4867,48705244831004ca,0.0,0.0,2016,389,44.0,0.0,7.77,18.8,42.61,17.89,0,4870524ca,48ca,ca
4868,48705244831004ca,0.0,0.0,2017,371,52.29,0.0,9.51,15.42,48.07,17.36,0,4870524ca,48ca,ca
4869,48705244831004ca,0.0,0.0,2018,328,46.34,0.0,9.2,17.68,41.89,22.74,0,4870524ca,48ca,ca
4870,48705244831004ca,0.0,0.0,2019,365,49.59,0.0,8.89,22.37,42.32,20.41,0,4870524ca,48ca,ca
4871,48705244831004ca,0.0,1.0,2021,13,69.23,1.0,6.06,23.14,42.7,23.13,0,4870524ca,48ca,ca
4872,48705324832259ca,0.0,0.0,2015,218,38.0,0.0,2.12,52.3,39.93,43.02,0,4870532ca,48ca,ca
4873,48705324832259ca,0.0,0.0,2016,259,39.0,0.0,1.17,47.47,44.36,46.45,0,4870532ca,48ca,ca
4874,48705324832259ca,0.0,0.0,2017,251,33.86,0.0,2.84,53.19,32.98,43.96,0,4870532ca,48ca,ca
4875,48705324832259ca,0.0,0.0,2018,250,36.0,0.0,1.84,52.94,37.87,47.06,0,4870532ca,48ca,ca
4876,48705324832259ca,0.0,0.0,2019,245,34.69,0.0,2.08,52.08,33.75,45.98,0,4870532ca,48ca,ca
4877,48705324832259ca,0.0,1.0,2021,153,33.99,1.0,1.71,58.97,29.49,42.43,0,4870532ca,48ca,ca
4878,48705404830170ca,0.0,0.0,2015,438,30.0,0.0,18.48,26.08,25.57,31.32,0,4870540ca,48ca,ca
4879,48705404830170ca,0.0,0.0,2016,366,33.0,0.0,19.34,23.25,26.13,32.05,0,4870540ca,48ca,ca
4880,48705404830170ca,0.0,0.0,2017,445,31.24,0.0,18.1,25.06,23.2,28.98,0,4870540ca,48ca,ca
4881,48705404830170ca,0.0,0.0,2018,421,33.97,0.0,12.32,23.82,20.94,31.14,0,4870540ca,48ca,ca
4882,48705404830170ca,0.0,0.0,2019,467,40.47,0.0,12.3,26.4,22.6,31.04,0,4870540ca,48ca,ca
4883,48705404830170ca,0.0,0.9091,2021,457,33.7,1.0,12.97,28.01,27.26,27.8,0,4870540ca,48ca,ca
4884,48705404830451ca,0.0,0.0,2015,540,33.0,0.0,18.07,38.9,17.21,54.8,0,4870540ca,48ca,ca
4885,48705404830451ca,0.0,0.0,2016,519,35.0,0.0,12.61,41.45,17.27,55.97,0,4870540ca,48ca,ca
4886,48705404830451ca,0.0,0.0,2017,525,33.14,0.0,13.96,46.42,14.72,56.47,0,4870540ca,48ca,ca
4887,48705404830451ca,0.0,0.0,2018,490,23.88,0.0,13.99,49.48,13.15,62.67,0,4870540ca,48ca,ca
4888,48705404830451ca,0.0,0.0,2019,427,22.01,0.0,14.31,49.8,12.7,65.54,0,4870540ca,48ca,ca
4889,48705404830451ca,0.0,0.9091,2021,422,19.91,1.0,15.07,55.58,12.33,64.4,0,4870540ca,48ca,ca
4890,48705404833000ca,0.0,0.0,2015,255,24.0,0.0,23.28,42.06,12.7,64.07,0,4870540ca,48ca,ca
4891,48705404833000ca,0.0,0.0,2016,337,19.0,0.0,18.13,41.69,18.13,64.08,0,4870540ca,48ca,ca
4892,48705404833000ca,0.0,0.0,2017,296,17.23,0.0,20.0,40.56,11.27,65.19,0,4870540ca,48ca,ca
4893,48705404833000ca,0.0,0.0,2018,326,10.43,0.0,21.9,42.54,11.43,73.61,0,4870540ca,48ca,ca
4894,48705404833000ca,0.0,0.0,2019,280,13.21,0.0,20.87,49.05,10.3,71.73,0,4870540ca,48ca,ca
4895,48705404833000ca,0.0,0.9091,2021,290,14.14,1.0,15.82,53.35,13.94,70.26,0,4870540ca,48ca,ca
4896,48705814830147ca,0.0,0.0,2015,393,21.0,0.0,32.12,28.76,5.7,58.07,0,4870581ca,48ca,ca
4897,48705814830147ca,0.0,0.0,2016,318,15.0,0.0,29.95,24.88,9.9,53.59,0,4870581ca,48ca,ca
4898,48705814830147ca,0.0,0.0,2017,377,23.34,0.0,25.13,28.39,6.78,53.3,0,4870581ca,48ca,ca
4899,48705814830147ca,0.0,0.0,2018,365,15.07,0.0,27.71,29.22,6.8,54.43,0,4870581ca,48ca,ca
4900,48705814830147ca,0.0,0.0,2019,330,12.12,0.0,31.83,29.07,7.27,53.56,0,4870581ca,48ca,ca
4901,48705814830147ca,0.0,1.0,2021,150,33.33,1.0,25.67,38.5,7.99,58.49,0,4870581ca,48ca,ca
4902,48705814838504ca,0.0,0.0,2015,329,15.0,0.0,27.01,45.26,5.11,77.11,0,4870581ca,48ca,ca
4903,48705814838504ca,0.0,0.0,2016,348,8.0,0.0,29.61,43.64,4.39,68.68,0,4870581ca,48ca,ca
4904,48705814838504ca,0.0,0.0,2017,378,10.05,0.0,28.43,48.98,3.05,71.14,0,4870581ca,48ca,ca
4905,48705814838504ca,0.0,0.0,2018,345,9.57,0.0,25.54,48.19,5.54,72.21,0,4870581ca,48ca,ca
4906,48705814838504ca,0.0,0.0,2019,354,11.58,0.0,25.79,49.88,5.35,68.7,0,4870581ca,48ca,ca
4907,48705814838504ca,0.0,1.0,2021,26,11.54,1.0,25.65,53.14,3.93,76.81,0,4870581ca,48ca,ca
4908,49706074930400ca,0.0,0.0,2015,311,51.0,0.0,1.19,15.13,74.78,19.46,0,4970607ca,49ca,ca
4909,49706074930400ca,0.0,0.0,2016,305,55.0,0.0,0.0,18.48,74.64,16.11,0,4970607ca,49ca,ca
4910,49706074930400ca,0.0,0.0,2017,255,45.1,0.0,2.21,16.61,74.91,16.77,0,4970607ca,49ca,ca
4911,49706074930400ca,0.0,0.0,2018,252,46.43,0.0,0.77,23.46,66.92,26.05,0,4970607ca,49ca,ca
4912,49706074930400ca,0.0,0.0,2019,236,29.24,0.0,1.35,21.55,69.02,26.07,0,4970607ca,49ca,ca
4913,49706074930400ca,0.2727,0.7273,2021,202,46.53,0.8636,2.6,21.3,68.31,38.15,0,4970607ca,49ca,ca
4914,49706564930855ca,0.0,0.0,2015,89,27.0,0.0,0.0,53.1,42.48,57.39,0,4970656ca,49ca,ca
4915,49706564930855ca,0.0,0.0,2016,104,25.0,0.0,0.0,55.45,37.62,49.07,0,4970656ca,49ca,ca
4916,49706564930855ca,0.0,0.0,2017,97,18.56,0.0,0.0,55.7,37.97,46.28,0,4970656ca,49ca,ca
4917,49706564930855ca,0.0,0.0,2018,76,21.05,0.0,0.0,52.63,41.05,50.92,0,4970656ca,49ca,ca
4918,49706564930855ca,0.0,0.0,2019,91,29.67,0.0,0.0,60.0,35.45,54.02,0,4970656ca,49ca,ca
4919,49706564930855ca,0.2727,0.7273,2021,63,25.4,0.8636,0.0,53.4,36.89,51.39,0,4970656ca,49ca,ca
4920,49708624930012ca,0.0,0.0,2015,383,41.0,0.0,0.94,33.72,56.91,33.65,0,4970862ca,49ca,ca
4921,49708624930012ca,0.0,0.0,2016,391,52.0,0.0,0.52,37.8,49.08,38.39,0,4970862ca,49ca,ca
4922,49708624930012ca,0.0,0.0,2017,355,43.94,0.0,1.34,40.85,45.54,39.06,0,4970862ca,49ca,ca
4923,49708624930012ca,0.0,0.0,2018,413,43.34,0.0,1.34,44.39,45.99,35.03,0,4970862ca,49ca,ca
4924,49708624930012ca,0.0,0.0,2019,351,43.3,0.0,2.25,35.96,51.69,35.99,0,4970862ca,49ca,ca
4925,49708624930012ca,0.0,1.0,2021,377,39.52,1.0,0.91,39.41,48.52,41.36,0,4970862ca,49ca,ca
4926,49708624935151ca,0.0,0.0,2015,300,38.0,0.0,1.27,31.75,60.32,24.45,0,4970862ca,49ca,ca
4927,49708624935151ca,0.0,0.0,2016,286,36.0,0.0,1.75,24.56,69.01,31.06,0,4970862ca,49ca,ca
4928,49708624935151ca,0.0,0.0,2017,328,48.48,0.0,0.59,23.53,68.82,29.49,0,4970862ca,49ca,ca
4929,49708624935151ca,0.0,0.0,2018,319,44.83,0.0,0.65,23.53,68.3,25.99,0,4970862ca,49ca,ca
4930,49708624935151ca,0.0,0.0,2019,284,42.61,0.0,0.28,28.17,64.51,24.98,0,4970862ca,49ca,ca
4931,49708624935151ca,0.0,1.0,2021,129,45.74,1.0,0.69,29.76,65.05,30.34,0,4970862ca,49ca,ca
4932,49708624935862ca,0.0,0.0,2015,12,8.0,0.0,0.0,48.28,48.28,67.74,0,4970862ca,49ca,ca
4933,49708624935862ca,0.0,0.0,2016,38,3.0,0.0,0.0,41.67,50.0,71.23,0,4970862ca,49ca,ca
4934,49708624935862ca,0.0,0.0,2017,33,0.0,0.0,0.0,66.67,16.67,75.0,0,4970862ca,49ca,ca
4935,49708624935862ca,0.0,0.0,2018,32,0.0,0.0,0.0,64.0,32.0,69.35,0,4970862ca,49ca,ca
4936,49708624935862ca,0.0,0.0,2019,30,0.0,0.0,0.0,66.67,28.57,75.0,0,4970862ca,49ca,ca
4937,49708624935862ca,0.0,1.0,2021,17,11.76,1.0,0.0,38.46,38.46,73.24,0,4970862ca,49ca,ca
4938,49738824930384ca,0.0,0.0,2015,71,77.0,0.0,2.27,14.77,67.05,10.39,0,4973882ca,49ca,ca
4939,49738824930384ca,0.0,0.0,2016,81,85.0,0.0,1.22,19.51,56.1,10.95,0,4973882ca,49ca,ca
4940,49738824930384ca,0.0,0.0,2017,81,86.42,0.0,1.25,11.25,75.0,8.7,0,4973882ca,49ca,ca
4941,49738824930384ca,0.0,0.0,2018,75,80.0,0.0,0.0,25.61,31.71,15.12,0,4973882ca,49ca,ca
4942,49738824930384ca,0.0,0.0,2019,76,81.58,0.0,0.0,20.55,27.4,16.41,0,4973882ca,49ca,ca
