,schoolcode,hybridper,virtualper,year,totaltested,mathpass,schoolmode,black,hispanic,white,lowincome,charter,districtcode,countycode,state
3260,33672073330727ca,0.0,0.0,2017,698,24.21,0.0,6.48,50.25,32.29,54.09,0,3367207ca,33ca,ca
3261,33672073330727ca,0.0,0.0,2018,717,27.06,0.0,4.17,49.87,30.78,51.96,0,3367207ca,33ca,ca
3262,33672073330727ca,0.0,0.0,2019,674,37.83,0.0,4.8,50.44,29.2,48.23,0,3367207ca,33ca,ca
3263,33672073330727ca,0.2727,0.7273,2021,432,40.51,0.8636,5.65,50.18,27.68,57.45,0,3367207ca,33ca,ca
3264,33672073335973ca,0.0,0.0,2015,537,11.0,0.0,9.42,86.64,2.05,83.99,0,3367207ca,33ca,ca
3265,33672073335973ca,0.0,0.0,2016,547,11.0,0.0,6.37,89.44,2.95,89.06,0,3367207ca,33ca,ca
3266,33672073335973ca,0.0,0.0,2017,557,12.03,0.0,5.13,90.27,2.12,87.73,0,3367207ca,33ca,ca
3267,33672073335973ca,0.0,0.0,2018,522,9.77,0.0,6.2,89.6,2.37,89.68,0,3367207ca,33ca,ca
3268,33672073335973ca,0.0,0.0,2019,484,11.16,0.0,5.37,90.77,2.68,86.46,0,3367207ca,33ca,ca
3269,33672073335973ca,0.2727,0.7273,2021,178,20.79,0.8636,4.58,92.78,1.06,93.44,0,3367207ca,33ca,ca
3270,33672493337656ca,0.0,0.0,2015,468,21.0,0.0,8.53,69.09,14.56,76.54,0,3367249ca,33ca,ca
3271,33672493337656ca,0.0,0.0,2016,476,25.0,0.0,9.45,70.65,13.27,74.27,0,3367249ca,33ca,ca
3272,33672493337656ca,0.0,0.0,2017,536,16.42,0.0,7.46,72.45,13.29,77.49,0,3367249ca,33ca,ca
3273,33672493337656ca,0.0,0.0,2018,547,14.26,0.0,6.0,73.26,11.51,77.94,0,3367249ca,33ca,ca
3274,33672493337656ca,0.0,0.0,2019,533,10.69,0.0,8.73,75.5,8.42,71.76,0,3367249ca,33ca,ca
3275,33672493337656ca,0.0,1.0,2021,432,13.43,1.0,6.33,77.53,9.35,81.62,0,3367249ca,33ca,ca
3276,33672496114748ca,0.0,0.0,2015,44,16.0,0.0,5.45,60.0,30.91,48.74,1,3367249ca,33ca,ca
3277,33672496114748ca,0.0,0.0,2016,55,38.0,0.0,3.33,65.0,25.0,57.02,1,3367249ca,33ca,ca
3278,33672496114748ca,0.0,0.0,2017,56,23.21,0.0,4.17,70.83,19.44,56.73,1,3367249ca,33ca,ca
3279,33672496114748ca,0.0,0.0,2018,66,33.33,0.0,5.63,61.97,28.17,62.97,1,3367249ca,33ca,ca
3280,33672496114748ca,0.0,0.0,2019,71,35.21,0.0,3.03,78.79,16.67,60.56,1,3367249ca,33ca,ca
3281,33672496114748ca,0.2727,0.7273,2021,102,25.49,0.8636,2.04,77.55,15.31,48.07,1,3367249ca,33ca,ca
3282,33736760100255ca,0.0,0.0,2015,430,8.0,0.0,0.0,97.89,0.94,97.03,0,3373676ca,33ca,ca
3283,33736760100255ca,0.0,0.0,2016,400,8.0,0.0,0.0,97.34,0.19,93.58,0,3373676ca,33ca,ca
3284,33736760100255ca,0.0,0.0,2017,501,12.38,0.0,0.21,97.94,0.0,97.99,0,3373676ca,33ca,ca
3285,33736760100255ca,0.0,0.0,2018,428,13.08,0.0,0.21,98.3,0.43,88.01,0,3373676ca,33ca,ca
3286,33736760100255ca,0.0,0.0,2019,439,15.49,0.0,0.0,98.07,0.39,94.41,0,3373676ca,33ca,ca
3287,33736760100255ca,0.2727,0.7273,2021,289,21.11,0.8636,0.0,99.43,0.19,95.65,0,3373676ca,33ca,ca
3288,33736763330354ca,0.0,0.0,2015,61,5.0,0.0,0.0,90.0,7.14,97.9,0,3373676ca,33ca,ca
3289,33736763330354ca,0.0,0.0,2016,67,12.0,0.0,1.59,87.3,6.35,95.67,0,3373676ca,33ca,ca
3290,33736763330354ca,0.0,0.0,2017,59,11.86,0.0,1.54,86.15,7.69,96.07,0,3373676ca,33ca,ca
3291,33736763330354ca,0.0,0.0,2018,61,11.48,0.0,1.23,88.89,4.94,83.19,0,3373676ca,33ca,ca
3292,33736763330354ca,0.0,0.0,2019,78,20.51,0.0,0.0,93.88,5.1,93.43,0,3373676ca,33ca,ca
3293,33736763330354ca,0.2727,0.7273,2021,30,13.33,0.8636,0.0,90.22,5.43,93.66,0,3373676ca,33ca,ca
3294,33736763330990ca,0.0,0.0,2015,594,14.0,0.0,0.16,98.43,0.31,92.53,0,3373676ca,33ca,ca
3295,33736763330990ca,0.0,0.0,2016,592,17.0,0.0,0.15,97.88,0.46,91.03,0,3373676ca,33ca,ca
3296,33736763330990ca,0.0,0.0,2017,627,15.15,0.0,0.31,98.0,0.61,82.11,0,3373676ca,33ca,ca
3297,33736763330990ca,0.0,0.0,2018,622,16.56,0.0,0.15,97.79,0.44,86.03,0,3373676ca,33ca,ca
3298,33736763330990ca,0.0,0.0,2019,642,18.54,0.0,0.45,98.64,0.15,91.58,0,3373676ca,33ca,ca
3299,33736763330990ca,0.2727,0.7273,2021,454,18.06,0.8636,0.15,98.69,0.58,91.03,0,3373676ca,33ca,ca
3300,33751763330487ca,0.0,0.0,2015,471,30.0,0.0,5.25,45.86,42.22,50.67,0,3375176ca,33ca,ca
3301,33751763330487ca,0.0,0.0,2016,430,33.0,0.0,4.77,47.34,36.15,51.9,0,3375176ca,33ca,ca
3302,33751763330487ca,0.0,0.0,2017,509,31.04,0.0,3.51,44.92,38.08,51.0,0,3375176ca,33ca,ca
3303,33751763330487ca,0.0,0.0,2018,477,28.09,0.0,4.69,50.2,30.2,53.89,0,3375176ca,33ca,ca
3304,33751763330487ca,0.0,0.0,2019,448,32.59,0.0,6.61,48.05,33.66,53.66,0,3375176ca,33ca,ca
3305,33751763330487ca,0.2727,0.7273,2021,19,52.63,0.8636,4.35,56.31,26.09,55.92,0,3375176ca,33ca,ca
3306,33751763332350ca,0.0,0.0,2015,462,25.0,0.0,6.92,50.58,34.62,60.75,0,3375176ca,33ca,ca
3307,33751763332350ca,0.0,0.0,2016,481,25.0,0.0,3.93,53.0,32.3,61.1,0,3375176ca,33ca,ca
3308,33751763332350ca,0.0,0.0,2017,447,24.83,0.0,2.97,52.75,31.99,61.25,0,3375176ca,33ca,ca
3309,33751763332350ca,0.0,0.0,2018,413,20.1,0.0,3.46,57.23,26.48,63.45,0,3375176ca,33ca,ca
3310,33751763332350ca,0.0,0.0,2019,445,20.22,0.0,3.55,54.49,32.99,61.33,0,3375176ca,33ca,ca
3311,33751763332350ca,0.2727,0.7273,2021,14,28.57,0.8636,6.58,56.9,26.11,62.61,0,3375176ca,33ca,ca
3312,33751923330917ca,0.0,0.0,2015,71,58.0,0.0,5.62,30.34,46.07,8.37,1,3375192ca,33ca,ca
3313,33751923330917ca,0.0,0.0,2016,83,42.0,0.0,2.63,35.53,44.74,20.3,1,3375192ca,33ca,ca
3314,33751923330917ca,0.0,0.0,2017,70,44.29,0.0,3.53,38.82,35.29,17.78,1,3375192ca,33ca,ca
3315,33751923330917ca,0.0,0.0,2018,80,27.5,0.0,4.82,36.14,36.14,19.75,1,3375192ca,33ca,ca
3316,33751923330917ca,0.0,0.0,2019,79,50.63,0.0,0.0,45.68,30.86,21.18,1,3375192ca,33ca,ca
3317,33751923330917ca,0.2727,0.7273,2021,84,52.38,0.8636,6.41,35.9,34.62,16.4,1,3375192ca,33ca,ca
3318,34673140105916ca,0.0,0.0,2015,499,29.0,0.0,17.11,28.57,6.0,71.2,0,3467314ca,34ca,ca
3319,34673140105916ca,0.0,0.0,2016,531,34.0,0.0,15.89,28.97,5.23,69.74,0,3467314ca,34ca,ca
3320,34673140105916ca,0.0,0.0,2017,511,31.12,0.0,14.12,26.22,4.54,69.02,0,3467314ca,34ca,ca
3321,34673140105916ca,0.0,0.0,2018,561,26.56,0.0,15.54,22.8,6.74,67.6,0,3467314ca,34ca,ca
3322,34673140105916ca,0.0,0.0,2019,549,33.88,0.0,14.41,25.09,7.12,65.4,0,3467314ca,34ca,ca
3323,34673140105916ca,0.0,0.9091,2021,409,44.25,1.0,16.64,22.13,3.83,52.19,0,3467314ca,34ca,ca
3324,34673140108753ca,0.0,0.0,2015,574,59.0,0.0,7.63,18.57,39.47,31.51,0,3467314ca,34ca,ca
3325,34673140108753ca,0.0,0.0,2016,565,62.0,0.0,7.92,15.69,38.03,28.59,0,3467314ca,34ca,ca
3326,34673140108753ca,0.0,0.0,2017,585,64.79,0.0,5.47,19.66,38.46,27.77,0,3467314ca,34ca,ca
3327,34673140108753ca,0.0,0.0,2018,547,66.54,0.0,5.77,18.43,33.97,29.28,0,3467314ca,34ca,ca
3328,34673140108753ca,0.0,0.0,2019,586,66.38,0.0,4.5,21.54,36.17,26.22,0,3467314ca,34ca,ca
3329,34673140108753ca,0.0,0.9091,2021,505,57.23,1.0,3.44,19.06,33.28,23.97,0,3467314ca,34ca,ca
3330,34673140116897ca,0.0,0.0,2015,410,49.0,0.0,15.88,20.61,26.86,33.9,0,3467314ca,34ca,ca
3331,34673140116897ca,0.0,0.0,2016,551,49.0,0.0,18.51,22.24,25.98,32.88,0,3467314ca,34ca,ca
3332,34673140116897ca,0.0,0.0,2017,555,49.55,0.0,17.25,20.73,27.36,30.19,0,3467314ca,34ca,ca
3333,34673140116897ca,0.0,0.0,2018,536,43.1,0.0,15.94,22.99,22.15,31.67,0,3467314ca,34ca,ca
3334,34673140116897ca,0.0,0.0,2019,563,53.46,0.0,14.53,20.93,19.77,30.57,0,3467314ca,34ca,ca
3335,34673140116897ca,0.0,0.9091,2021,368,57.61,1.0,14.17,22.55,14.37,27.13,0,3467314ca,34ca,ca
3336,34673143430170ca,0.0,0.0,2015,297,18.0,0.0,21.28,42.56,3.33,89.48,0,3467314ca,34ca,ca
3337,34673143430170ca,0.0,0.0,2016,360,26.0,0.0,21.51,42.18,3.07,89.34,0,3467314ca,34ca,ca
3338,34673143430170ca,0.0,0.0,2017,333,18.62,0.0,20.0,45.0,1.76,94.37,0,3467314ca,34ca,ca
3339,34673143430170ca,0.0,0.0,2018,314,16.88,0.0,15.6,46.52,5.01,85.51,0,3467314ca,34ca,ca
3340,34673143430170ca,0.0,0.0,2019,324,20.99,0.0,14.32,44.05,2.16,93.97,0,3467314ca,34ca,ca
3341,34673143430170ca,0.0,0.9091,2021,239,22.59,1.0,14.59,48.54,2.39,91.7,0,3467314ca,34ca,ca
3342,34673143430311ca,0.0,0.0,2015,13,0.0,0.0,26.83,41.46,17.07,61.54,0,3467314ca,34ca,ca
3343,34673143430311ca,0.0,0.0,2016,56,0.0,0.0,29.27,34.15,21.95,66.97,0,3467314ca,34ca,ca
3344,34673143430311ca,0.0,0.0,2017,61,0.0,0.0,24.44,44.44,20.0,62.12,0,3467314ca,34ca,ca
3345,34673143430311ca,0.0,0.0,2018,82,0.0,0.0,28.57,40.48,14.29,61.72,0,3467314ca,34ca,ca
3346,34673143430311ca,0.0,0.0,2019,62,0.0,0.0,23.68,34.21,10.53,62.59,0,3467314ca,34ca,ca
3347,34673143430311ca,0.0,0.9091,2021,22,4.55,1.0,32.14,35.71,14.29,62.92,0,3467314ca,34ca,ca
3348,34673143430352ca,0.0,0.0,2015,44,9.0,0.0,13.04,52.17,13.04,40.98,0,3467314ca,34ca,ca
3349,34673143430352ca,0.0,0.0,2016,46,9.0,0.0,16.33,36.73,28.57,45.79,0,3467314ca,34ca,ca
3350,34673143430352ca,0.0,0.0,2017,46,6.52,0.0,20.83,41.67,20.83,41.75,0,3467314ca,34ca,ca
3351,34673143430352ca,0.0,0.0,2018,46,0.0,0.0,24.24,30.3,9.09,48.02,0,3467314ca,34ca,ca
3352,34673143430352ca,0.0,0.0,2019,51,1.96,0.0,19.35,38.71,16.13,48.73,0,3467314ca,34ca,ca
3353,34673143430352ca,0.0,0.9091,2021,38,15.79,1.0,17.27,42.73,13.64,44.78,0,3467314ca,34ca,ca
3354,34673143430477ca,0.0,0.0,2015,313,18.0,0.0,13.87,33.82,6.65,88.77,0,3467314ca,34ca,ca
3355,34673143430477ca,0.0,0.0,2016,284,15.0,0.0,12.86,36.29,5.43,92.37,0,3467314ca,34ca,ca
3356,34673143430477ca,0.0,0.0,2017,333,12.61,0.0,11.55,34.65,3.94,94.26,0,3467314ca,34ca,ca
3357,34673143430477ca,0.0,0.0,2018,326,19.63,0.0,11.11,34.21,4.39,85.2,0,3467314ca,34ca,ca
3358,34673143430477ca,0.0,0.0,2019,330,19.09,0.0,12.74,37.98,5.05,91.55,0,3467314ca,34ca,ca
3359,34673143430477ca,0.0,0.9091,2021,241,26.97,1.0,11.64,39.27,3.65,92.87,0,3467314ca,34ca,ca
3360,34673143430592ca,0.0,0.0,2015,359,31.0,0.0,23.87,22.37,24.73,50.66,0,3467314ca,34ca,ca
3361,34673143430592ca,0.0,0.0,2016,416,31.0,0.0,16.41,24.83,22.39,48.2,0,3467314ca,34ca,ca
3362,34673143430592ca,0.0,0.0,2017,420,32.86,0.0,14.52,26.93,25.76,44.8,0,3467314ca,34ca,ca
3363,34673143430592ca,0.0,0.0,2018,404,29.46,0.0,14.6,27.45,22.0,46.04,0,3467314ca,34ca,ca
3364,34673143430592ca,0.0,0.0,2019,435,37.7,0.0,15.51,28.09,23.27,45.81,0,3467314ca,34ca,ca
3365,34673143430592ca,0.0,0.9091,2021,257,43.19,1.0,15.74,29.07,19.07,39.31,0,3467314ca,34ca,ca
3366,34673143430618ca,0.0,0.0,2015,569,36.0,0.0,14.13,25.54,15.94,58.57,0,3467314ca,34ca,ca
3367,34673143430618ca,0.0,0.0,2016,527,32.0,0.0,11.34,24.74,16.15,58.52,0,3467314ca,34ca,ca
3368,34673143430618ca,0.0,0.0,2017,545,35.96,0.0,16.25,23.44,14.69,56.16,0,3467314ca,34ca,ca
3369,34673143430618ca,0.0,0.0,2018,585,27.35,0.0,12.48,21.96,17.06,58.55,0,3467314ca,34ca,ca
3370,34673143430618ca,0.0,0.0,2019,571,35.03,0.0,12.56,26.23,14.15,57.02,0,3467314ca,34ca,ca
3371,34673143430618ca,0.0,0.9091,2021,304,41.45,1.0,13.41,26.98,11.63,47.1,0,3467314ca,34ca,ca
3372,34673143430873ca,0.0,0.0,2015,603,59.0,0.0,14.06,19.53,20.78,35.56,0,3467314ca,34ca,ca
3373,34673143430873ca,0.0,0.0,2016,602,59.0,0.0,14.83,18.91,18.0,36.27,0,3467314ca,34ca,ca
3374,34673143430873ca,0.0,0.0,2017,619,58.0,0.0,13.58,20.53,17.72,34.48,0,3467314ca,34ca,ca
3375,34673143430873ca,0.0,0.0,2018,571,46.76,0.0,11.3,20.63,16.42,36.12,0,3467314ca,34ca,ca
3376,34673143430873ca,0.0,0.0,2019,622,57.56,0.0,12.52,21.97,15.72,35.05,0,3467314ca,34ca,ca
3377,34673143430873ca,0.0,0.9091,2021,499,56.51,1.0,9.24,16.24,18.93,26.67,0,3467314ca,34ca,ca
3378,34673143432572ca,0.0,0.0,2015,426,45.0,0.0,4.9,19.81,48.95,35.66,0,3467314ca,34ca,ca
3379,34673143432572ca,0.0,0.0,2016,414,41.0,0.0,7.86,27.73,39.96,35.89,0,3467314ca,34ca,ca
3380,34673143432572ca,0.0,0.0,2017,430,38.6,0.0,6.42,21.63,43.04,34.81,0,3467314ca,34ca,ca
3381,34673143432572ca,0.0,0.0,2018,409,35.45,0.0,5.94,28.08,35.62,36.63,0,3467314ca,34ca,ca
3382,34673143432572ca,0.0,0.0,2019,352,34.38,0.0,7.68,28.78,39.45,36.53,0,3467314ca,34ca,ca
3383,34673143432572ca,0.0,0.9091,2021,302,42.72,1.0,5.91,30.68,33.64,30.62,0,3467314ca,34ca,ca
3384,34673146112254ca,0.0,0.0,2015,87,5.0,0.0,17.57,29.73,32.43,36.77,1,3467314ca,34ca,ca
3385,34673146112254ca,0.0,0.0,2016,102,9.0,0.0,19.18,36.99,27.4,38.53,1,3467314ca,34ca,ca
3386,34673146112254ca,0.0,0.0,2017,75,9.33,0.0,19.35,29.03,24.19,38.35,1,3467314ca,34ca,ca
3387,34673146112254ca,0.0,0.0,2018,83,10.84,0.0,13.33,36.0,29.33,51.61,1,3467314ca,34ca,ca
3388,34673146112254ca,0.0,0.0,2019,97,6.19,0.0,12.16,39.19,18.92,42.53,1,3467314ca,34ca,ca
3389,34673146112254ca,0.2727,0.7273,2021,44,13.64,0.8636,5.66,33.96,32.08,42.74,1,3467314ca,34ca,ca
3390,34674390102038ca,0.0,0.0,2015,206,17.0,0.0,66.83,19.8,1.98,68.85,1,3467439ca,34ca,ca
3391,34674390102038ca,0.0,0.0,2016,168,23.0,0.0,57.01,26.7,2.26,71.64,1,3467439ca,34ca,ca
3392,34674390102038ca,0.0,0.0,2017,187,22.99,0.0,61.33,29.83,0.0,70.45,1,3467439ca,34ca,ca
3393,34674390102038ca,0.0,0.0,2018,164,10.37,0.0,60.38,23.27,1.89,76.11,1,3467439ca,34ca,ca
3394,34674390102038ca,0.0,0.0,2019,132,26.52,0.0,46.96,33.04,0.87,69.84,1,3467439ca,34ca,ca
3395,34674390102038ca,0.2727,0.7273,2021,91,25.27,0.8636,54.84,26.88,1.08,75.68,1,3467439ca,34ca,ca
3396,34674470121467ca,0.0,0.0,2015,14,14.0,0.0,5.26,68.42,10.53,76.03,1,3467447ca,34ca,ca
3397,34674470121467ca,0.0,0.0,2016,16,38.0,0.0,10.0,65.0,15.0,79.49,1,3467447ca,34ca,ca
3398,34674470121467ca,0.0,0.0,2017,14,21.43,0.0,17.5,70.0,5.0,81.77,1,3467447ca,34ca,ca
3399,34674470121467ca,0.0,0.0,2018,35,25.71,0.0,7.89,73.68,10.53,81.88,1,3467447ca,34ca,ca
3400,34674470121467ca,0.0,0.0,2019,25,16.0,0.0,11.32,75.47,1.89,88.75,1,3467447ca,34ca,ca
3401,34674470121467ca,0.2727,0.7273,2021,39,28.21,0.8636,14.29,71.43,1.59,82.25,1,3467447ca,34ca,ca
3402,34674473430048ca,0.0,0.0,2015,195,14.0,0.0,9.01,27.93,58.11,64.08,0,3467447ca,34ca,ca
3403,34674473430048ca,0.0,0.0,2016,186,15.0,0.0,7.38,31.97,52.05,65.03,0,3467447ca,34ca,ca
3404,34674473430048ca,0.0,0.0,2017,219,18.72,0.0,5.75,31.86,50.88,63.02,0,3467447ca,34ca,ca
3405,34674473430048ca,0.0,0.0,2018,199,10.55,0.0,2.36,42.92,46.7,68.81,0,3467447ca,34ca,ca
3406,34674473430048ca,0.0,0.0,2019,187,17.65,0.0,5.53,38.3,45.11,65.72,0,3467447ca,34ca,ca
3407,34674473430048ca,0.3636,0.6364,2021,68,10.29,0.8182,6.31,36.89,46.12,55.71,0,3467447ca,34ca,ca
3408,34674473430386ca,0.0,0.0,2015,61,7.0,0.0,11.32,13.21,66.04,35.62,0,3467447ca,34ca,ca
3409,34674473430386ca,0.0,0.0,2016,69,12.0,0.0,1.75,19.3,70.18,37.41,0,3467447ca,34ca,ca
3410,34674473430386ca,0.0,0.0,2017,62,16.13,0.0,3.77,26.42,66.04,43.04,0,3467447ca,34ca,ca
3411,34674473430386ca,0.0,0.0,2018,65,7.69,0.0,0.0,20.41,75.51,51.37,0,3467447ca,34ca,ca
3412,34674473430386ca,0.0,0.0,2019,51,7.84,0.0,0.0,7.84,84.31,50.62,0,3467447ca,34ca,ca
3413,34674473430386ca,0.3636,0.6364,2021,43,34.88,0.8182,8.2,24.59,50.82,34.3,0,3467447ca,34ca,ca
3414,34674473430493ca,0.0,0.0,2015,433,45.0,0.0,3.04,15.75,72.3,24.42,0,3467447ca,34ca,ca
3415,34674473430493ca,0.0,0.0,2016,503,54.0,0.0,3.86,15.24,70.6,24.32,0,3467447ca,34ca,ca
3416,34674473430493ca,0.0,0.0,2017,427,50.82,0.0,2.59,18.16,69.06,24.0,0,3467447ca,34ca,ca
3417,34674473430493ca,0.0,0.0,2018,457,47.48,0.0,2.06,16.25,65.22,28.62,0,3467447ca,34ca,ca
3418,34674473430493ca,0.0,0.0,2019,416,50.96,0.0,2.61,19.84,66.73,26.93,0,3467447ca,34ca,ca
3419,34674473430493ca,0.3636,0.6364,2021,355,52.11,0.8182,1.66,20.08,65.22,22.59,0,3467447ca,34ca,ca
3420,34674473430717ca,0.0,0.0,2015,546,12.0,0.0,8.96,20.75,62.74,47.65,1,3467447ca,34ca,ca
3421,34674473430717ca,0.0,0.0,2016,615,12.0,0.0,8.42,20.09,61.74,47.54,1,3467447ca,34ca,ca
3422,34674473430717ca,0.0,0.0,2017,671,11.77,0.0,7.9,24.66,56.13,46.59,1,3467447ca,34ca,ca
3423,34674473430717ca,0.0,0.0,2018,708,8.9,0.0,10.07,24.0,53.38,45.69,1,3467447ca,34ca,ca
3424,34674473430717ca,0.0,0.0,2019,740,12.3,0.0,8.87,23.92,53.91,48.34,1,3467447ca,34ca,ca
3425,34674473430717ca,0.2727,0.7273,2021,828,21.14,0.8636,6.42,26.63,51.68,48.58,1,3467447ca,34ca,ca
3426,34674473431111ca,0.0,0.0,2015,296,21.0,0.0,1.83,11.59,79.88,32.79,0,3467447ca,34ca,ca
3427,34674473431111ca,0.0,0.0,2016,240,25.0,0.0,2.36,12.12,76.43,30.83,0,3467447ca,34ca,ca
3428,34674473431111ca,0.0,0.0,2017,261,28.35,0.0,0.71,12.72,80.57,33.36,0,3467447ca,34ca,ca
3429,34674473431111ca,0.0,0.0,2018,237,27.85,0.0,2.03,15.93,67.46,37.08,0,3467447ca,34ca,ca
3430,34674473431111ca,0.0,0.0,2019,258,23.26,0.0,2.52,16.67,70.44,35.0,0,3467447ca,34ca,ca
3431,34674473431111ca,0.3636,0.6364,2021,27,59.26,0.8182,1.75,21.33,69.58,28.25,0,3467447ca,34ca,ca
3432,34674473432051ca,0.0,0.0,2015,399,20.0,0.0,8.26,17.89,63.3,43.12,0,3467447ca,34ca,ca
3433,34674473432051ca,0.0,0.0,2016,309,27.0,0.0,7.01,21.26,60.75,44.4,0,3467447ca,34ca,ca
3434,34674473432051ca,0.0,0.0,2017,341,23.17,0.0,5.9,18.18,65.36,45.91,0,3467447ca,34ca,ca
3435,34674473432051ca,0.0,0.0,2018,362,24.03,0.0,5.1,22.33,58.25,49.82,0,3467447ca,34ca,ca
3436,34674473432051ca,0.0,0.0,2019,364,25.27,0.0,6.86,21.37,61.48,50.12,0,3467447ca,34ca,ca
3437,34674473432051ca,0.3636,0.6364,2021,108,37.04,0.8182,5.57,24.7,55.93,41.48,0,3467447ca,34ca,ca
3438,34674473432317ca,0.0,0.0,2015,375,33.0,0.0,11.21,24.85,55.76,43.51,0,3467447ca,34ca,ca
3439,34674473432317ca,0.0,0.0,2016,306,33.0,0.0,11.11,30.77,48.15,45.27,0,3467447ca,34ca,ca
3440,34674473432317ca,0.0,0.0,2017,307,30.62,0.0,8.7,19.42,62.61,45.82,0,3467447ca,34ca,ca
3441,34674473432317ca,0.0,0.0,2018,322,39.75,0.0,8.24,23.58,51.42,49.09,0,3467447ca,34ca,ca
3442,34674473432317ca,0.0,0.0,2019,315,24.13,0.0,9.54,28.62,46.29,46.79,0,3467447ca,34ca,ca
3443,34674473432317ca,0.3636,0.6364,2021,51,37.25,0.8182,10.58,36.22,38.14,41.63,0,3467447ca,34ca,ca
3444,34674473432838ca,0.0,0.0,2015,145,2.0,0.0,28.07,40.35,19.3,92.3,0,3467447ca,34ca,ca
3445,34674473432838ca,0.0,0.0,2016,130,4.0,0.0,25.18,35.25,24.46,94.59,0,3467447ca,34ca,ca
3446,34674473432838ca,0.0,0.0,2017,141,0.71,0.0,28.1,38.84,20.66,93.4,0,3467447ca,34ca,ca
3447,34674473432838ca,0.0,0.0,2018,137,0.73,0.0,21.82,38.79,19.39,93.78,0,3467447ca,34ca,ca
3448,34674473432838ca,0.0,0.0,2019,151,0.0,0.0,25.34,39.04,18.49,95.76,0,3467447ca,34ca,ca
3449,34674473432838ca,0.3636,0.6364,2021,46,4.35,0.8182,21.43,39.56,13.19,88.03,0,3467447ca,34ca,ca
3450,34674473435930ca,0.0,0.0,2015,370,58.0,0.0,9.52,18.1,40.24,42.38,0,3467447ca,34ca,ca
3451,34674473435930ca,0.0,0.0,2016,404,54.0,0.0,8.09,22.06,36.27,45.94,0,3467447ca,34ca,ca
3452,34674473435930ca,0.0,0.0,2017,379,50.66,0.0,8.55,17.98,39.04,48.6,0,3467447ca,34ca,ca
3453,34674473435930ca,0.0,0.0,2018,415,47.23,0.0,7.92,22.06,34.26,53.16,0,3467447ca,34ca,ca
3454,34674473435930ca,0.0,0.0,2019,420,44.29,0.0,6.44,21.48,36.28,52.18,0,3467447ca,34ca,ca
3455,34674473435930ca,0.3636,0.6364,2021,154,77.27,0.8182,5.69,19.8,32.43,48.11,0,3467447ca,34ca,ca
3456,34674473436714ca,0.0,0.0,2015,329,35.0,0.0,5.5,17.46,63.88,21.41,0,3467447ca,34ca,ca
3457,34674473436714ca,0.0,0.0,2016,385,46.0,0.0,4.24,13.47,68.58,20.72,0,3467447ca,34ca,ca
3458,34674473436714ca,0.0,0.0,2017,374,51.07,0.0,3.61,15.42,67.23,19.9,0,3467447ca,34ca,ca
3459,34674473436714ca,0.0,0.0,2018,370,49.19,0.0,3.58,17.47,63.79,23.79,0,3467447ca,34ca,ca
3460,34674473436714ca,0.0,0.0,2019,456,42.54,0.0,3.7,19.34,62.14,20.88,0,3467447ca,34ca,ca
3461,34674473436714ca,0.3636,0.6364,2021,301,37.87,0.8182,3.69,18.87,62.47,20.31,0,3467447ca,34ca,ca
3462,34739733430378ca,0.0,0.0,2015,260,45.0,0.0,12.82,20.51,47.44,53.46,0,3473973ca,34ca,ca
3463,34739733430378ca,0.0,0.0,2016,283,45.0,0.0,11.63,26.25,44.52,57.61,0,3473973ca,34ca,ca
3464,34739733430378ca,0.0,0.0,2017,258,42.64,0.0,14.55,26.67,41.21,55.64,0,3473973ca,34ca,ca
3465,34739733430378ca,0.0,0.0,2018,287,31.71,0.0,10.26,24.5,43.05,60.94,0,3473973ca,34ca,ca
3466,34739733430378ca,0.0,0.0,2019,278,42.45,0.0,12.46,27.21,40.98,58.46,0,3473973ca,34ca,ca
3467,34739733430378ca,0.0909,0.7273,2021,120,37.5,0.8636,8.68,31.51,35.37,65.55,0,3473973ca,34ca,ca
3468,34752830102236ca,0.0,0.0,2015,385,26.0,0.0,23.72,25.0,12.82,56.83,0,3475283ca,34ca,ca
3469,34752830102236ca,0.0,0.0,2016,422,31.0,0.0,23.24,28.91,12.5,48.48,0,3475283ca,34ca,ca
3470,34752830102236ca,0.0,0.0,2017,484,25.0,0.0,24.95,24.95,15.52,46.42,0,3475283ca,34ca,ca
3471,34752830102236ca,0.0,0.0,2018,468,24.36,0.0,24.01,26.93,13.38,49.22,0,3475283ca,34ca,ca
3472,34752830102236ca,0.0,0.0,2019,548,31.57,0.0,20.07,25.43,16.61,54.12,0,3475283ca,34ca,ca
3473,34752830102236ca,0.0,1.0,2021,395,39.49,1.0,18.38,25.43,12.54,45.78,0,3475283ca,34ca,ca
3474,34752830112425ca,0.0,0.0,2015,158,28.0,0.0,10.07,20.86,30.94,43.4,1,3475283ca,34ca,ca
3475,34752830112425ca,0.0,0.0,2016,132,43.0,0.0,9.09,24.48,14.69,40.0,1,3475283ca,34ca,ca
3476,34752830112425ca,0.0,0.0,2017,145,52.41,0.0,5.56,29.63,14.81,38.83,1,3475283ca,34ca,ca
3477,34752830112425ca,0.0,0.0,2018,162,63.58,0.0,6.12,23.81,18.37,43.39,1,3475283ca,34ca,ca
3478,34752830112425ca,0.0,0.0,2019,147,52.38,0.0,5.3,31.79,14.57,47.97,1,3475283ca,34ca,ca
