,schoolcode,hybridper,virtualper,year,totaltested,elapass,schoolmode,black,hispanic,white,lowincome,charter,districtcode,countycode,state
5522,56725460120634ca,0.0,0.0,2017,32,53.13,0.0,7.55,58.49,30.19,45.83,1,5672546ca,56ca,ca
5523,56725460120634ca,0.0,0.0,2018,48,56.25,0.0,1.79,58.93,28.57,51.72,1,5672546ca,56ca,ca
5524,56725460120634ca,0.0,0.0,2019,52,50.0,0.0,2.99,61.19,28.36,44.53,1,5672546ca,56ca,ca
5525,56725460120634ca,0.3636,0.6364,2021,41,46.34,0.8182,4.48,55.22,23.88,30.12,1,5672546ca,56ca,ca
5526,56725460125674ca,0.0,0.0,2015,88,26.0,0.0,0.88,87.72,7.89,75.16,0,5672546ca,56ca,ca
5527,56725460125674ca,0.0,0.0,2016,158,22.0,0.0,0.0,84.62,7.69,60.0,0,5672546ca,56ca,ca
5528,56725460125674ca,0.0,0.0,2017,124,18.55,0.0,3.57,85.71,7.14,73.98,0,5672546ca,56ca,ca
5529,56725460125674ca,0.0,0.0,2018,166,19.88,0.0,1.61,88.71,8.47,68.41,0,5672546ca,56ca,ca
5530,56725460125674ca,0.0,0.0,2019,276,14.86,0.0,0.0,87.59,10.34,76.5,0,5672546ca,56ca,ca
5531,56725460125674ca,1.0,0.0,2021,91,29.67,0.5,1.94,75.73,16.5,76.03,0,5672546ca,56ca,ca
5532,56725465630066ca,0.0,0.0,2015,146,9.0,0.0,4.35,86.96,6.52,84.83,0,5672546ca,56ca,ca
5533,56725465630066ca,0.0,0.0,2016,148,9.0,0.0,1.03,89.69,8.25,64.67,0,5672546ca,56ca,ca
5534,56725465630066ca,0.0,0.0,2017,141,3.55,0.0,0.0,93.55,3.23,82.52,0,5672546ca,56ca,ca
5535,56725465630066ca,0.0,0.0,2018,148,3.38,0.0,0.0,94.64,2.98,86.31,0,5672546ca,56ca,ca
5536,56725465630066ca,0.0,0.0,2019,233,0.86,0.0,1.3,91.56,4.55,92.34,0,5672546ca,56ca,ca
5537,56725465630066ca,1.0,0.0,2021,27,14.81,0.5,3.7,90.74,5.56,90.22,0,5672546ca,56ca,ca
5538,56725465630389ca,0.0,0.0,2015,665,28.0,0.0,1.76,91.33,1.38,77.56,0,5672546ca,56ca,ca
5539,56725465630389ca,0.0,0.0,2016,713,54.0,0.0,1.21,91.79,2.05,70.12,0,5672546ca,56ca,ca
5540,56725465630389ca,0.0,0.0,2017,781,45.58,0.0,0.77,95.12,1.16,79.33,0,5672546ca,56ca,ca
5541,56725465630389ca,0.0,0.0,2018,742,42.99,0.0,1.46,92.82,1.06,75.6,0,5672546ca,56ca,ca
5542,56725465630389ca,0.0,0.0,2019,686,43.0,0.0,0.66,93.93,1.32,73.01,0,5672546ca,56ca,ca
5543,56725465630389ca,1.0,0.0,2021,451,41.91,0.5,1.03,94.09,1.03,83.59,0,5672546ca,56ca,ca
5544,56725465631619ca,0.0,0.0,2015,580,56.0,0.0,1.37,37.84,44.83,28.62,0,5672546ca,56ca,ca
5545,56725465631619ca,0.0,0.0,2016,621,77.0,0.0,1.76,42.18,43.06,24.85,0,5672546ca,56ca,ca
5546,56725465631619ca,0.0,0.0,2017,536,66.6,0.0,1.9,40.38,40.95,30.54,0,5672546ca,56ca,ca
5547,56725465631619ca,0.0,0.0,2018,482,69.92,0.0,3.14,36.76,49.83,25.63,0,5672546ca,56ca,ca
5548,56725465631619ca,0.0,0.0,2019,515,60.0,0.0,1.76,40.85,41.73,24.35,0,5672546ca,56ca,ca
5549,56725465631619ca,1.0,0.0,2021,330,61.82,0.5,1.19,42.18,37.82,26.86,0,5672546ca,56ca,ca
5550,56725465631742ca,0.0,0.0,2015,547,34.0,0.0,1.03,88.62,1.9,77.79,0,5672546ca,56ca,ca
5551,56725465631742ca,0.0,0.0,2016,531,59.0,0.0,1.89,89.5,1.38,74.37,0,5672546ca,56ca,ca
5552,56725465631742ca,0.0,0.0,2017,553,45.21,0.0,0.52,89.86,1.75,81.19,0,5672546ca,56ca,ca
5553,56725465631742ca,0.0,0.0,2018,523,38.62,0.0,0.45,87.07,3.46,82.09,0,5672546ca,56ca,ca
5554,56725465631742ca,0.0,0.0,2019,585,39.32,0.0,0.97,89.79,1.46,81.88,0,5672546ca,56ca,ca
5555,56725465631742ca,1.0,0.0,2021,454,51.76,0.5,0.66,90.25,1.45,83.08,0,5672546ca,56ca,ca
5556,56725465632849ca,0.0,0.0,2015,371,40.0,0.0,0.56,89.98,3.9,80.58,0,5672546ca,56ca,ca
5557,56725465632849ca,0.0,0.0,2016,477,47.0,0.0,0.95,90.68,3.04,79.3,0,5672546ca,56ca,ca
5558,56725465632849ca,0.0,0.0,2017,472,38.77,0.0,1.99,90.42,3.25,84.91,0,5672546ca,56ca,ca
5559,56725465632849ca,0.0,0.0,2018,487,31.83,0.0,1.61,91.95,1.61,86.73,0,5672546ca,56ca,ca
5560,56725465632849ca,0.0,0.0,2019,376,38.3,0.0,1.34,92.37,1.34,80.92,0,5672546ca,56ca,ca
5561,56725465632849ca,1.0,0.0,2021,402,42.29,0.5,0.53,92.54,3.55,82.38,0,5672546ca,56ca,ca
5562,56725465634548ca,0.0,0.0,2015,614,47.0,0.0,1.75,82.61,7.41,60.93,0,5672546ca,56ca,ca
5563,56725465634548ca,0.0,0.0,2016,617,44.0,0.0,2.01,85.19,6.17,52.77,0,5672546ca,56ca,ca
5564,56725465634548ca,0.0,0.0,2017,560,47.32,0.0,2.08,84.25,6.24,61.41,0,5672546ca,56ca,ca
5565,56725465634548ca,0.0,0.0,2018,596,41.28,0.0,2.04,87.9,5.98,62.76,0,5672546ca,56ca,ca
5566,56725465634548ca,0.0,0.0,2019,615,38.37,0.0,2.42,83.62,8.26,62.58,0,5672546ca,56ca,ca
5567,56725465634548ca,1.0,0.0,2021,489,51.74,0.5,1.4,85.83,5.61,70.03,0,5672546ca,56ca,ca
5568,56725465634761ca,0.0,0.0,2015,468,49.0,0.0,3.38,73.16,15.9,53.42,0,5672546ca,56ca,ca
5569,56725465634761ca,0.0,0.0,2016,452,45.0,0.0,2.54,73.14,13.97,51.37,0,5672546ca,56ca,ca
5570,56725465634761ca,0.0,0.0,2017,503,46.72,0.0,2.35,76.27,10.59,59.96,0,5672546ca,56ca,ca
5571,56725465634761ca,0.0,0.0,2018,453,36.64,0.0,2.86,78.44,10.69,63.86,0,5672546ca,56ca,ca
5572,56725465634761ca,0.0,0.0,2019,461,47.07,0.0,2.78,80.72,7.16,64.48,0,5672546ca,56ca,ca
5573,56725465634761ca,1.0,0.0,2021,297,48.48,0.5,1.77,83.72,6.73,63.4,0,5672546ca,56ca,ca
5574,56726035630322ca,0.0,0.0,2015,265,86.0,0.0,1.53,26.3,50.46,17.68,0,5672603ca,56ca,ca
5575,56726035630322ca,0.0,0.0,2016,301,86.0,0.0,1.81,27.11,47.89,17.49,0,5672603ca,56ca,ca
5576,56726035630322ca,0.0,0.0,2017,299,82.94,0.0,0.77,32.82,46.33,20.23,0,5672603ca,56ca,ca
5577,56726035630322ca,0.0,0.0,2018,249,83.94,0.0,1.42,24.2,44.48,23.69,0,5672603ca,56ca,ca
5578,56726035630322ca,0.0,0.0,2019,270,87.78,0.0,1.69,24.58,45.34,24.24,0,5672603ca,56ca,ca
5579,56726035630322ca,0.0,1.0,2021,143,67.13,1.0,0.77,27.97,46.36,22.39,0,5672603ca,56ca,ca
5580,56726035634993ca,0.0,0.0,2015,89,17.0,0.0,0.0,41.27,53.97,52.41,0,5672603ca,56ca,ca
5581,56726035634993ca,0.0,0.0,2016,112,17.0,0.0,1.54,49.23,43.08,46.36,0,5672603ca,56ca,ca
5582,56726035634993ca,0.0,0.0,2017,93,20.43,0.0,0.0,69.23,26.92,53.42,0,5672603ca,56ca,ca
5583,56726035634993ca,0.0,0.0,2018,54,12.96,0.0,0.0,61.54,38.46,60.61,0,5672603ca,56ca,ca
5584,56726035634993ca,0.0,0.0,2019,57,0.0,0.0,0.0,65.22,30.43,46.99,0,5672603ca,56ca,ca
5585,56726035634993ca,0.0,1.0,2021,43,16.28,1.0,0.0,73.68,21.05,49.18,0,5672603ca,56ca,ca
5586,56726035635008ca,0.0,0.0,2015,482,64.0,0.0,1.28,39.02,49.68,27.63,0,5672603ca,56ca,ca
5587,56726035635008ca,0.0,0.0,2016,413,73.0,0.0,0.61,35.76,52.73,29.77,0,5672603ca,56ca,ca
5588,56726035635008ca,0.0,0.0,2017,447,68.68,0.0,1.66,42.74,44.61,31.53,0,5672603ca,56ca,ca
5589,56726035635008ca,0.0,0.0,2018,439,64.46,0.0,1.19,40.4,47.92,35.45,0,5672603ca,56ca,ca
5590,56726035635008ca,0.0,0.0,2019,459,61.44,0.0,0.74,39.41,46.47,34.08,0,5672603ca,56ca,ca
5591,56726035635008ca,0.0,1.0,2021,156,44.23,1.0,0.82,46.3,41.56,30.69,0,5672603ca,56ca,ca
5592,56726035636188ca,0.0,0.0,2015,438,56.0,0.0,0.82,28.54,59.75,20.22,0,5672603ca,56ca,ca
5593,56726035636188ca,0.0,0.0,2016,441,53.0,0.0,0.75,27.36,57.92,22.07,0,5672603ca,56ca,ca
5594,56726035636188ca,0.0,0.0,2017,470,72.55,0.0,0.73,30.29,54.74,24.45,0,5672603ca,56ca,ca
5595,56726035636188ca,0.0,0.0,2018,476,61.76,0.0,0.74,30.31,55.64,27.86,0,5672603ca,56ca,ca
