,schoolcode,districtcode,countycode,year,charter,dropout,schoolmode,virtualper,hybridper,totalenrolled,lowincome,white,black,hispanic,state
8,005902001tx,005902tx,005tx,2017,0.0,0,0.0,0.0,0.0,311,18.9711,89.3891,0.6431,8.0386,tx
12,011901005tx,011901tx,011tx,2017,0.0,0,0.0,0.0,0.0,171,60.2339,25.1462,3.5088,67.8363,tx
13,011905001tx,011905tx,011tx,2017,0.0,0,0.0,0.0,0.0,30,66.6667,40.0,0.0,60.0,tx
16,014803004tx,014803tx,014tx,2017,0.0,0,0.0,0.0,0.0,68,27.9412,69.1176,1.4706,25.0,tx
17,014803101tx,014803tx,014tx,2017,0.0,0,0.0,0.0,0.0,64,43.75,57.8125,9.375,28.125,tx
18,014804006tx,014804tx,014tx,2017,0.0,0,0.0,0.0,0.0,332,5.4217,68.6747,4.2169,19.5783,tx
21,014905001tx,014905tx,014tx,2017,0.0,0,0.0,0.0,0.0,238,42.0168,66.8067,3.3613,29.8319,tx
22,014906004tx,014906tx,014tx,2017,0.0,0,0.0,0.0,0.0,354,91.5254,9.6045,66.1017,16.9492,tx
25,014909005tx,014909tx,014tx,2017,0.0,0,0.0,0.0,0.0,78,79.4872,17.9487,56.4103,23.0769,tx
26,014910001tx,014910tx,014tx,2017,0.0,0,0.0,0.0,0.0,469,42.6439,71.0021,1.2793,25.7996,tx
27,015802001tx,015802tx,015tx,2017,0.0,0,0.0,0.0,0.0,143,96.5035,3.4965,53.1469,39.1608,tx
28,015802004tx,015802tx,015tx,2017,0.0,0,0.0,0.0,0.0,18,94.4444,0.0,66.6667,33.3333,tx
29,015805001tx,015805tx,015tx,2017,0.0,0,0.0,0.0,0.0,222,71.6216,3.1532,0.4505,95.4955,tx
31,015815041tx,015815tx,015tx,2017,0.0,0,0.0,0.0,0.0,133,66.9173,6.7669,0.7519,90.9774,tx
37,015831002tx,015831tx,015tx,2017,0.0,0,0.0,0.0,0.0,105,44.7619,20.0,7.619,67.619,tx
38,015834001tx,015834tx,015tx,2017,0.0,0,0.0,0.0,0.0,134,5.9701,23.8806,1.4925,38.806,tx
40,015835002tx,015835tx,015tx,2017,0.0,0,0.0,0.0,0.0,132,22.7273,46.2121,1.5152,49.2424,tx
42,015906001tx,015906tx,015tx,2017,0.0,0,0.0,0.0,0.0,478,5.6485,40.1674,19.2469,24.477,tx
44,015907022tx,015907tx,015tx,2017,0.0,0,0.0,0.0,0.0,444,68.6937,4.2793,2.027,93.6937,tx
45,015907023tx,015907tx,015tx,2017,0.0,0,0.0,0.0,0.0,195,50.2564,1.5385,4.1026,91.7949,tx
46,015907026tx,015907tx,015tx,2017,0.0,0,0.0,0.0,0.0,34,47.0588,5.8824,2.9412,91.1765,tx
47,015909006tx,015909tx,015tx,2017,0.0,0,0.0,0.0,0.0,82,75.6098,23.1707,0.0,71.9512,tx
48,015910009tx,015910tx,015tx,2017,0.0,0,0.0,0.0,0.0,499,26.4529,32.4649,3.8076,56.3126,tx
49,015910012tx,015910tx,015tx,2017,0.0,0,0.0,0.0,0.0,575,61.5652,21.2174,13.2174,60.5217,tx
52,015911003tx,015911tx,015tx,2017,0.0,0,0.0,0.0,0.0,62,79.0323,11.2903,9.6774,77.4194,tx
55,015915006tx,015915tx,015tx,2017,0.0,0,0.0,0.0,0.0,867,28.489,20.0692,5.1903,52.2491,tx
56,015915008tx,015915tx,015tx,2017,0.0,0,0.0,0.0,0.0,721,69.9029,12.0666,13.4535,71.1512,tx
62,017901001tx,017901tx,017tx,2017,0.0,0,0.0,0.0,0.0,80,23.75,73.75,2.5,17.5,tx
63,018901001tx,018901tx,018tx,2017,0.0,0,0.0,0.0,0.0,335,40.2985,62.6866,2.3881,29.2537,tx
65,018903001tx,018903tx,018tx,2017,0.0,0,0.0,0.0,0.0,40,87.5,37.5,5.0,57.5,tx
66,018904001tx,018904tx,018tx,2017,0.0,0,0.0,0.0,0.0,226,51.3274,65.4867,3.0973,30.531,tx
67,018905003tx,018905tx,018tx,2017,0.0,0,0.0,0.0,0.0,58,68.9655,41.3793,0.0,55.1724,tx
68,018906001tx,018906tx,018tx,2017,0.0,0,0.0,0.0,0.0,45,57.7778,71.1111,0.0,28.8889,tx
69,018908001tx,018908tx,018tx,2017,0.0,0,0.0,0.0,0.0,38,76.3158,57.8947,0.0,39.4737,tx
70,019902002tx,019902tx,019tx,2017,0.0,0,0.0,0.0,0.0,359,52.6462,68.5237,16.156,8.9136,tx
72,019909001tx,019909tx,019tx,2017,0.0,0,0.0,0.0,0.0,168,54.7619,89.881,0.0,7.1429,tx
75,020902002tx,020902tx,020tx,2017,0.0,0,0.0,0.0,0.0,62,69.3548,30.6452,16.129,50.0,tx
84,023902001tx,023902tx,023tx,2017,0.0,0,0.0,0.0,0.0,61,57.377,59.0164,1.6393,36.0656,tx
85,025904001tx,025904tx,025tx,2017,0.0,0,0.0,0.0,0.0,64,54.6875,60.9375,1.5625,32.8125,tx
86,025905001tx,025905tx,025tx,2017,0.0,0,0.0,0.0,0.0,104,53.8462,83.6538,0.0,15.3846,tx
87,025906001tx,025906tx,025tx,2017,0.0,0,0.0,0.0,0.0,78,43.5897,92.3077,0.0,3.8462,tx
88,025908001tx,025908tx,025tx,2017,0.0,0,0.0,0.0,0.0,48,50.0,87.5,0.0,12.5,tx
90,026901001tx,026901tx,026tx,2017,0.0,0,0.0,0.0,0.0,560,46.6071,53.2143,10.5357,33.9286,tx
92,030902001tx,030902tx,030tx,2017,0.0,0,0.0,0.0,0.0,445,39.1011,81.3483,2.0225,14.8315,tx
93,030906001tx,030906tx,030tx,2017,0.0,0,0.0,0.0,0.0,123,47.1545,79.6748,0.813,13.8211,tx
95,031901008tx,031901tx,031tx,2017,0.0,0,0.0,0.0,0.0,427,95.7845,2.1077,0.2342,96.9555,tx
97,031903005tx,031903tx,031tx,2017,0.0,0,0.0,0.0,0.0,331,62.2356,8.7613,0.9063,89.1239,tx
98,031903008tx,031903tx,031tx,2017,0.0,0,0.0,0.0,0.0,273,60.0733,6.9597,1.0989,89.3773,tx
105,031916004tx,031916tx,031tx,2017,0.0,0,0.0,0.0,0.0,753,57.7689,4.7809,1.8592,76.8924,tx
106,031916005tx,031916tx,031tx,2017,0.0,0,0.0,0.0,0.0,753,38.5126,7.7025,0.3984,76.2284,tx
107,033901001tx,033901tx,033tx,2017,0.0,0,0.0,0.0,0.0,43,37.2093,83.7209,0.0,16.2791,tx
108,033902001tx,033902tx,033tx,2017,0.0,0,0.0,0.0,0.0,214,16.8224,85.9813,1.4019,9.3458,tx
109,033904001tx,033904tx,033tx,2017,0.0,0,0.0,0.0,0.0,91,38.4615,86.8132,0.0,12.0879,tx
110,034902001tx,034902tx,034tx,2017,0.0,0,0.0,0.0,0.0,42,76.1905,73.8095,14.2857,4.7619,tx
111,034903001tx,034903tx,034tx,2017,0.0,0,0.0,0.0,0.0,362,51.3812,74.8619,12.7072,8.5635,tx
114,034909001tx,034909tx,034tx,2017,0.0,0,0.0,0.0,0.0,85,52.9412,87.0588,1.1765,3.5294,tx
116,035903001tx,035903tx,035tx,2017,0.0,0,0.0,0.0,0.0,72,19.4444,84.7222,2.7778,9.7222,tx
118,036902005tx,036902tx,036tx,2017,0.0,0,0.0,0.0,0.0,47,17.0213,61.7021,12.766,21.2766,tx
124,037909001tx,037909tx,037tx,2017,0.0,0,0.0,0.0,0.0,76,53.9474,76.3158,9.2105,9.2105,tx
126,039904001tx,039904tx,039tx,2017,0.0,0,0.0,0.0,0.0,50,46.0,88.0,0.0,6.0,tx
127,039905001tx,039905tx,039tx,2017,0.0,0,0.0,0.0,0.0,43,58.1395,97.6744,0.0,2.3256,tx
128,040901001tx,040901tx,040tx,2017,0.0,0,0.0,0.0,0.0,101,96.0396,12.8713,0.9901,85.1485,tx
130,041901001tx,041901tx,041tx,2017,0.0,0,0.0,0.0,0.0,99,39.3939,65.6566,0.0,34.3434,tx
132,042903001tx,042903tx,042tx,2017,0.0,0,0.0,0.0,0.0,82,67.0732,68.2927,2.439,29.2683,tx
133,043801001tx,043801tx,043tx,2017,0.0,0,0.0,0.0,0.0,252,9.127,40.0794,10.3175,11.9048,tx
135,043905008tx,043905tx,043tx,2017,0.0,0,0.0,0.0,0.0,2015,14.8883,49.0323,18.1638,18.0645,tx
136,043905010tx,043905tx,043tx,2017,0.0,0,0.0,0.0,0.0,1374,4.6579,59.9709,7.1325,10.917,tx
139,043908001tx,043908tx,043tx,2017,0.0,0,0.0,0.0,0.0,808,12.6238,68.5644,7.302,18.5644,tx
140,043910008tx,043910tx,043tx,2017,0.0,0,0.0,0.0,0.0,460,9.7826,62.8261,4.5652,12.8261,tx
144,046902206tx,046902tx,046tx,2017,0.0,0,0.0,0.0,0.0,225,40.8889,47.5556,4.0,45.3333,tx
145,047901001tx,047901tx,047tx,2017,0.0,0,0.0,0.0,0.0,353,62.6062,44.4759,1.1331,51.8414,tx
147,047903001tx,047903tx,047tx,2017,0.0,0,0.0,0.0,0.0,43,83.7209,39.5349,0.0,58.1395,tx
148,047905001tx,047905tx,047tx,2017,0.0,0,0.0,0.0,0.0,39,66.6667,74.359,0.0,25.641,tx
149,048901001tx,048901tx,048tx,2017,0.0,0,0.0,0.0,0.0,63,63.4921,39.6825,0.0,60.3175,tx
150,048903001tx,048903tx,048tx,2017,0.0,0,0.0,0.0,0.0,78,73.0769,58.9744,0.0,39.7436,tx
151,049902001tx,049902tx,049tx,2017,0.0,0,0.0,0.0,0.0,154,14.2857,90.9091,0.6494,7.1429,tx
154,049907001tx,049907tx,049tx,2017,0.0,0,0.0,0.0,0.0,160,9.375,90.0,0.0,5.0,tx
155,050901001tx,050901tx,050tx,2017,0.0,0,0.0,0.0,0.0,81,48.1481,74.0741,0.0,24.6914,tx
156,050909001tx,050909tx,050tx,2017,0.0,0,0.0,0.0,0.0,86,54.6512,81.3953,0.0,16.2791,tx
159,054903001tx,054903tx,054tx,2017,0.0,0,0.0,0.0,0.0,145,77.931,22.7586,0.6897,75.8621,tx
160,056902001tx,056902tx,056tx,2017,0.0,0,0.0,0.0,0.0,51,47.0588,54.902,1.9608,43.1373,tx
161,057802001tx,057802tx,057tx,2017,0.0,0,0.0,0.0,0.0,139,88.4892,1.4388,18.705,79.8561,tx
162,057803002tx,057803tx,057tx,2017,0.0,0,0.0,0.0,0.0,549,22.0401,16.0291,5.8288,24.9545,tx
164,057803010tx,057803tx,057tx,2017,0.0,0,0.0,0.0,0.0,426,83.8028,0.939,5.6338,91.784,tx
167,057808101tx,057808tx,057tx,2017,0.0,0,0.0,0.0,0.0,77,61.039,1.2987,36.3636,46.7532,tx
168,057808102tx,057808tx,057tx,2017,0.0,0,0.0,0.0,0.0,31,12.9032,3.2258,45.1613,16.129,tx
170,057819001tx,057819tx,057tx,2017,0.0,0,0.0,0.0,0.0,16,100.0,0.0,18.75,81.25,tx
175,057845001tx,057845tx,057tx,2017,0.0,0,0.0,0.0,0.0,146,19.863,54.1096,10.274,28.7671,tx
176,057847001tx,057847tx,057tx,2017,0.0,0,0.0,0.0,0.0,180,24.4444,31.1111,32.2222,28.3333,tx
178,057848006tx,057848tx,057tx,2017,0.0,0,0.0,0.0,0.0,404,59.1584,8.6634,21.5347,64.3564,tx
181,057903010tx,057903tx,057tx,2017,0.0,0,0.0,0.0,0.0,315,85.0794,5.0794,4.127,83.4921,tx
183,057905026tx,057905tx,057tx,2017,0.0,0,0.0,0.0,0.0,419,67.0644,13.6038,11.2172,59.6659,tx
185,057905035tx,057905tx,057tx,2017,0.0,0,0.0,0.0,0.0,272,84.1912,6.9853,14.7059,75.7353,tx
186,057905037tx,057905tx,057tx,2017,0.0,0,0.0,0.0,0.0,335,79.403,2.9851,29.5522,65.6716,tx
187,057905090tx,057905tx,057tx,2017,0.0,0,0.0,0.0,0.0,239,82.8452,3.3473,12.9707,82.4268,tx
191,057909053tx,057909tx,057tx,2017,0.0,0,0.0,0.0,0.0,309,76.3754,11.0032,30.7443,52.4272,tx
195,057916006tx,057916tx,057tx,2017,0.0,0,0.0,0.0,0.0,179,70.9497,16.2011,32.4022,46.9274,tx
196,058902001tx,058902tx,058tx,2017,0.0,0,0.0,0.0,0.0,43,41.8605,53.4884,0.0,46.5116,tx
197,058905001tx,058905tx,058tx,2017,0.0,0,0.0,0.0,0.0,62,25.8065,67.7419,0.0,25.8065,tx
198,058906001tx,058906tx,058tx,2017,0.0,0,0.0,0.0,0.0,547,76.7824,17.9159,5.1188,74.5887,tx
199,058909001tx,058909tx,058tx,2017,0.0,0,0.0,0.0,0.0,51,33.3333,58.8235,0.0,39.2157,tx
203,061901005tx,061901tx,061tx,2017,0.0,0,0.0,0.0,0.0,218,66.5138,27.5229,23.3945,43.578,tx
204,061910001tx,061910tx,061tx,2017,0.0,0,0.0,0.0,0.0,837,5.8542,86.2605,0.7168,9.08,tx
207,062902001tx,062902tx,062tx,2017,0.0,0,0.0,0.0,0.0,39,46.1538,51.2821,5.1282,43.5897,tx
209,063903001tx,063903tx,063tx,2017,0.0,0,0.0,0.0,0.0,87,47.1264,51.7241,5.7471,42.5287,tx
211,065901001tx,065901tx,065tx,2017,0.0,0,0.0,0.0,0.0,144,50.6944,73.6111,10.4167,11.1111,tx
212,065902001tx,065902tx,065tx,2017,0.0,0,0.0,0.0,0.0,50,78.0,70.0,0.0,28.0,tx
214,067902004tx,067902tx,067tx,2017,0.0,0,0.0,0.0,0.0,23,82.6087,82.6087,4.3478,8.6957,tx
215,067908001tx,067908tx,067tx,2017,0.0,0,0.0,0.0,0.0,52,67.3077,82.6923,0.0,17.3077,tx
216,068901004tx,068901tx,068tx,2017,0.0,0,0.0,0.0,0.0,297,57.5758,21.2121,8.4175,67.6768,tx
218,069901001tx,069901tx,069tx,2017,0.0,0,0.0,0.0,0.0,70,72.8571,11.4286,0.0,88.5714,tx
219,070901001tx,070901tx,070tx,2017,0.0,0,0.0,0.0,0.0,96,50.0,58.3333,4.1667,34.375,tx
222,071801003tx,071801tx,071tx,2017,0.0,0,0.0,0.0,0.0,126,50.7937,9.5238,3.1746,84.127,tx
224,071806001tx,071806tx,071tx,2017,0.0,0,0.0,0.0,0.0,317,73.1861,2.2082,0.6309,95.5836,tx
225,071806002tx,071806tx,071tx,2017,0.0,0,0.0,0.0,0.0,204,63.7255,12.2549,5.8824,79.4118,tx
227,071902011tx,071902tx,071tx,2017,0.0,0,0.0,0.0,0.0,680,50.2941,5.4412,1.7647,89.5588,tx
228,071902015tx,071902tx,071tx,2017,0.0,0,0.0,0.0,0.0,449,59.9109,11.5813,4.6771,79.2873,tx
230,071905014tx,071905tx,071tx,2017,0.0,0,0.0,0.0,0.0,254,90.1575,4.3307,2.7559,92.9134,tx
231,071905017tx,071905tx,071tx,2017,0.0,0,0.0,0.0,0.0,411,68.1265,5.5961,0.7299,92.944,tx
233,071907003tx,071907tx,071tx,2017,0.0,0,0.0,0.0,0.0,349,56.447,10.0287,3.4384,83.9542,tx
234,071909003tx,071909tx,071tx,2017,0.0,0,0.0,0.0,0.0,302,74.5033,2.649,2.649,93.7086,tx
235,071909007tx,071909tx,071tx,2017,0.0,0,0.0,0.0,0.0,465,70.5376,1.7204,0.4301,96.129,tx
237,072801104tx,072801tx,072tx,2017,0.0,0,0.0,0.0,0.0,234,94.4444,0.8547,0.0,99.1453,tx
238,072801107tx,072801tx,072tx,2017,0.0,0,0.0,0.0,0.0,139,71.223,7.1942,0.0,92.8058,tx
241,072801115tx,072801tx,072tx,2017,0.0,0,0.0,0.0,0.0,275,90.5455,0.7273,0.3636,98.5455,tx
245,072801128tx,072801tx,072tx,2017,0.0,0,0.0,0.0,0.0,244,53.6885,31.9672,8.6066,52.459,tx
247,072801136tx,072801tx,072tx,2017,0.0,0,0.0,0.0,0.0,155,52.2581,50.3226,1.2903,46.4516,tx
248,072801137tx,072801tx,072tx,2017,0.0,0,0.0,0.0,0.0,188,37.766,84.5745,0.5319,10.1064,tx
249,072801138tx,072801tx,072tx,2017,0.0,0,0.0,0.0,0.0,110,50.0,71.8182,4.5455,20.0,tx
251,072801146tx,072801tx,072tx,2017,0.0,0,0.0,0.0,0.0,267,84.6442,1.8727,0.0,98.1273,tx
253,072908001tx,072908tx,072tx,2017,0.0,0,0.0,0.0,0.0,56,33.9286,73.2143,0.0,23.2143,tx
254,072909001tx,072909tx,072tx,2017,0.0,0,0.0,0.0,0.0,79,43.038,56.962,0.0,41.7722,tx
257,074904001tx,074904tx,074tx,2017,0.0,0,0.0,0.0,0.0,106,38.6792,92.4528,0.9434,0.9434,tx
258,074907001tx,074907tx,074tx,2017,0.0,0,0.0,0.0,0.0,205,55.6098,69.2683,10.7317,15.6098,tx
260,074911001tx,074911tx,074tx,2017,0.0,0,0.0,0.0,0.0,93,35.4839,86.0215,0.0,4.3011,tx
261,074917001tx,074917tx,074tx,2017,0.0,0,0.0,0.0,0.0,147,31.2925,83.6735,2.0408,11.5646,tx
262,075901001tx,075901tx,075tx,2017,0.0,0,0.0,0.0,0.0,160,60.625,35.625,5.0,58.75,tx
263,075906001tx,075906tx,075tx,2017,0.0,0,0.0,0.0,0.0,79,21.519,82.2785,0.0,16.4557,tx
264,076903001tx,076903tx,076tx,2017,0.0,0,0.0,0.0,0.0,74,47.2973,72.973,1.3514,25.6757,tx
266,078901001tx,078901tx,078tx,2017,0.0,0,0.0,0.0,0.0,65,61.5385,60.0,3.0769,35.3846,tx
267,079901004tx,079901tx,079tx,2017,0.0,0,0.0,0.0,0.0,154,54.5455,23.3766,29.2208,44.1558,tx
270,079907038tx,079907tx,079tx,2017,0.0,0,0.0,0.0,0.0,438,63.6986,6.621,54.1096,32.1918,tx
271,081905002tx,081905tx,081tx,2017,0.0,0,0.0,0.0,0.0,156,37.8205,72.4359,8.9744,16.6667,tx
272,083902001tx,083902tx,083tx,2017,0.0,0,0.0,0.0,0.0,40,25.0,40.0,5.0,55.0,tx
273,084802001tx,084802tx,084tx,2017,0.0,0,0.0,0.0,0.0,73,54.7945,32.8767,8.2192,57.5342,tx
275,084903001tx,084903tx,084tx,2017,0.0,0,0.0,0.0,0.0,73,65.7534,80.8219,0.0,12.3288,tx
277,084910008tx,084910tx,084tx,2017,0.0,0,0.0,0.0,0.0,332,40.6627,46.3855,13.8554,32.2289,tx
278,084910010tx,084910tx,084tx,2017,0.0,0,0.0,0.0,0.0,459,31.8083,31.8083,7.4074,25.7081,tx
283,086902001tx,086902tx,086tx,2017,0.0,0,0.0,0.0,0.0,206,31.5534,85.4369,0.4854,12.6214,tx
284,087901001tx,087901tx,087tx,2017,0.0,0,0.0,0.0,0.0,91,32.967,54.9451,0.0,43.956,tx
285,088902001tx,088902tx,088tx,2017,0.0,0,0.0,0.0,0.0,424,40.8019,49.2925,4.9528,43.8679,tx
286,089903001tx,089903tx,089tx,2017,0.0,0,0.0,0.0,0.0,328,73.7805,24.3902,1.5244,74.0854,tx
287,090902001tx,090902tx,090tx,2017,0.0,0,0.0,0.0,0.0,55,47.2727,85.4545,0.0,10.9091,tx
288,091902001tx,091902tx,091tx,2017,0.0,0,0.0,0.0,0.0,191,40.8377,79.0576,1.0471,18.8482,tx
289,091903002tx,091903tx,091tx,2017,0.0,0,0.0,0.0,0.0,56,71.4286,66.0714,8.9286,14.2857,tx
290,091907101tx,091907tx,091tx,2017,0.0,0,0.0,0.0,0.0,125,38.4,71.2,0.0,23.2,tx
293,091918001tx,091918tx,091tx,2017,0.0,0,0.0,0.0,0.0,213,42.723,84.9765,0.4695,7.9812,tx
294,093903001tx,093903tx,093tx,2017,0.0,0,0.0,0.0,0.0,141,43.2624,81.5603,6.383,12.0567,tx
295,093905001tx,093905tx,093tx,2017,0.0,0,0.0,0.0,0.0,52,65.3846,78.8462,11.5385,7.6923,tx
296,094904001tx,094904tx,094tx,2017,0.0,0,0.0,0.0,0.0,486,40.1235,61.5226,1.8519,33.7449,tx
297,094904003tx,094904tx,094tx,2017,0.0,0,0.0,0.0,0.0,7,71.4286,42.8571,0.0,57.1429,tx
299,095902001tx,095902tx,095tx,2017,0.0,0,0.0,0.0,0.0,39,71.7949,46.1538,0.0,51.2821,tx
301,095904001tx,095904tx,095tx,2017,0.0,0,0.0,0.0,0.0,58,81.0345,13.7931,1.7241,82.7586,tx
303,096905001tx,096905tx,096tx,2017,0.0,0,0.0,0.0,0.0,63,39.6825,68.254,0.0,31.746,tx
304,098901001tx,098901tx,098tx,2017,0.0,0,0.0,0.0,0.0,140,48.5714,45.7143,0.0,53.5714,tx
305,098904001tx,098904tx,098tx,2017,0.0,0,0.0,0.0,0.0,266,56.015,33.4586,0.0,65.4135,tx
311,101842001tx,101842tx,101tx,2017,0.0,0,0.0,0.0,0.0,50,64.0,36.0,4.0,56.0,tx
317,101858004tx,101858tx,101tx,2017,0.0,0,0.0,0.0,0.0,614,54.0717,11.5635,17.101,50.0,tx
318,101858005tx,101858tx,101tx,2017,0.0,0,0.0,0.0,0.0,274,52.5547,16.4234,21.8978,44.8905,tx
321,101862004tx,101862tx,101tx,2017,0.0,0,0.0,0.0,0.0,154,38.3117,29.8701,29.2208,29.8701,tx
322,101862005tx,101862tx,101tx,2017,0.0,0,0.0,0.0,0.0,184,41.8478,23.3696,28.2609,29.3478,tx
323,101902008tx,101902tx,101tx,2017,0.0,0,0.0,0.0,0.0,436,84.8624,1.3761,12.6147,82.5688,tx
326,101903006tx,101903tx,101tx,2017,0.0,0,0.0,0.0,0.0,808,67.4505,4.8267,11.8812,17.9455,tx
327,101903011tx,101903tx,101tx,2017,0.0,0,0.0,0.0,0.0,144,91.6667,0.6944,61.1111,38.1944,tx
331,101911006tx,101911tx,101tx,2017,0.0,0,0.0,0.0,0.0,195,68.2051,19.4872,37.4359,42.0513,tx
342,101912345tx,101912tx,101tx,2017,0.0,0,0.0,0.0,0.0,492,88.8211,1.2195,1.0163,93.9024,tx
344,101913005tx,101913tx,101tx,2017,0.0,0,0.0,0.0,0.0,397,35.0126,29.9748,15.3652,42.5693,tx
346,101914003tx,101914tx,101tx,2017,0.0,0,0.0,0.0,0.0,218,52.7523,33.945,19.7248,41.2844,tx
347,101915038tx,101915tx,101tx,2017,0.0,0,0.0,0.0,0.0,388,54.8969,27.5773,30.9278,35.8247,tx
349,101917014tx,101917tx,101tx,2017,0.0,0,0.0,0.0,0.0,425,81.4118,8.2353,14.3529,76.7059,tx
350,101919018tx,101919tx,101tx,2017,0.0,0,0.0,0.0,0.0,873,69.1867,9.0493,31.5006,51.7755,tx
355,102905001tx,102905tx,102tx,2017,0.0,0,0.0,0.0,0.0,250,35.2,91.6,1.2,6.0,tx
356,103901001tx,103901tx,103tx,2017,0.0,0,0.0,0.0,0.0,50,40.0,80.0,0.0,20.0,tx
357,103902001tx,103902tx,103tx,2017,0.0,0,0.0,0.0,0.0,69,42.029,52.1739,0.0,47.8261,tx
358,104903001tx,104903tx,104tx,2017,0.0,0,0.0,0.0,0.0,39,71.7949,51.2821,0.0,41.0256,tx
359,104907001tx,104907tx,104tx,2017,0.0,0,0.0,0.0,0.0,50,78.0,62.0,0.0,36.0,tx
363,107907001tx,107907tx,107tx,2017,0.0,0,0.0,0.0,0.0,62,51.6129,66.129,17.7419,6.4516,tx
364,108807001tx,108807tx,108tx,2017,0.0,0,0.0,0.0,0.0,414,90.0966,3.3816,0.0,95.4106,tx
365,108807002tx,108807tx,108tx,2017,0.0,0,0.0,0.0,0.0,385,81.5584,4.6753,0.5195,90.3896,tx
366,108807003tx,108807tx,108tx,2017,0.0,0,0.0,0.0,0.0,413,89.3462,2.4213,0.0,96.6102,tx
367,108807004tx,108807tx,108tx,2017,0.0,0,0.0,0.0,0.0,427,94.1452,0.9368,0.4684,98.3607,tx
368,108807005tx,108807tx,108tx,2017,0.0,0,0.0,0.0,0.0,391,80.8184,4.8593,0.0,93.6061,tx
369,108807006tx,108807tx,108tx,2017,0.0,0,0.0,0.0,0.0,385,94.026,1.2987,0.0,97.6623,tx
370,108807008tx,108807tx,108tx,2017,0.0,0,0.0,0.0,0.0,396,96.7172,0.5051,0.0,98.9899,tx
371,108807009tx,108807tx,108tx,2017,0.0,0,0.0,0.0,0.0,319,87.4608,3.1348,0.627,94.9843,tx
372,108807010tx,108807tx,108tx,2017,0.0,0,0.0,0.0,0.0,338,88.4615,1.4793,0.2959,98.2249,tx
373,108807011tx,108807tx,108tx,2017,0.0,0,0.0,0.0,0.0,229,85.5895,5.2402,0.0,93.0131,tx
375,108807018tx,108807tx,108tx,2017,0.0,0,0.0,0.0,0.0,64,79.6875,0.0,0.0,100.0,tx
377,108807035tx,108807tx,108tx,2017,0.0,0,0.0,0.0,0.0,228,91.6667,1.7544,3.0702,93.8596,tx
378,108903001tx,108903tx,108tx,2017,0.0,1,0.0,0.0,0.0,1537,99.2193,0.4554,0.1301,99.4144,tx
379,108906005tx,108906tx,108tx,2017,0.0,0,0.0,0.0,0.0,111,89.1892,2.7027,0.0,97.2973,tx
380,108906011tx,108906tx,108tx,2017,0.0,0,0.0,0.0,0.0,446,74.4395,1.5695,0.0,97.3094,tx
381,108907006tx,108907tx,108tx,2017,0.0,0,0.0,0.0,0.0,372,74.7312,0.2688,0.5376,98.3871,tx
382,108908004tx,108908tx,108tx,2017,0.0,0,0.0,0.0,0.0,446,92.3767,0.2242,0.0,99.7758,tx
383,108908039tx,108908tx,108tx,2017,0.0,0,0.0,0.0,0.0,186,92.4731,1.0753,0.5376,98.3871,tx
384,108909009tx,108909tx,108tx,2017,0.0,0,0.0,0.0,0.0,702,77.4929,0.7123,0.1425,98.433,tx
386,108911008tx,108911tx,108tx,2017,0.0,0,0.0,0.0,0.0,306,65.0327,2.2876,0.0,95.7516,tx
391,109901001tx,109901tx,109tx,2017,0.0,0,0.0,0.0,0.0,95,20.0,85.2632,0.0,11.5789,tx
392,109902001tx,109902tx,109tx,2017,0.0,0,0.0,0.0,0.0,58,68.9655,62.069,6.8966,27.5862,tx
393,109903001tx,109903tx,109tx,2017,0.0,0,0.0,0.0,0.0,98,42.8571,78.5714,0.0,20.4082,tx
394,109914001tx,109914tx,109tx,2017,0.0,0,0.0,0.0,0.0,76,82.8947,67.1053,3.9474,27.6316,tx
395,110901001tx,110901tx,110tx,2017,0.0,0,0.0,0.0,0.0,69,86.9565,17.3913,2.8986,78.2609,tx
396,110906001tx,110906tx,110tx,2017,0.0,0,0.0,0.0,0.0,136,59.5588,46.3235,0.7353,49.2647,tx
397,110907001tx,110907tx,110tx,2017,0.0,0,0.0,0.0,0.0,197,27.9188,51.269,0.0,47.2081,tx
398,110908001tx,110908tx,110tx,2017,0.0,0,0.0,0.0,0.0,41,34.1463,58.5366,2.439,39.0244,tx
399,111902003tx,111902tx,111tx,2017,0.0,0,0.0,0.0,0.0,100,47.0,80.0,1.0,14.0,tx
401,112906001tx,112906tx,112tx,2017,0.0,0,0.0,0.0,0.0,148,52.027,70.9459,0.6757,22.973,tx
402,112907001tx,112907tx,112tx,2017,0.0,0,0.0,0.0,0.0,82,48.7805,69.5122,0.0,29.2683,tx
403,112909001tx,112909tx,112tx,2017,0.0,0,0.0,0.0,0.0,74,75.6757,71.6216,2.7027,24.3243,tx
404,112910001tx,112910tx,112tx,2017,0.0,0,0.0,0.0,0.0,71,54.9296,74.6479,2.8169,14.0845,tx
406,114902001tx,114902tx,114tx,2017,0.0,0,0.0,0.0,0.0,255,40.3922,64.7059,0.0,31.7647,tx
411,116902001tx,116902tx,116tx,2017,0.0,0,0.0,0.0,0.0,180,43.8889,86.1111,1.6667,10.0,tx
413,116905004tx,116905tx,116tx,2017,0.0,0,0.0,0.0,0.0,24,79.1667,29.1667,41.6667,25.0,tx
414,116909001tx,116909tx,116tx,2017,0.0,0,0.0,0.0,0.0,210,54.7619,74.2857,5.2381,18.0952,tx
