,schoolcode,lowincome,black,hispanic,white,countycode,districtcode,year,totaltested,elapass,hybridper,virtualper,schoolmode,charter,state
4201,37684520115451ca,70.0,1.78,84.44,10.67,37ca,37ca68452ca,2016,102,0.0,0.0,0.0,0.0,0,ca
4202,37684520115451ca,72.3,1.38,88.99,7.34,37ca,37ca68452ca,2017,84,1.19,0.0,0.0,0.0,0,ca
4203,37684520115451ca,79.0,1.12,91.57,5.06,37ca,37ca68452ca,2018,86,4.65,0.0,0.0,0.0,0,ca
4204,37684520115451ca,90.2,1.12,89.33,7.3,37ca,37ca68452ca,2019,78,5.13,0.0,0.0,0.0,0,ca
4205,37684520115451ca,89.3,2.55,84.69,6.12,37ca,37ca68452ca,2021,38,13.16,0.0,1.0,1.0,0,ca
4206,37684520118430ca,26.3,3.63,33.46,50.67,37ca,37ca68452ca,2015,331,88.0,0.0,0.0,0.0,0,ca
4207,37684520118430ca,23.6,3.19,32.12,50.32,37ca,37ca68452ca,2016,322,85.0,0.0,0.0,0.0,0,ca
4208,37684520118430ca,25.0,2.69,32.93,48.96,37ca,37ca68452ca,2017,425,88.0,0.0,0.0,0.0,0,ca
4209,37684520118430ca,27.3,1.73,33.33,49.25,37ca,37ca68452ca,2018,394,86.8,0.0,0.0,0.0,0,ca
4210,37684520118430ca,27.3,1.71,33.43,49.2,37ca,37ca68452ca,2019,378,88.62,0.0,0.0,0.0,0,ca
4211,37684520118430ca,39.4,1.63,35.54,44.46,37ca,37ca68452ca,2021,394,79.7,0.0,1.0,1.0,0,ca
4212,37684523730728ca,51.9,3.24,57.9,27.96,37ca,37ca68452ca,2015,542,71.0,0.0,0.0,0.0,0,ca
4213,37684523730728ca,47.6,3.19,58.46,27.68,37ca,37ca68452ca,2016,506,74.0,0.0,0.0,0.0,0,ca
4214,37684523730728ca,52.7,2.72,59.44,27.69,37ca,37ca68452ca,2017,505,77.62,0.0,0.0,0.0,0,ca
4215,37684523730728ca,59.5,2.17,60.89,26.48,37ca,37ca68452ca,2018,461,73.1,0.0,0.0,0.0,0,ca
4216,37684523730728ca,56.2,2.0,60.78,26.08,37ca,37ca68452ca,2019,437,67.05,0.0,0.0,0.0,0,ca
4217,37684523730728ca,64.7,2.42,62.36,24.76,37ca,37ca68452ca,2021,421,66.27,0.0,1.0,1.0,0,ca
4218,37684523738705ca,63.3,2.69,69.15,21.31,37ca,37ca68452ca,2015,536,56.0,0.0,0.0,0.0,0,ca
4219,37684523738705ca,62.4,2.22,72.5,18.86,37ca,37ca68452ca,2016,582,50.0,0.0,0.0,0.0,0,ca
4220,37684523738705ca,63.9,2.26,74.49,16.41,37ca,37ca68452ca,2017,534,61.61,0.0,0.0,0.0,0,ca
4221,37684523738705ca,67.9,1.95,75.39,15.94,37ca,37ca68452ca,2018,547,51.01,0.0,0.0,0.0,0,ca
4222,37684523738705ca,65.9,1.82,76.61,15.55,37ca,37ca68452ca,2019,513,56.92,0.0,0.0,0.0,0,ca
4223,37684523738705ca,74.5,1.81,78.57,13.78,37ca,37ca68452ca,2021,400,46.75,0.0,1.0,1.0,0,ca
4224,37735693731221ca,51.3,4.89,52.87,38.22,37ca,37ca73569ca,2015,99,36.0,0.0,0.0,0.0,1,ca
4225,37735693731221ca,58.4,4.15,52.93,30.0,37ca,37ca73569ca,2016,112,41.0,0.0,0.0,0.0,1,ca
4226,37735693731221ca,62.4,5.89,54.88,27.44,37ca,37ca73569ca,2017,107,28.04,0.0,0.0,0.0,1,ca
4227,37735693731221ca,56.1,7.14,58.16,26.73,37ca,37ca73569ca,2018,120,33.33,0.0,0.0,0.0,1,ca
4228,37735693731221ca,63.2,7.55,65.01,17.84,37ca,37ca73569ca,2019,157,35.67,0.0,0.0,0.0,1,ca
4229,37735693731221ca,68.2,6.19,65.08,16.98,37ca,37ca73569ca,2021,117,31.62,0.27,0.73,0.86,1,ca
4230,37735693735206ca,71.9,7.94,62.89,19.83,37ca,37ca73569ca,2015,383,38.0,0.0,0.0,0.0,0,ca
4231,37735693735206ca,63.8,7.59,63.29,19.44,37ca,37ca73569ca,2016,431,52.0,0.0,0.0,0.0,0,ca
4232,37735693735206ca,63.6,6.46,63.13,20.02,37ca,37ca73569ca,2017,429,46.62,0.0,0.0,0.0,0,ca
4233,37735693735206ca,67.5,6.26,63.96,18.91,37ca,37ca73569ca,2018,465,44.73,0.0,0.0,0.0,0,ca
4234,37735693735206ca,65.0,5.28,65.01,20.27,37ca,37ca73569ca,2019,509,44.4,0.0,0.0,0.0,0,ca
4235,37735693735206ca,57.6,4.4,65.8,20.35,37ca,37ca73569ca,2021,222,45.5,0.27,0.73,0.86,0,ca
4236,37735693739018ca,55.3,7.35,53.45,25.46,37ca,37ca73569ca,2015,631,38.0,0.0,0.0,0.0,0,ca
4237,37735693739018ca,47.2,6.52,53.85,24.89,37ca,37ca73569ca,2016,689,67.0,0.0,0.0,0.0,0,ca
4238,37735693739018ca,46.2,6.22,54.5,23.01,37ca,37ca73569ca,2017,606,58.75,0.0,0.0,0.0,0,ca
4239,37735693739018ca,49.1,5.38,56.28,22.38,37ca,37ca73569ca,2018,691,61.79,0.0,0.0,0.0,0,ca
4240,37735693739018ca,48.8,4.87,56.69,21.64,37ca,37ca73569ca,2019,642,54.98,0.0,0.0,0.0,0,ca
4241,37735693739018ca,58.6,4.56,58.37,20.27,37ca,37ca73569ca,2021,478,56.28,0.27,0.73,0.86,0,ca
4242,37756143731114ca,42.6,0.78,44.89,40.12,37ca,37ca75614ca,2015,216,63.0,0.0,0.0,0.0,0,ca
4243,37756143731114ca,42.3,0.76,46.75,38.38,37ca,37ca75614ca,2016,248,57.0,0.0,0.0,0.0,0,ca
4244,37756143731114ca,44.7,0.43,46.97,38.04,37ca,37ca75614ca,2017,260,64.23,0.0,0.0,0.0,0,ca
4245,37756143731114ca,46.4,0.79,46.75,37.11,37ca,37ca75614ca,2018,256,58.2,0.0,0.0,0.0,0,ca
4246,37756143731114ca,43.0,0.6,49.53,35.13,37ca,37ca75614ca,2019,215,56.74,0.0,0.0,0.0,0,ca
4247,37756143731114ca,43.0,0.6,58.43,28.36,37ca,37ca75614ca,2021,243,61.32,0.36,0.64,0.82,0,ca
4248,37756143731312ca,72.2,3.51,50.88,12.28,37ca,37ca75614ca,2015,13,0.0,0.0,0.0,0.0,0,ca
4249,37756143731312ca,79.6,0.0,48.08,19.23,37ca,37ca75614ca,2016,31,6.0,0.0,0.0,0.0,0,ca
4250,37756143731312ca,86.2,1.61,54.84,25.81,37ca,37ca75614ca,2017,31,9.68,0.0,0.0,0.0,0,ca
4251,37756143731312ca,82.8,3.12,64.06,17.19,37ca,37ca75614ca,2018,26,3.85,0.0,0.0,0.0,0,ca
4252,37756143731312ca,67.7,0.0,70.15,14.93,37ca,37ca75614ca,2019,27,22.22,0.0,0.0,0.0,0,ca
4253,37756143731312ca,60.0,2.86,70.0,5.71,37ca,37ca75614ca,2021,17,41.18,0.36,0.64,0.82,0,ca
4254,38684780107300ca,62.6,18.61,61.39,5.0,38ca,38ca68478ca,2015,92,43.0,0.0,0.0,0.0,1,ca
4255,38684780107300ca,73.1,20.59,57.65,5.29,38ca,38ca68478ca,2016,79,57.0,0.0,0.0,0.0,1,ca
4256,38684780107300ca,71.4,20.0,58.81,5.07,38ca,38ca68478ca,2017,69,63.77,0.0,0.0,0.0,1,ca
4257,38684780107300ca,65.5,15.62,64.58,6.25,38ca,38ca68478ca,2018,71,49.3,0.0,0.0,0.0,1,ca
4258,38684780107300ca,76.4,15.58,63.77,6.88,38ca,38ca68478ca,2019,73,34.25,0.0,0.0,0.0,1,ca
4259,38684780107300ca,54.0,14.4,58.0,6.0,38ca,38ca68478ca,2021,50,60.0,0.0,1.0,1.0,1,ca
4260,39103970120717ca,74.5,19.84,51.59,21.43,39ca,39ca10397ca,2015,25,0.0,0.0,0.0,0.0,1,ca
4261,39103970120717ca,80.1,13.21,55.19,19.34,39ca,39ca10397ca,2016,30,0.0,0.0,0.0,0.0,1,ca
4262,39103970120717ca,84.8,22.87,47.98,16.59,39ca,39ca10397ca,2017,16,12.5,0.0,0.0,0.0,1,ca
4263,39103970120717ca,87.4,23.08,48.6,15.38,39ca,39ca10397ca,2018,43,13.95,0.0,0.0,0.0,1,ca
4264,39103970120717ca,84.4,17.88,59.14,11.0,39ca,39ca10397ca,2019,46,4.35,0.0,0.0,0.0,1,ca
4265,39103970120717ca,81.7,15.09,59.22,11.03,39ca,39ca10397ca,2021,26,19.23,0.18,0.64,0.73,1,ca
4266,39103973930468ca,88.9,19.04,55.27,12.01,39ca,39ca10397ca,2015,129,6.0,0.0,0.0,0.0,0,ca
4267,39103973930468ca,88.0,16.99,57.51,13.26,39ca,39ca10397ca,2016,182,4.0,0.0,0.0,0.0,0,ca
4268,39103973930468ca,82.7,17.0,59.42,13.24,39ca,39ca10397ca,2017,177,9.6,0.0,0.0,0.0,0,ca
4269,39103973930468ca,83.5,15.51,57.0,14.1,39ca,39ca10397ca,2018,261,7.28,0.0,0.0,0.0,0,ca
4270,39103973930468ca,82.6,14.69,58.93,12.03,39ca,39ca10397ca,2019,316,12.66,0.0,0.0,0.0,0,ca
4271,39103973930468ca,84.4,13.95,62.88,9.23,39ca,39ca10397ca,2021,167,17.37,0.55,0.45,0.73,0,ca
4272,39103973930476ca,62.5,9.11,58.17,24.31,39ca,39ca10397ca,2015,211,36.0,0.0,0.0,0.0,1,ca
4273,39103973930476ca,66.2,6.81,59.13,23.03,39ca,39ca10397ca,2016,211,36.0,0.0,0.0,0.0,1,ca
4274,39103973930476ca,68.2,6.19,61.51,21.41,39ca,39ca10397ca,2017,223,41.7,0.0,0.0,0.0,1,ca
4275,39103973930476ca,62.3,5.94,65.41,18.56,39ca,39ca10397ca,2018,248,43.15,0.0,0.0,0.0,1,ca
4276,39103973930476ca,58.4,5.85,66.48,18.49,39ca,39ca10397ca,2019,231,51.95,0.0,0.0,0.0,1,ca
4277,39103973930476ca,58.5,6.17,67.19,17.57,39ca,39ca10397ca,2021,189,43.39,0.18,0.64,0.73,1,ca
4278,39685023932308ca,43.6,0.9,44.68,49.21,39ca,39ca68502ca,2015,210,66.0,0.0,0.0,0.0,0,ca
4279,39685023932308ca,43.3,0.83,46.48,47.32,39ca,39ca68502ca,2016,206,60.0,0.0,0.0,0.0,0,ca
4280,39685023932308ca,38.0,0.61,48.28,47.3,39ca,39ca68502ca,2017,188,65.96,0.0,0.0,0.0,0,ca
4281,39685023932308ca,44.3,0.37,49.94,45.09,39ca,39ca68502ca,2018,173,58.96,0.0,0.0,0.0,0,ca
4282,39685023932308ca,46.2,0.0,51.93,44.08,39ca,39ca68502ca,2019,174,65.52,0.0,0.0,0.0,0,ca
4283,39685023932308ca,42.4,0.0,51.51,42.82,39ca,39ca68502ca,2021,148,60.81,0.45,0.27,0.5,0,ca
4284,39685693933793ca,69.5,15.69,45.59,27.45,39ca,39ca68569ca,2015,67,39.0,0.0,0.0,0.0,0,ca
4285,39685693933793ca,74.6,16.3,48.02,24.23,39ca,39ca68569ca,2016,80,19.0,0.0,0.0,0.0,0,ca
4286,39685693933793ca,77.1,17.14,48.98,23.67,39ca,39ca68569ca,2017,62,25.81,0.0,0.0,0.0,0,ca
4287,39685693933793ca,81.0,16.87,49.38,23.87,39ca,39ca68569ca,2018,56,19.64,0.0,0.0,0.0,0,ca
4288,39685693933793ca,78.4,13.53,52.26,23.31,39ca,39ca68569ca,2019,78,23.08,0.0,0.0,0.0,0,ca
4289,39685693933793ca,74.0,18.34,51.09,17.47,39ca,39ca68569ca,2021,52,19.23,0.18,0.64,0.73,0,ca
4290,39685693933801ca,45.3,11.35,41.3,28.48,39ca,39ca68569ca,2015,643,68.0,0.0,0.0,0.0,0,ca
4291,39685693933801ca,52.0,11.27,43.18,26.91,39ca,39ca68569ca,2016,658,63.0,0.0,0.0,0.0,0,ca
4292,39685693933801ca,51.8,11.42,44.67,25.01,39ca,39ca68569ca,2017,680,62.65,0.0,0.0,0.0,0,ca
4293,39685693933801ca,53.8,11.36,45.69,23.42,39ca,39ca68569ca,2018,647,65.22,0.0,0.0,0.0,0,ca
4294,39685693933801ca,51.0,11.74,45.52,23.06,39ca,39ca68569ca,2019,682,69.79,0.0,0.0,0.0,0,ca
4295,39685693933801ca,48.2,10.57,48.69,20.84,39ca,39ca68569ca,2021,588,64.12,0.18,0.64,0.73,0,ca
4296,39685850101956ca,35.4,4.42,38.81,27.49,39ca,39ca68585ca,2015,78,92.0,0.0,0.0,0.0,1,ca
4297,39685850101956ca,34.0,5.21,38.49,27.4,39ca,39ca68585ca,2016,88,85.0,0.0,0.0,0.0,1,ca
4298,39685850101956ca,34.7,4.69,41.93,20.31,39ca,39ca68585ca,2017,74,77.03,0.0,0.0,0.0,1,ca
4299,39685850101956ca,48.6,5.5,44.02,19.86,39ca,39ca68585ca,2018,90,88.89,0.0,0.0,0.0,1,ca
4300,39685850101956ca,45.8,5.19,40.91,18.4,39ca,39ca68585ca,2019,116,83.62,0.0,0.0,0.0,1,ca
4301,39685850101956ca,45.4,5.77,46.33,15.03,39ca,39ca68585ca,2021,100,79.0,0.18,0.64,0.73,1,ca
4302,39685850108225ca,75.3,12.89,32.91,6.23,39ca,39ca68585ca,2015,380,45.0,0.0,0.0,0.0,0,ca
4303,39685850108225ca,75.6,11.15,34.9,5.67,39ca,39ca68585ca,2016,385,48.0,0.0,0.0,0.0,0,ca
4304,39685850108225ca,76.8,10.35,34.96,5.0,39ca,39ca68585ca,2017,389,54.5,0.0,0.0,0.0,0,ca
4305,39685850108225ca,78.2,10.52,35.92,4.31,39ca,39ca68585ca,2018,415,40.0,0.0,0.0,0.0,0,ca
4306,39685850108225ca,78.1,11.31,35.07,4.28,39ca,39ca68585ca,2019,415,41.45,0.0,0.0,0.0,0,ca
4307,39685850108225ca,76.2,11.18,36.47,4.1,39ca,39ca68585ca,2021,290,50.69,0.18,0.64,0.73,0,ca
4308,39685853930237ca,59.5,14.49,33.2,17.51,39ca,39ca68585ca,2015,430,52.0,0.0,0.0,0.0,0,ca
4309,39685853930237ca,59.9,15.04,33.01,16.25,39ca,39ca68585ca,2016,430,53.0,0.0,0.0,0.0,0,ca
4310,39685853930237ca,57.8,14.59,33.32,15.7,39ca,39ca68585ca,2017,451,59.42,0.0,0.0,0.0,0,ca
4311,39685853930237ca,59.2,13.79,34.2,15.32,39ca,39ca68585ca,2018,446,46.19,0.0,0.0,0.0,0,ca
4312,39685853930237ca,57.6,14.36,34.3,14.32,39ca,39ca68585ca,2019,492,56.3,0.0,0.0,0.0,0,ca
4313,39685853930237ca,63.8,14.21,38.53,11.16,39ca,39ca68585ca,2021,284,44.37,0.18,0.64,0.73,0,ca
4314,39685853930344ca,50.9,6.98,34.42,30.7,39ca,39ca68585ca,2015,44,32.0,0.0,0.0,0.0,0,ca
4315,39685853930344ca,56.4,8.81,36.79,24.87,39ca,39ca68585ca,2016,50,32.0,0.0,0.0,0.0,0,ca
4316,39685853930344ca,62.7,9.29,25.68,30.05,39ca,39ca68585ca,2017,56,41.07,0.0,0.0,0.0,0,ca
4317,39685853930344ca,61.3,6.96,31.65,32.28,39ca,39ca68585ca,2018,45,44.44,0.0,0.0,0.0,0,ca
4318,39685853930344ca,65.0,6.28,34.55,28.27,39ca,39ca68585ca,2019,45,57.78,0.0,0.0,0.0,0,ca
4319,39685853930344ca,62.4,8.71,31.61,36.45,39ca,39ca68585ca,2021,27,44.44,0.18,0.64,0.73,0,ca
4320,39685853930443ca,46.4,3.31,23.97,10.33,39ca,39ca68585ca,2015,51,98.0,0.0,0.0,0.0,0,ca
4321,39685853930443ca,42.7,3.25,23.98,8.94,39ca,39ca68585ca,2016,65,91.0,0.0,0.0,0.0,0,ca
4322,39685853930443ca,46.8,2.82,25.4,8.87,39ca,39ca68585ca,2017,56,96.43,0.0,0.0,0.0,0,ca
4323,39685853930443ca,52.8,2.02,20.56,10.89,39ca,39ca68585ca,2018,62,98.39,0.0,0.0,0.0,0,ca
4324,39685853930443ca,50.2,2.76,20.87,11.42,39ca,39ca68585ca,2019,64,100.0,0.0,0.0,0.0,0,ca
4325,39685853930443ca,53.7,3.17,28.87,9.86,39ca,39ca68585ca,2021,64,96.88,0.18,0.64,0.73,0,ca
4326,39685853934759ca,60.2,1.58,53.92,31.94,39ca,39ca68585ca,2015,448,42.0,0.0,0.0,0.0,0,ca
4327,39685853934759ca,60.7,1.81,55.53,29.73,39ca,39ca68585ca,2016,445,34.0,0.0,0.0,0.0,0,ca
4328,39685853934759ca,62.6,1.36,56.83,27.81,39ca,39ca68585ca,2017,473,50.32,0.0,0.0,0.0,0,ca
4329,39685853934759ca,64.7,1.88,56.6,26.97,39ca,39ca68585ca,2018,468,49.36,0.0,0.0,0.0,0,ca
4330,39685853934759ca,66.2,1.02,58.03,24.5,39ca,39ca68585ca,2019,438,62.56,0.0,0.0,0.0,0,ca
4331,39685853934759ca,67.5,0.92,62.13,21.61,39ca,39ca68585ca,2021,324,48.77,0.18,0.64,0.73,0,ca
4332,39685853934767ca,67.9,2.34,68.75,24.22,39ca,39ca68585ca,2015,30,10.0,0.0,0.0,0.0,0,ca
4333,39685853934767ca,69.7,3.03,64.39,27.27,39ca,39ca68585ca,2016,45,11.0,0.0,0.0,0.0,0,ca
4334,39685853934767ca,65.2,0.83,75.0,20.0,39ca,39ca68585ca,2017,51,21.57,0.0,0.0,0.0,0,ca
4335,39685853934767ca,78.6,0.0,69.03,26.55,39ca,39ca68585ca,2018,43,6.98,0.0,0.0,0.0,0,ca
4336,39685853934767ca,70.8,2.5,65.0,25.0,39ca,39ca68585ca,2019,64,9.38,0.0,0.0,0.0,0,ca
4337,39685853934767ca,74.4,1.87,63.55,22.43,39ca,39ca68585ca,2021,27,14.81,0.18,0.64,0.73,0,ca
4338,39685853934783ca,47.4,0.68,41.0,52.73,39ca,39ca68585ca,2015,464,47.0,0.0,0.0,0.0,0,ca
4339,39685853934783ca,47.6,0.83,41.86,50.61,39ca,39ca68585ca,2016,418,55.0,0.0,0.0,0.0,0,ca
4340,39685853934783ca,48.4,0.66,43.75,48.45,39ca,39ca68585ca,2017,464,62.72,0.0,0.0,0.0,0,ca
4341,39685853934783ca,51.4,0.73,44.04,47.2,39ca,39ca68585ca,2018,497,55.53,0.0,0.0,0.0,0,ca
4342,39685853934783ca,50.8,0.74,45.57,45.39,39ca,39ca68585ca,2019,492,53.66,0.0,0.0,0.0,0,ca
4343,39685853934783ca,53.3,0.85,49.55,40.38,39ca,39ca68585ca,2021,390,53.33,0.18,0.64,0.73,0,ca
4344,39685930101576ca,66.8,24.34,41.47,7.04,39ca,39ca68593ca,2015,250,50.0,0.0,0.0,0.0,0,ca
4345,39685930101576ca,65.5,22.89,45.62,6.57,39ca,39ca68593ca,2016,275,56.0,0.0,0.0,0.0,0,ca
4346,39685930101576ca,64.6,21.92,47.15,5.71,39ca,39ca68593ca,2017,286,47.55,0.0,0.0,0.0,0,ca
4347,39685930101576ca,71.7,19.52,49.0,6.56,39ca,39ca68593ca,2018,283,42.4,0.0,0.0,0.0,0,ca
4348,39685930101576ca,67.8,16.96,50.97,6.63,39ca,39ca68593ca,2019,259,50.97,0.0,0.0,0.0,0,ca
4349,39685930101576ca,68.5,13.82,51.44,8.14,39ca,39ca68593ca,2021,232,38.36,0.45,0.27,0.5,0,ca
4350,39685930112565ca,72.7,17.42,54.84,9.03,39ca,39ca68593ca,2015,64,5.0,0.0,0.0,0.0,0,ca
4351,39685930112565ca,69.9,30.0,50.0,5.0,39ca,39ca68593ca,2016,57,5.0,0.0,0.0,0.0,0,ca
4352,39685930112565ca,64.3,26.47,53.92,9.8,39ca,39ca68593ca,2017,61,8.2,0.0,0.0,0.0,0,ca
4353,39685930112565ca,80.2,19.82,63.06,6.31,39ca,39ca68593ca,2018,48,6.25,0.0,0.0,0.0,0,ca
4354,39685930112565ca,76.1,13.1,63.1,11.9,39ca,39ca68593ca,2019,40,12.5,0.0,0.0,0.0,0,ca
4355,39685930112565ca,70.1,16.85,73.03,3.37,39ca,39ca68593ca,2021,24,8.33,0.45,0.27,0.5,0,ca
4356,39685930116376ca,57.2,9.32,49.84,13.74,39ca,39ca68593ca,2015,284,56.0,0.0,0.0,0.0,0,ca
4357,39685930116376ca,51.6,8.56,50.52,12.29,39ca,39ca68593ca,2016,286,59.0,0.0,0.0,0.0,0,ca
4358,39685930116376ca,50.2,8.92,51.82,11.64,39ca,39ca68593ca,2017,294,59.52,0.0,0.0,0.0,0,ca
4359,39685930116376ca,56.6,8.12,50.3,10.68,39ca,39ca68593ca,2018,316,56.65,0.0,0.0,0.0,0,ca
4360,39685930116376ca,53.8,7.42,51.58,9.79,39ca,39ca68593ca,2019,280,61.43,0.0,0.0,0.0,0,ca
4361,39685930116376ca,56.9,7.51,50.55,12.4,39ca,39ca68593ca,2021,263,68.06,0.45,0.27,0.5,0,ca
4362,39685933930310ca,43.1,5.88,46.8,31.1,39ca,39ca68593ca,2015,299,59.0,0.0,0.0,0.0,0,ca
4363,39685933930310ca,41.2,5.01,49.26,26.88,39ca,39ca68593ca,2016,339,60.0,0.0,0.0,0.0,0,ca
4364,39685933930310ca,40.3,5.07,49.75,26.25,39ca,39ca68593ca,2017,336,71.13,0.0,0.0,0.0,0,ca
4365,39685933930310ca,47.2,4.62,50.8,24.63,39ca,39ca68593ca,2018,334,66.77,0.0,0.0,0.0,0,ca
4366,39685933930310ca,44.1,4.65,49.16,22.95,39ca,39ca68593ca,2019,328,61.59,0.0,0.0,0.0,0,ca
4367,39685933930310ca,48.0,4.17,49.49,21.8,39ca,39ca68593ca,2021,278,52.16,0.45,0.27,0.5,0,ca
4368,39685933932001ca,51.9,3.55,52.63,32.96,39ca,39ca68593ca,2015,357,50.0,0.0,0.0,0.0,0,ca
4369,39685933932001ca,48.3,2.91,54.15,32.11,39ca,39ca68593ca,2016,321,50.0,0.0,0.0,0.0,0,ca
4370,39685933932001ca,47.8,2.4,56.29,29.96,39ca,39ca68593ca,2017,371,45.82,0.0,0.0,0.0,0,ca
4371,39685933932001ca,53.8,2.75,56.92,28.13,39ca,39ca68593ca,2018,384,37.5,0.0,0.0,0.0,0,ca
4372,39685933932001ca,51.5,3.43,58.7,25.64,39ca,39ca68593ca,2019,406,57.39,0.0,0.0,0.0,0,ca
4373,39685933932001ca,57.2,2.75,60.03,25.61,39ca,39ca68593ca,2021,322,49.69,0.45,0.27,0.5,0,ca
4374,39685933935103ca,55.5,5.06,53.0,29.33,39ca,39ca68593ca,2015,352,45.0,0.0,0.0,0.0,0,ca
4375,39685933935103ca,51.0,5.23,54.14,27.27,39ca,39ca68593ca,2016,346,57.0,0.0,0.0,0.0,0,ca
4376,39685933935103ca,50.8,5.19,55.06,25.12,39ca,39ca68593ca,2017,352,50.57,0.0,0.0,0.0,0,ca
4377,39685933935103ca,55.2,5.14,56.13,23.45,39ca,39ca68593ca,2018,297,57.58,0.0,0.0,0.0,0,ca
4378,39685933935103ca,53.1,5.11,55.26,23.75,39ca,39ca68593ca,2019,385,50.39,0.0,0.0,0.0,0,ca
4379,39685933935103ca,63.5,4.76,59.82,20.61,39ca,39ca68593ca,2021,351,50.14,0.45,0.27,0.5,0,ca
4380,39685933935111ca,56.4,6.36,54.55,34.09,39ca,39ca68593ca,2015,107,8.0,0.0,0.0,0.0,0,ca
4381,39685933935111ca,58.3,8.54,53.66,32.93,39ca,39ca68593ca,2016,69,13.0,0.0,0.0,0.0,0,ca
4382,39685933935111ca,55.3,6.72,64.18,23.88,39ca,39ca68593ca,2017,70,10.0,0.0,0.0,0.0,0,ca
4383,39685933935111ca,69.7,2.23,68.16,20.67,39ca,39ca68593ca,2018,92,4.35,0.0,0.0,0.0,0,ca
4384,39685933935111ca,77.0,4.38,60.0,25.0,39ca,39ca68593ca,2019,77,14.29,0.0,0.0,0.0,0,ca
4385,39685933935111ca,70.8,7.69,68.46,14.62,39ca,39ca68593ca,2021,53,13.21,0.45,0.27,0.5,0,ca
4386,39686276119309ca,51.9,8.4,32.62,51.17,39ca,39ca68627ca,2015,51,29.0,0.0,0.0,0.0,1,ca
4387,39686276119309ca,53.0,9.11,33.14,49.22,39ca,39ca68627ca,2016,58,43.0,0.0,0.0,0.0,1,ca
4388,39686276119309ca,47.8,7.13,36.96,47.28,39ca,39ca68627ca,2017,72,44.44,0.0,0.0,0.0,1,ca
4389,39686276119309ca,49.9,8.78,35.59,45.61,39ca,39ca68627ca,2018,69,43.48,0.0,0.0,0.0,1,ca
4390,39686276119309ca,46.2,8.62,38.22,43.39,39ca,39ca68627ca,2019,83,30.12,0.0,0.0,0.0,1,ca
4391,39686276119309ca,46.6,7.25,44.2,36.96,39ca,39ca68627ca,2021,94,32.98,0.18,0.64,0.73,1,ca
4392,39686503935756ca,30.4,2.12,31.92,59.49,39ca,39ca68650ca,2015,202,73.0,0.0,0.0,0.0,0,ca
4393,39686503935756ca,30.2,1.61,33.79,56.9,39ca,39ca68650ca,2016,217,72.0,0.0,0.0,0.0,0,ca
4394,39686503935756ca,30.1,1.54,34.1,56.0,39ca,39ca68650ca,2017,208,74.52,0.0,0.0,0.0,0,ca
4395,39686503935756ca,34.6,0.98,35.86,53.95,39ca,39ca68650ca,2018,192,67.71,0.0,0.0,0.0,0,ca
4396,39686503935756ca,31.5,1.03,35.15,53.71,39ca,39ca68650ca,2019,218,76.15,0.0,0.0,0.0,0,ca
4397,39686503935756ca,29.6,0.67,36.47,51.73,39ca,39ca68650ca,2021,186,63.44,0.18,0.64,0.73,0,ca
4398,39686760108159ca,82.2,16.74,47.75,5.75,39ca,39ca68676ca,2015,526,35.0,0.0,0.0,0.0,0,ca
4399,39686760108159ca,75.1,16.08,48.64,4.87,39ca,39ca68676ca,2016,448,35.0,0.0,0.0,0.0,0,ca
4400,39686760108159ca,75.3,15.89,49.6,4.42,39ca,39ca68676ca,2017,479,27.77,0.0,0.0,0.0,0,ca
4401,39686760108159ca,69.4,15.31,49.76,5.06,39ca,39ca68676ca,2018,498,24.7,0.0,0.0,0.0,0,ca
4402,39686760108159ca,63.6,13.83,50.62,5.93,39ca,39ca68676ca,2019,490,43.67,0.0,0.0,0.0,0,ca
4403,39686760108159ca,72.6,13.39,49.38,5.51,39ca,39ca68676ca,2021,310,41.29,0.09,0.82,0.86,0,ca
4404,39686760115402ca,88.2,2.73,93.18,1.82,39ca,39ca68676ca,2015,49,2.0,0.0,0.0,0.0,0,ca
4405,39686760115402ca,66.0,1.9,92.38,3.33,39ca,39ca68676ca,2016,41,22.0,0.0,0.0,0.0,0,ca
4406,39686760115402ca,87.4,1.89,90.57,3.3,39ca,39ca68676ca,2017,57,26.32,0.0,0.0,0.0,0,ca
4407,39686760115402ca,90.2,3.02,90.95,2.01,39ca,39ca68676ca,2018,43,6.98,0.0,0.0,0.0,0,ca
4408,39686760115402ca,87.9,4.02,89.08,1.72,39ca,39ca68676ca,2019,49,38.78,0.0,0.0,0.0,0,ca
4409,39686760115402ca,88.2,4.29,87.62,1.43,39ca,39ca68676ca,2021,41,29.27,0.09,0.82,0.86,0,ca
4410,39686760118497ca,78.6,18.52,60.93,6.66,39ca,39ca68676ca,2015,60,65.0,0.0,0.0,0.0,1,ca
4411,39686760118497ca,76.9,18.35,60.92,5.88,39ca,39ca68676ca,2016,65,55.0,0.0,0.0,0.0,1,ca
4412,39686760118497ca,74.3,16.57,63.62,6.46,39ca,39ca68676ca,2017,76,67.11,0.0,0.0,0.0,1,ca
4413,39686760118497ca,71.4,15.06,65.26,6.21,39ca,39ca68676ca,2018,85,82.35,0.0,0.0,0.0,1,ca
4414,39686760118497ca,71.1,13.62,67.2,5.95,39ca,39ca68676ca,2019,65,69.23,0.0,0.0,0.0,1,ca
